Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
29,2024-12-21 16:12:30.801,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6850,226,5537131440,True,6631.2182023742225
29,2024-12-21 16:12:30.801,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6850,226,5537131440,True,6631.2182023742225
29,2024-12-21 16:12:30.801,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,6865,2041,5537131440,True,5291.738715472715
29,2024-12-21 16:12:30.801,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6850,226,5537131440,True,6631.2182023742225
29,2024-12-21 16:12:30.801,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,6865,2041,5537131440,True,5291.738715472715
29,2024-12-21 16:12:30.801,MCSLab RTT AP1,24:29:34:e2:4c:36,-51,-629,485,5537131440,True,-355.15350089766605
29,2024-12-21 16:12:30.801,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6850,226,5537131440,True,6631.2182023742225
29,2024-12-21 16:12:30.801,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,6865,2041,5537131440,True,5291.738715472715
29,2024-12-21 16:12:30.801,MCSLab RTT AP1,24:29:34:e2:4c:36,-51,-629,485,5537131440,True,-355.15350089766605
29,2024-12-21 16:12:30.801,MCSLab RTT AP3,b0:e4:d5:88:16:86,-66,3973,171,5537131440,True,3809.0562258687255
29,2024-12-21 16:12:30.922,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6694,427,5537131561,True,6292.6044094930485
29,2024-12-21 16:12:30.922,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6694,427,5537131561,True,6292.6044094930485
29,2024-12-21 16:12:30.922,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,8008,1148,5537131561,True,7003.938837920489
29,2024-12-21 16:12:30.922,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6694,427,5537131561,True,6292.6044094930485
29,2024-12-21 16:12:30.922,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,8008,1148,5537131561,True,7003.938837920489
29,2024-12-21 16:12:30.922,MCSLab RTT AP1,24:29:34:e2:4c:36,-52,-541,593,5537131561,True,-258.0961199294532
29,2024-12-21 16:12:30.922,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6694,427,5537131561,True,6292.6044094930485
29,2024-12-21 16:12:30.922,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,8008,1148,5537131561,True,7003.938837920489
29,2024-12-21 16:12:30.922,MCSLab RTT AP1,24:29:34:e2:4c:36,-52,-541,593,5537131561,True,-258.0961199294532
