Starting Wi-Fi RTT Ranging...
Label: 6-1, Timestamp: 2025-01-10 13:33:53.498, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 3413 mm, StdDev: 390 mm, timeStemp: 7255623889, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.498, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 3413 mm, StdDev: 390 mm, timeStemp: 7255623889, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.498, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -54, Distance: 8799 mm, StdDev: 1325 mm, timeStemp: 7255623889, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.498, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 3413 mm, StdDev: 390 mm, timeStemp: 7255623889, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.498, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -54, Distance: 8799 mm, StdDev: 1325 mm, timeStemp: 7255623889, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.498, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 5669 mm, StdDev: 199 mm, timeStemp: 7255623889, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.498, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 3413 mm, StdDev: 390 mm, timeStemp: 7255623889, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.498, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -54, Distance: 8799 mm, StdDev: 1325 mm, timeStemp: 7255623889, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.498, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 5669 mm, StdDev: 199 mm, timeStemp: 7255623889, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.498, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -61, Distance: 6112 mm, StdDev: 132 mm, timeStemp: 7255623889, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.623, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 3725 mm, StdDev: 447 mm, timeStemp: 7255624016, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.623, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 3725 mm, StdDev: 447 mm, timeStemp: 7255624016, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.623, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -54, Distance: 9326 mm, StdDev: 1024 mm, timeStemp: 7255624016, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.623, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 3725 mm, StdDev: 447 mm, timeStemp: 7255624016, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.623, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -54, Distance: 9326 mm, StdDev: 1024 mm, timeStemp: 7255624016, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.623, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 5786 mm, StdDev: 209 mm, timeStemp: 7255624016, mcOn: true
Label: 6-1, Timestamp: 2025-01-10 13:33:53.623, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 3725 mm, StdDev: 447 mm, timeStemp: 7255624016, mcOn: true
