Starting Wi-Fi RTT Ranging...
Label: 3-1, Timestamp: 2025-01-10 13:37:53.037, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 5835 mm, StdDev: 112 mm, timeStemp: 7255863429, mcOn: true
Label: 3-1, Timestamp: 2025-01-10 13:37:53.037, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 5835 mm, StdDev: 112 mm, timeStemp: 7255863429, mcOn: true
Label: 3-1, Timestamp: 2025-01-10 13:37:53.037, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -60, Distance: 9280 mm, StdDev: 382 mm, timeStemp: 7255863429, mcOn: true
Label: 3-1, Timestamp: 2025-01-10 13:37:53.037, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 5835 mm, StdDev: 112 mm, timeStemp: 7255863429, mcOn: true
Label: 3-1, Timestamp: 2025-01-10 13:37:53.037, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -60, Distance: 9280 mm, StdDev: 382 mm, timeStemp: 7255863429, mcOn: true
Label: 3-1, Timestamp: 2025-01-10 13:37:53.037, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -62, Distance: 3960 mm, StdDev: 1138 mm, timeStemp: 7255863429, mcOn: true
Label: 3-1, Timestamp: 2025-01-10 13:37:53.037, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 5835 mm, StdDev: 112 mm, timeStemp: 7255863429, mcOn: true
Label: 3-1, Timestamp: 2025-01-10 13:37:53.037, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -60, Distance: 9280 mm, StdDev: 382 mm, timeStemp: 7255863429, mcOn: true
Label: 3-1, Timestamp: 2025-01-10 13:37:53.037, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -62, Distance: 3960 mm, StdDev: 1138 mm, timeStemp: 7255863429, mcOn: true
Label: 3-1, Timestamp: 2025-01-10 13:37:53.037, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -43, Distance: -1827 mm, StdDev: 731 mm, timeStemp: 7255863429, mcOn: true
Label: 3-1, Timestamp: 2025-01-10 13:37:53.159, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 5796 mm, StdDev: 176 mm, timeStemp: 7255863551, mcOn: true
Label: 3-1, Timestamp: 2025-01-10 13:37:53.159, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 5796 mm, StdDev: 176 mm, timeStemp: 7255863551, mcOn: true
Label: 3-1, Timestamp: 2025-01-10 13:37:53.159, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -62, Distance: 9072 mm, StdDev: 325 mm, timeStemp: 7255863551, mcOn: true
