Starting Wi-Fi RTT Ranging...
Label: 1-9, Timestamp: 2025-01-10 12:42:18.821, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -78, Distance: 10514 mm, StdDev: 97 mm, timeStemp: 7252529212, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.821, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -78, Distance: 10514 mm, StdDev: 97 mm, timeStemp: 7252529212, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.821, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -72, Distance: 8196 mm, StdDev: 99 mm, timeStemp: 7252529212, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.821, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -78, Distance: 10514 mm, StdDev: 97 mm, timeStemp: 7252529212, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.821, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -72, Distance: 8196 mm, StdDev: 99 mm, timeStemp: 7252529212, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.821, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 316 mm, StdDev: 58 mm, timeStemp: 7252529212, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.821, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -78, Distance: 10514 mm, StdDev: 97 mm, timeStemp: 7252529212, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.821, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -72, Distance: 8196 mm, StdDev: 99 mm, timeStemp: 7252529212, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.821, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 316 mm, StdDev: 58 mm, timeStemp: 7252529212, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.821, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -61, Distance: 1805 mm, StdDev: 106 mm, timeStemp: 7252529212, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.939, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -79, Distance: 13106 mm, StdDev: 125 mm, timeStemp: 7252529331, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.939, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -79, Distance: 13106 mm, StdDev: 125 mm, timeStemp: 7252529331, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.939, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -68, Distance: 7962 mm, StdDev: 74 mm, timeStemp: 7252529330, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.939, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -79, Distance: 13106 mm, StdDev: 125 mm, timeStemp: 7252529331, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.939, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -68, Distance: 7962 mm, StdDev: 74 mm, timeStemp: 7252529330, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.939, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -57, Distance: 152 mm, StdDev: 378 mm, timeStemp: 7252529330, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.939, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -79, Distance: 13106 mm, StdDev: 125 mm, timeStemp: 7252529331, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.939, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -68, Distance: 7962 mm, StdDev: 74 mm, timeStemp: 7252529330, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.939, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -57, Distance: 152 mm, StdDev: 378 mm, timeStemp: 7252529330, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:18.939, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -63, Distance: 2207 mm, StdDev: 177 mm, timeStemp: 7252529330, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:19.058, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 9038 mm, StdDev: 1344 mm, timeStemp: 7252529449, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:19.058, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 9038 mm, StdDev: 1344 mm, timeStemp: 7252529449, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:19.058, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -73, Distance: 9033 mm, StdDev: 854 mm, timeStemp: 7252529449, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:19.058, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 9038 mm, StdDev: 1344 mm, timeStemp: 7252529449, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:19.058, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -73, Distance: 9033 mm, StdDev: 854 mm, timeStemp: 7252529449, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:19.058, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -59, Distance: 757 mm, StdDev: 1055 mm, timeStemp: 7252529449, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:19.058, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 9038 mm, StdDev: 1344 mm, timeStemp: 7252529449, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:19.058, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -73, Distance: 9033 mm, StdDev: 854 mm, timeStemp: 7252529449, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:19.058, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -59, Distance: 757 mm, StdDev: 1055 mm, timeStemp: 7252529449, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:19.058, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -61, Distance: 3719 mm, StdDev: 1806 mm, timeStemp: 7252529449, mcOn: true
Label: 1-9, Timestamp: 2025-01-10 12:42:19.161, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -74, Distance: 7544 mm, StdDev: 1693 mm, timeStemp: 7252529553, mcOn: true
