Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
16,2024-12-14 18:26:03.169,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,3530,385,4940343809,True,3182.860791826309
16,2024-12-14 18:26:03.169,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,3530,385,4940343809,True,3182.860791826309
16,2024-12-14 18:26:03.169,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7666,443,4940343809,True,7247.201381181403
16,2024-12-14 18:26:03.169,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,3530,385,4940343809,True,3182.860791826309
16,2024-12-14 18:26:03.169,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7666,443,4940343809,True,7247.201381181403
16,2024-12-14 18:26:03.169,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,4389,1044,4940343809,True,3545.6140254003312
16,2024-12-14 18:26:03.169,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,3530,385,4940343809,True,3182.860791826309
16,2024-12-14 18:26:03.169,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7666,443,4940343809,True,7247.201381181403
16,2024-12-14 18:26:03.169,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,4389,1044,4940343809,True,3545.6140254003312
16,2024-12-14 18:26:03.169,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,946,1179,4940343809,True,421.1369411764706
16,2024-12-14 18:26:03.292,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,3266,405,4940343931,True,2905.6812857532004
16,2024-12-14 18:26:03.292,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,3266,405,4940343931,True,2905.6812857532004
16,2024-12-14 18:26:03.292,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,8096,264,4940343931,True,7840.336842105264
16,2024-12-14 18:26:03.292,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,3266,405,4940343931,True,2905.6812857532004
16,2024-12-14 18:26:03.292,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,8096,264,4940343931,True,7840.336842105264
16,2024-12-14 18:26:03.292,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,4507,858,4940343931,True,3786.2160298229264
16,2024-12-14 18:26:03.292,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,3266,405,4940343931,True,2905.6812857532004
16,2024-12-14 18:26:03.292,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,8096,264,4940343931,True,7840.336842105264
16,2024-12-14 18:26:03.292,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,4507,858,4940343931,True,3786.2160298229264
16,2024-12-14 18:26:03.292,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,828,1241,4940343931,True,331.3600773320445
16,2024-12-14 18:26:03.398,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,3999,793,4940344037,True,3337.228923205342
16,2024-12-14 18:26:03.398,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,3999,793,4940344037,True,3337.228923205342
16,2024-12-14 18:26:03.398,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,7861,452,4940344037,True,7433.576446529532
16,2024-12-14 18:26:03.398,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,3999,793,4940344037,True,3337.228923205342
16,2024-12-14 18:26:03.398,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,7861,452,4940344037,True,7433.576446529532
16,2024-12-14 18:26:03.398,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,4389,1319,4940344037,True,3374.793447792572
16,2024-12-14 18:26:03.398,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,3999,793,4940344037,True,3337.228923205342
16,2024-12-14 18:26:03.398,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,7861,452,4940344037,True,7433.576446529532
16,2024-12-14 18:26:03.398,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,4389,1319,4940344037,True,3374.793447792572
16,2024-12-14 18:26:03.398,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,637,1347,4940344037,True,204.52066532258064
16,2024-12-14 18:26:03.521,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,3208,297,4940344160,True,2936.1666191155496
16,2024-12-14 18:26:03.521,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,3208,297,4940344160,True,2936.1666191155496
16,2024-12-14 18:26:03.521,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7900,336,4940344160,True,7577.707625060709
16,2024-12-14 18:26:03.521,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,3208,297,4940344160,True,2936.1666191155496
16,2024-12-14 18:26:03.521,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7900,336,4940344160,True,7577.707625060709
16,2024-12-14 18:26:03.521,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,4350,593,4940344160,True,3828.1408051790413
16,2024-12-14 18:26:03.521,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,3208,297,4940344160,True,2936.1666191155496
16,2024-12-14 18:26:03.521,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7900,336,4940344160,True,7577.707625060709
16,2024-12-14 18:26:03.521,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,4350,593,4940344160,True,3828.1408051790413
16,2024-12-14 18:26:03.521,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,125,1563,4940344160,True,9.256516587677725
16,2024-12-14 18:26:03.644,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,4116,415,4940344283,True,3739.0103729860957
16,2024-12-14 18:26:03.644,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,4116,415,4940344283,True,3739.0103729860957
16,2024-12-14 18:26:03.644,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7900,405,4940344283,True,7514.75015051174
16,2024-12-14 18:26:03.644,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,4116,415,4940344283,True,3739.0103729860957
16,2024-12-14 18:26:03.644,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7900,405,4940344283,True,7514.75015051174
16,2024-12-14 18:26:03.644,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,4428,905,4940344283,True,3676.5767860491283
16,2024-12-14 18:26:03.644,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,4116,415,4940344283,True,3739.0103729860957
16,2024-12-14 18:26:03.644,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7900,405,4940344283,True,7514.75015051174
16,2024-12-14 18:26:03.644,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,4428,905,4940344283,True,3676.5767860491283
16,2024-12-14 18:26:03.644,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,438,1476,4940344283,True,100.2319749216301
16,2024-12-14 18:26:03.768,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5600,1318,4940344408,True,4533.102052616363
16,2024-12-14 18:26:03.768,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5600,1318,4940344408,True,4533.102052616363
16,2024-12-14 18:26:03.768,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,7861,385,4940344408,True,7493.975382003395
16,2024-12-14 18:26:03.768,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5600,1318,4940344408,True,4533.102052616363
16,2024-12-14 18:26:03.768,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,7861,385,4940344408,True,7493.975382003395
16,2024-12-14 18:26:03.768,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,4350,1369,4940344408,True,3308.7078160517576
16,2024-12-14 18:26:03.768,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5600,1318,4940344408,True,4533.102052616363
16,2024-12-14 18:26:03.768,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,7861,385,4940344408,True,7493.975382003395
16,2024-12-14 18:26:03.768,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,4350,1369,4940344408,True,3308.7078160517576
16,2024-12-14 18:26:03.768,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,868,1282,4940344407,True,350.4297674418605
16,2024-12-14 18:26:03.890,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,4936,1715,4940344530,True,3663.222973988874
