Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
7,2024-12-14 16:57:40.948,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7319,2000,4935041588,True,5748.230604142076
7,2024-12-14 16:57:40.948,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7319,2000,4935041588,True,5748.230604142076
7,2024-12-14 16:57:40.948,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9111,472,4935041588,True,8662.247834707294
7,2024-12-14 16:57:40.948,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7319,2000,4935041588,True,5748.230604142076
7,2024-12-14 16:57:40.948,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9111,472,4935041588,True,8662.247834707294
7,2024-12-14 16:57:40.948,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,1929,604,4935041588,True,1469.0252664824318
7,2024-12-14 16:57:40.948,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7319,2000,4935041588,True,5748.230604142076
7,2024-12-14 16:57:40.948,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9111,472,4935041588,True,8662.247834707294
7,2024-12-14 16:57:40.948,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,1929,604,4935041588,True,1469.0252664824318
7,2024-12-14 16:57:40.948,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,633,1224,4935041588,True,215.77221324717286
7,2024-12-14 16:57:41.072,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7280,2003,4935041711,True,5709.188839814715
7,2024-12-14 16:57:41.072,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7280,2003,4935041711,True,5709.188839814715
7,2024-12-14 16:57:41.072,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9072,459,4935041711,True,8635.104815864022
7,2024-12-14 16:57:41.072,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7280,2003,4935041711,True,5709.188839814715
7,2024-12-14 16:57:41.072,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9072,459,4935041711,True,8635.104815864022
7,2024-12-14 16:57:41.072,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,2163,362,4935041711,True,1852.898613861386
7,2024-12-14 16:57:41.072,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7280,2003,4935041711,True,5709.188839814715
7,2024-12-14 16:57:41.072,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9072,459,4935041711,True,8635.104815864022
7,2024-12-14 16:57:41.072,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,2163,362,4935041711,True,1852.898613861386
7,2024-12-14 16:57:41.072,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,868,1258,4935041711,True,354.38570084666037
7,2024-12-14 16:57:41.194,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6850,2630,4935041834,True,4949.630801687764
7,2024-12-14 16:57:41.194,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6850,2630,4935041834,True,4949.630801687764
7,2024-12-14 16:57:41.194,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,9118,708,4935041833,True,8461.014044372074
7,2024-12-14 16:57:41.194,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6850,2630,4935041834,True,4949.630801687764
7,2024-12-14 16:57:41.194,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,9118,708,4935041833,True,8461.014044372074
7,2024-12-14 16:57:41.194,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,1968,1753,4935041833,True,1040.855683955926
7,2024-12-14 16:57:41.194,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6850,2630,4935041834,True,4949.630801687764
7,2024-12-14 16:57:41.194,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,9118,708,4935041833,True,8461.014044372074
7,2024-12-14 16:57:41.194,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,1968,1753,4935041833,True,1040.855683955926
7,2024-12-14 16:57:41.194,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,868,715,4935041833,True,475.9469361970941
7,2024-12-14 16:57:41.323,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6655,2412,4935041963,True,4884.63935149443
7,2024-12-14 16:57:41.323,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6655,2412,4935041963,True,4884.63935149443
7,2024-12-14 16:57:41.323,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9424,210,4935041963,True,9218.577537886651
7,2024-12-14 16:57:41.323,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6655,2412,4935041963,True,4884.63935149443
7,2024-12-14 16:57:41.323,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9424,210,4935041963,True,9218.577537886651
7,2024-12-14 16:57:41.323,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,2280,1737,4935041963,True,1294.100074682599
7,2024-12-14 16:57:41.323,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6655,2412,4935041963,True,4884.63935149443
7,2024-12-14 16:57:41.323,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9424,210,4935041963,True,9218.577537886651
7,2024-12-14 16:57:41.323,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,2280,1737,4935041963,True,1294.100074682599
7,2024-12-14 16:57:41.323,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,780,347,4935041963,True,539.8402839396629
7,2024-12-14 16:57:41.448,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6811,2280,4935042087,True,5102.818281817182
7,2024-12-14 16:57:41.448,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6811,2280,4935042087,True,5102.818281817182
7,2024-12-14 16:57:41.448,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9766,153,4935042087,True,9615.360016130659
7,2024-12-14 16:57:41.448,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6811,2280,4935042087,True,5102.818281817182
7,2024-12-14 16:57:41.448,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9766,153,4935042087,True,9615.360016130659
7,2024-12-14 16:57:41.448,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,2124,1871,4935042087,True,1129.2555694618272
7,2024-12-14 16:57:41.448,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6811,2280,4935042087,True,5102.818281817182
7,2024-12-14 16:57:41.448,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,9766,153,4935042087,True,9615.360016130659
7,2024-12-14 16:57:41.448,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,2124,1871,4935042087,True,1129.2555694618272
7,2024-12-14 16:57:41.448,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,604,945,4935042087,True,235.5171078114913
7,2024-12-14 16:57:41.570,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6694,264,4935042210,True,6440.016671457316
7,2024-12-14 16:57:41.570,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6694,264,4935042210,True,6440.016671457316
7,2024-12-14 16:57:41.570,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9228,351,4935042209,True,8889.861572189164
7,2024-12-14 16:57:41.570,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6694,264,4935042210,True,6440.016671457316
7,2024-12-14 16:57:41.570,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9228,351,4935042209,True,8889.861572189164
7,2024-12-14 16:57:41.570,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,2085,522,4935042209,True,1667.5201380897586
7,2024-12-14 16:57:41.570,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6694,264,4935042210,True,6440.016671457316
7,2024-12-14 16:57:41.570,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9228,351,4935042209,True,8889.861572189164
7,2024-12-14 16:57:41.570,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,2085,522,4935042209,True,1667.5201380897586
7,2024-12-14 16:57:41.570,MCSLab RTT AP3,b0:e4:d5:88:16:86,-51,838,1696,4935042209,True,277.1286503551697
7,2024-12-14 16:57:41.686,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6616,600,4935042311,True,6065.889135254989
7,2024-12-14 16:57:41.686,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6616,600,4935042311,True,6065.889135254989
7,2024-12-14 16:57:41.686,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9072,355,4935042311,True,8730.368515964783
7,2024-12-14 16:57:41.686,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6616,600,4935042311,True,6065.889135254989
7,2024-12-14 16:57:41.686,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9072,355,4935042311,True,8730.368515964783
7,2024-12-14 16:57:41.686,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,2085,587,4935042311,True,1626.955464071856
7,2024-12-14 16:57:41.686,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,6616,600,4935042311,True,6065.889135254989
