Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
11-11,2024-12-27 15:39:37.173,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,5952,369,6053557810,True,5604.5410536307545
11-11,2024-12-27 15:39:37.173,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,5952,369,6053557810,True,5604.5410536307545
11-11,2024-12-27 15:39:37.173,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-53,1885,466,6053557810,True,1511.3675031901319
11-11,2024-12-27 15:39:37.173,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,5952,369,6053557810,True,5604.5410536307545
11-11,2024-12-27 15:39:37.173,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-53,1885,466,6053557810,True,1511.3675031901319
11-11,2024-12-27 15:39:37.173,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,2905,405,6053557810,True,2549.5543806646524
11-11,2024-12-27 15:39:37.173,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,5952,369,6053557810,True,5604.5410536307545
11-11,2024-12-27 15:39:37.173,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-53,1885,466,6053557810,True,1511.3675031901319
11-11,2024-12-27 15:39:37.173,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,2905,405,6053557810,True,2549.5543806646524
11-11,2024-12-27 15:39:37.173,MCSLab RTT AP3,b0:e4:d5:88:16:86,-62,6434,149,6053557810,True,6288.372474555674
11-11,2024-12-27 15:39:37.299,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6069,746,6053557938,True,5404.660454878943
11-11,2024-12-27 15:39:37.299,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6069,746,6053557938,True,5404.660454878943
11-11,2024-12-27 15:39:37.299,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-50,2353,151,6053557938,True,2211.1058306709265
11-11,2024-12-27 15:39:37.299,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6069,746,6053557938,True,5404.660454878943
11-11,2024-12-27 15:39:37.299,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-50,2353,151,6053557938,True,2211.1058306709265
11-11,2024-12-27 15:39:37.299,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,2905,373,6053557938,True,2574.4432580841976
11-11,2024-12-27 15:39:37.299,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,6069,746,6053557938,True,5404.660454878943
11-11,2024-12-27 15:39:37.299,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-50,2353,151,6053557938,True,2211.1058306709265
11-11,2024-12-27 15:39:37.299,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,2905,373,6053557938,True,2574.4432580841976
11-11,2024-12-27 15:39:37.299,MCSLab RTT AP3,b0:e4:d5:88:16:86,-59,6237,658,6053557938,True,5641.793908629442
