Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
10-1,2024-12-27 15:58:22.615,MCSLab RTT AP2,24:29:34:e1:ef:d4,-61,952,171,6054683230,True,807.0382902938558
10-1,2024-12-27 15:58:22.615,MCSLab RTT AP2,24:29:34:e1:ef:d4,-61,952,171,6054683230,True,807.0382902938558
10-1,2024-12-27 15:58:22.615,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7480,1024,6054683230,True,6579.303857008466
10-1,2024-12-27 15:58:22.615,MCSLab RTT AP2,24:29:34:e1:ef:d4,-61,952,171,6054683230,True,807.0382902938558
10-1,2024-12-27 15:58:22.615,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7480,1024,6054683230,True,6579.303857008466
10-1,2024-12-27 15:58:22.615,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,5288,759,6054683230,True,4624.267239953696
10-1,2024-12-27 15:58:22.615,MCSLab RTT AP2,24:29:34:e1:ef:d4,-61,952,171,6054683230,True,807.0382902938558
10-1,2024-12-27 15:58:22.615,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7480,1024,6054683230,True,6579.303857008466
10-1,2024-12-27 15:58:22.615,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,5288,759,6054683230,True,4624.267239953696
10-1,2024-12-27 15:58:22.615,MCSLab RTT AP3,b0:e4:d5:88:16:86,-62,2000,726,6054683230,True,1467.351430667645
10-1,2024-12-27 15:58:22.783,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,952,248,6054683422,True,755.2533333333333
10-1,2024-12-27 15:58:22.783,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,952,248,6054683422,True,755.2533333333333
10-1,2024-12-27 15:58:22.783,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7598,929,6054683422,True,6770.212736015011
10-1,2024-12-27 15:58:22.783,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,952,248,6054683422,True,755.2533333333333
10-1,2024-12-27 15:58:22.783,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7598,929,6054683422,True,6770.212736015011
10-1,2024-12-27 15:58:22.783,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,5210,716,6054683422,True,4580.509618629768
10-1,2024-12-27 15:58:22.783,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,952,248,6054683422,True,755.2533333333333
10-1,2024-12-27 15:58:22.783,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,7598,929,6054683422,True,6770.212736015011
10-1,2024-12-27 15:58:22.783,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,5210,716,6054683422,True,4580.509618629768
10-1,2024-12-27 15:58:22.783,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2313,507,6054683422,True,1897.1521276595743
10-1,2024-12-27 15:58:22.912,MCSLab RTT AP2,24:29:34:e1:ef:d4,-60,923,121,6054683549,True,816.0239463601532
10-1,2024-12-27 15:58:22.912,MCSLab RTT AP2,24:29:34:e1:ef:d4,-60,923,121,6054683549,True,816.0239463601532
10-1,2024-12-27 15:58:22.912,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,8037,553,6054683549,True,7519.600582072177
10-1,2024-12-27 15:58:22.912,MCSLab RTT AP2,24:29:34:e1:ef:d4,-60,923,121,6054683549,True,816.0239463601532
10-1,2024-12-27 15:58:22.912,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,8037,553,6054683549,True,7519.600582072177
