Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
6-6,2024-12-27 16:18:23.636,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,3960,619,6055884274,True,3424.677877265778
6-6,2024-12-27 16:18:23.636,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,3960,619,6055884274,True,3424.677877265778
6-6,2024-12-27 16:18:23.636,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9971,588,6055884274,True,9415.744009849417
6-6,2024-12-27 16:18:23.636,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,3960,619,6055884274,True,3424.677877265778
6-6,2024-12-27 16:18:23.636,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9971,588,6055884274,True,9415.744009849417
6-6,2024-12-27 16:18:23.636,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,2632,1246,6055884274,True,1786.3393501805056
6-6,2024-12-27 16:18:23.636,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,3960,619,6055884274,True,3424.677877265778
6-6,2024-12-27 16:18:23.636,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,9971,588,6055884274,True,9415.744009849417
6-6,2024-12-27 16:18:23.636,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,2632,1246,6055884274,True,1786.3393501805056
6-6,2024-12-27 16:18:23.636,MCSLab RTT AP3,b0:e4:d5:88:16:86,-45,2540,262,6055884274,True,2302.4982155603143
6-6,2024-12-27 16:18:23.760,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4038,367,6055884400,True,3701.5763904653804
6-6,2024-12-27 16:18:23.760,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4038,367,6055884400,True,3701.5763904653804
6-6,2024-12-27 16:18:23.760,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,10361,853,6055884400,True,9572.883984305332
6-6,2024-12-27 16:18:23.760,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4038,367,6055884400,True,3701.5763904653804
6-6,2024-12-27 16:18:23.760,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,10361,853,6055884400,True,9572.883984305332
6-6,2024-12-27 16:18:23.760,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,2866,1055,6055884400,True,2094.8625350675848
6-6,2024-12-27 16:18:23.760,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4038,367,6055884400,True,3701.5763904653804
6-6,2024-12-27 16:18:23.760,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,10361,853,6055884400,True,9572.883984305332
6-6,2024-12-27 16:18:23.760,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,2866,1055,6055884400,True,2094.8625350675848
6-6,2024-12-27 16:18:23.760,MCSLab RTT AP3,b0:e4:d5:88:16:86,-50,1571,640,6055884400,True,1116.255540479421
6-6,2024-12-27 16:18:23.886,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,3843,819,6055884524,True,3167.8783783783783
6-6,2024-12-27 16:18:23.886,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,3843,819,6055884524,True,3167.8783783783783
6-6,2024-12-27 16:18:23.886,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,10361,419,6055884524,True,9958.285807050093
6-6,2024-12-27 16:18:23.886,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,3843,819,6055884524,True,3167.8783783783783
