Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
6-4,2024-12-27 16:15:27.226,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4116,2031,6055707864,True,2756.0527086383604
6-4,2024-12-27 16:15:27.226,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4116,2031,6055707864,True,2756.0527086383604
6-4,2024-12-27 16:15:27.226,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66,7129,232,6055707864,True,6904.312049993208
6-4,2024-12-27 16:15:27.226,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4116,2031,6055707864,True,2756.0527086383604
6-4,2024-12-27 16:15:27.226,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66,7129,232,6055707864,True,6904.312049993208
6-4,2024-12-27 16:15:27.226,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3178,1785,6055707864,True,2034.9957686882933
6-4,2024-12-27 16:15:27.226,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4116,2031,6055707864,True,2756.0527086383604
6-4,2024-12-27 16:15:27.226,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66,7129,232,6055707864,True,6904.312049993208
6-4,2024-12-27 16:15:27.226,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3178,1785,6055707864,True,2034.9957686882933
6-4,2024-12-27 16:15:27.226,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,164,440,6055707864,True,44.52980132450331
6-4,2024-12-27 16:15:27.349,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4858,999,6055707987,True,4029.394570599283
6-4,2024-12-27 16:15:27.349,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4858,999,6055707987,True,4029.394570599283
6-4,2024-12-27 16:15:27.349,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66,7334,137,6055707987,True,7199.512247356445
6-4,2024-12-27 16:15:27.349,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4858,999,6055707987,True,4029.394570599283
6-4,2024-12-27 16:15:27.349,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66,7334,137,6055707987,True,7199.512247356445
