Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
6-11,2024-12-27 14:19:22.325,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,5610,1639,6048742963,True,4341.578148710167
6-11,2024-12-27 14:19:22.325,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,5610,1639,6048742963,True,4341.578148710167
6-11,2024-12-27 14:19:22.325,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,4580,408,6048742963,True,4205.3728949478755
6-11,2024-12-27 14:19:22.325,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,5610,1639,6048742963,True,4341.578148710167
6-11,2024-12-27 14:19:22.325,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,4580,408,6048742963,True,4205.3728949478755
6-11,2024-12-27 14:19:22.325,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,-63,609,6048742963,True,-5.90625
6-11,2024-12-27 14:19:22.325,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,5610,1639,6048742963,True,4341.578148710167
6-11,2024-12-27 14:19:22.325,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,4580,408,6048742963,True,4205.3728949478755
6-11,2024-12-27 14:19:22.325,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,-63,609,6048742963,True,-5.90625
6-11,2024-12-27 14:19:22.325,MCSLab RTT AP3,b0:e4:d5:88:16:86,-64,3683,1573,6048742963,True,2580.7627473363777
6-11,2024-12-27 14:19:22.485,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,5551,229,6048743124,True,5331.072837370242
6-11,2024-12-27 14:19:22.485,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,5551,229,6048743124,True,5331.072837370242
6-11,2024-12-27 14:19:22.485,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-56,5049,197,6048743124,True,4859.397826915745
6-11,2024-12-27 14:19:22.485,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,5551,229,6048743124,True,5331.072837370242
6-11,2024-12-27 14:19:22.485,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-56,5049,197,6048743124,True,4859.397826915745
6-11,2024-12-27 14:19:22.485,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,-141,354,6048743124,True,-40.163636363636364
6-11,2024-12-27 14:19:22.485,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,5551,229,6048743124,True,5331.072837370242
6-11,2024-12-27 14:19:22.485,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-56,5049,197,6048743124,True,4859.397826915745
6-11,2024-12-27 14:19:22.485,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,-141,354,6048743124,True,-40.163636363636364
6-11,2024-12-27 14:19:22.485,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,3406,890,6048743124,True,2700.380819366853
6-11,2024-12-27 14:19:22.636,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,5962,1620,6048743274,True,4688.135584278555
6-11,2024-12-27 14:19:22.636,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,5962,1620,6048743274,True,4688.135584278555
6-11,2024-12-27 14:19:22.636,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,4346,392,6048743274,True,3986.4322498944707
