timeStemp,Label,AP1_Distance (mm),AP2_Distance (mm),AP3_Distance (mm),AP4_Distance (mm),AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi,AP1_StdDev (mm),AP2_StdDev (mm),AP3_StdDev (mm),AP4_StdDev (mm)
3542972404,9,4116.0,6733.0,10903.0,-386.0,-59.0,-76.0,-71.0,-51.0,904.0,1008.0,521.0,1339.0
3542972506,9,,,10825.0,-543.0,,,-70.0,-54.0,,,454.0,1592.0
3542972507,9,4507.0,6655.0,,,-59.0,-73.0,,,681.0,1188.0,,
3542972612,9,4194.0,6264.0,10981.0,-386.0,-59.0,-73.0,-70.0,-51.0,835.0,1289.0,554.0,1310.0
3542972714,9,5561.0,6421.0,10434.0,-74.0,-58.0,-72.0,-73.0,-54.0,166.0,701.0,1046.0,1146.0
3542972818,9,4028.0,6186.0,11596.0,-406.0,-58.0,-70.0,-73.0,-51.0,682.0,651.0,2348.0,694.0
3542972915,9,5317.0,6225.0,12681.0,-191.0,-58.0,-71.0,-68.0,-45.0,312.0,328.0,1430.0,538.0
3542973025,9,5639.0,6577.0,11020.0,-552.0,-59.0,-69.0,-73.0,-52.0,226.0,131.0,1366.0,609.0
3542973127,9,4057.0,6304.0,12153.0,-582.0,-58.0,-70.0,-69.0,-50.0,806.0,198.0,145.0,525.0
3542973225,9,5376.0,6264.0,11763.0,-933.0,-53.0,-71.0,-68.0,-50.0,98.0,195.0,190.0,726.0
3542973369,9,5024.0,6225.0,12007.0,-933.0,-58.0,-72.0,-71.0,-53.0,305.0,125.0,304.0,844.0
3542973507,9,4116.0,6225.0,12124.0,-777.0,-58.0,-71.0,-69.0,-50.0,798.0,149.0,128.0,649.0
3542973690,9,5314.0,6303.0,11489.0,-699.0,-50.0,-71.0,-73.0,-51.0,751.0,125.0,301.0,656.0
3542973824,9,5405.0,6303.0,12007.0,-738.0,-58.0,-71.0,-69.0,-48.0,105.0,103.0,131.0,734.0
3542973998,9,4845.0,6225.0,12388.0,-699.0,-50.0,-71.0,-70.0,-52.0,828.0,132.0,224.0,656.0
3542974118,9,,,,-738.0,,,,-52.0,,,,587.0
3542974119,9,5434.0,6264.0,12124.0,,-58.0,-70.0,-70.0,,226.0,149.0,166.0,
3542974316,9,,,,-777.0,,,,-54.0,,,,765.0
3542974317,9,4233.0,6225.0,11685.0,,-52.0,-71.0,-74.0,,746.0,146.0,190.0,
3542974459,9,5317.0,6342.0,11763.0,-699.0,-58.0,-72.0,-71.0,-51.0,187.0,134.0,231.0,656.0
3542974662,9,4761.0,6186.0,11450.0,-777.0,-59.0,-71.0,-76.0,-52.0,410.0,183.0,250.0,765.0
3542974884,9,5522.0,6186.0,11831.0,-816.0,-58.0,-71.0,-67.0,-52.0,83.0,192.0,1383.0,728.0
3542975014,9,4643.0,6264.0,12094.0,-1196.0,-58.0,-71.0,-69.0,-46.0,499.0,138.0,115.0,983.0
3542975136,9,4643.0,6186.0,12183.0,-855.0,-58.0,-72.0,-70.0,-52.0,545.0,91.0,1505.0,791.0
3542975257,9,,,,-816.0,,,,-51.0,,,,759.0
3542975258,9,4907.0,6264.0,12124.0,,-58.0,-71.0,-70.0,,341.0,121.0,359.0,
3542975440,9,4673.0,5431.0,12212.0,-582.0,-58.0,-65.0,-72.0,-52.0,545.0,1279.0,1917.0,586.0
3542975586,9,4555.0,6264.0,12241.0,-504.0,-58.0,-71.0,-71.0,-49.0,583.0,166.0,242.0,515.0
3542975719,9,5083.0,6303.0,12075.0,-543.0,-58.0,-72.0,-73.0,-52.0,354.0,125.0,235.0,555.0
3542975853,9,5141.0,,11841.0,-699.0,-58.0,,-71.0,-52.0,300.0,,151.0,556.0
3542975854,9,,6186.0,,,,-71.0,,,,286.0,,
3542975998,9,4145.0,6382.0,12114.0,-816.0,-58.0,-72.0,-73.0,-47.0,790.0,155.0,81.0,667.0
3542976199,9,5053.0,6264.0,12124.0,-933.0,-58.0,-71.0,-73.0,-51.0,271.0,165.0,1684.0,829.0
3542976295,9,5229.0,6342.0,12358.0,-774.0,-58.0,-72.0,-71.0,-49.0,311.0,142.0,1887.0,732.0
3542976397,9,4673.0,6264.0,11977.0,-660.0,-58.0,-71.0,-71.0,-52.0,523.0,89.0,2486.0,552.0
3542976500,9,5376.0,6304.0,11763.0,-875.0,-58.0,-70.0,-68.0,-49.0,133.0,151.0,388.0,746.0
3542976604,9,5561.0,6225.0,11889.0,-894.0,-58.0,-71.0,-69.0,-52.0,89.0,251.0,1940.0,813.0
3542976710,9,5200.0,6343.0,11889.0,-699.0,-58.0,-72.0,-68.0,-48.0,246.0,110.0,1185.0,681.0
3542976808,9,4819.0,6382.0,12153.0,-846.0,-58.0,-71.0,-67.0,-49.0,419.0,103.0,2071.0,750.0
3542976909,9,5024.0,6342.0,12065.0,-1109.0,-58.0,-71.0,-70.0,-48.0,292.0,125.0,2143.0,798.0
3542977013,9,5405.0,6264.0,11919.0,-933.0,-58.0,-71.0,-71.0,-52.0,90.0,52.0,130.0,816.0
3542977104,9,5112.0,6186.0,11714.0,-1125.0,-58.0,-71.0,-68.0,-45.0,206.0,205.0,503.0,942.0
3542977192,9,5317.0,6421.0,12837.0,-738.0,-58.0,-72.0,-66.0,-49.0,172.0,151.0,1956.0,705.0
3542977371,9,5083.0,6186.0,11977.0,-660.0,-53.0,-72.0,-69.0,-50.0,208.0,177.0,216.0,670.0
3542977478,9,5405.0,6303.0,11802.0,-660.0,-58.0,-72.0,-69.0,-47.0,81.0,119.0,201.0,662.0
3542977606,9,5444.0,6303.0,12036.0,-816.0,-58.0,-71.0,-69.0,-50.0,139.0,185.0,2073.0,714.0
3542977798,9,5226.0,6401.0,12007.0,-933.0,-58.0,-71.0,-70.0,-52.0,549.0,155.0,1143.0,841.0
3542977943,9,5171.0,6343.0,11831.0,-972.0,-58.0,-71.0,-70.0,-49.0,234.0,113.0,351.0,823.0
3542978084,9,,,,-738.0,,,,-51.0,,,,711.0
3542978085,9,5464.0,6421.0,11948.0,,-58.0,-72.0,-69.0,,81.0,149.0,360.0,
3542978223,9,5405.0,6225.0,11919.0,-972.0,-58.0,-71.0,-69.0,-51.0,150.0,184.0,235.0,876.0
