timeStemp,Label,AP1_Corrected Distance (mm),AP2_Corrected Distance (mm),AP3_Corrected Distance (mm),AP4_Corrected Distance (mm),AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi
553797623,38,7886.847222222222,4035.60171510243,2666.5408074353763,4177.718399322464,-72.0,-64.0,-54.0,-61.0
553797633,38,6652.35367781155,4063.58136267853,3320.728502960248,4402.472946330778,-74.0,-64.0,-61.0,-60.0
553797643,38,8146.326685660018,3899.5020388582393,3545.164803743177,4287.113627489262,-73.0,-64.0,-56.0,-59.0
553797655,38,5354.135178209214,2412.574422187982,3058.576765748568,4226.158153846153,-67.0,-63.0,-55.0,-55.0
553797682,38,8433.606191668563,2787.6577422025944,3851.766806205369,4577.593867569601,-63.0,-63.0,-52.0,-59.0
553797710,38,3422.085880367523,3002.28418549346,3231.6260434056762,4409.851362342415,-65.0,-63.0,-54.0,-61.0
553797738,38,3877.377060680463,2881.09294512878,3950.6515151515146,4496.822185970636,-65.0,-60.0,-54.0,-60.0
553797765,38,5597.388873038517,2824.296420581656,2982.9595269382394,4634.709869431644,-67.0,-62.0,-55.0,-58.0
553797779,38,4662.465736704447,3075.7658592848907,3077.853317811409,4808.09099901088,-65.0,-61.0,-54.0,-59.0
553797794,38,5625.119124911786,2661.8525568181817,3457.3247078464105,4566.434782608696,-66.0,-61.0,-54.0,-60.0
553797809,38,3664.183855254001,3085.577728160759,2779.570305921976,4468.850906916484,-66.0,-61.0,-53.0,-58.0
553797823,38,5930.982288639823,3078.630541871921,3138.66402490801,4529.2281399046105,-66.0,-61.0,-55.0,-60.0
553797837,38,5292.707423580786,2734.4822552947912,3042.43498273878,4466.764431841199,-66.0,-63.0,-55.0,-60.0
553797852,38,5712.209341586944,3123.0579096045194,3152.046617396248,4636.703162530024,-65.0,-62.0,-55.0,-60.0
553797867,38,5474.239680232558,2988.724012328384,2964.781447443998,4385.773306370072,-66.0,-62.0,-56.0,-60.0
553797881,38,6635.095154954168,3309.2525568181813,3138.66402490801,4346.906644924582,-66.0,-61.0,-55.0,-60.0
553797894,38,5142.071500843171,3187.678095777841,3225.344071091364,4385.773306370072,-66.0,-62.0,-55.0,-55.0
553797907,38,3847.647291704157,3008.957968970381,3038.911616161616,4559.1270254050805,-66.0,-60.0,-54.0,-60.0
553797921,38,5676.759586122946,3238.754510661564,3300.5025000000005,4835.818214738367,-66.0,-60.0,-55.0,-58.0
553797935,38,6380.4023809523815,3089.62263114529,2787.210235533585,4579.279887482419,-67.0,-61.0,-56.0,-59.0
553797949,38,5219.525564971751,3286.372340425532,3312.464176191804,4456.834276475343,-66.0,-61.0,-55.0,-60.0
553797963,38,5029.049836155106,3121.1381847914968,3061.2439231204066,4607.193516308671,-66.0,-61.0,-54.0,-60.0
553797978,38,5462.322693997072,3165.134328358209,3202.6413656884874,4508.390307661372,-66.0,-61.0,-56.0,-60.0
553797995,38,5836.31687968268,3063.7880321524262,2944.8336743642208,3491.956387574573,-66.0,-61.0,-54.0,-55.0
553798009,38,5021.145693472361,3211.044147545745,3289.5373754152824,4588.499295349306,-67.0,-61.0,-55.0,-60.0
553798022,38,4612.198622457152,3225.5279063435883,3016.764757451782,4442.369725522327,-67.0,-61.0,-55.0,-60.0
553798034,38,5548.050911743253,3037.9239373601786,3069.051005950694,4516.564262691379,-66.0,-61.0,-55.0,-60.0
553798047,38,4739.16857515582,3053.2928611579537,3083.906890660592,3618.678033472804,-66.0,-62.0,-55.0,-55.0
553798060,38,5757.838699969906,3174.78680343776,3151.9469591780057,4598.048630408893,-66.0,-61.0,-55.0,-60.0
553798075,38,5240.45328613206,3116.0424489795914,3066.252247028124,4742.640959555908,-66.0,-61.0,-55.0,-60.0
553798090,38,5542.141764111448,3250.901511063141,2923.4695298897277,4459.538119312437,-66.0,-61.0,-55.0,-60.0
553798104,38,6341.649504364551,3073.583606557377,3164.6404109589043,4575.602489459949,-66.0,-61.0,-55.0,-60.0
553798119,38,6201.753603804429,3017.6711111111117,2787.130629287205,4641.227378640777,-66.0,-61.0,-55.0,-55.0
553798133,38,5353.489399293287,3027.7479420948057,3048.5742288844044,4541.264938221591,-66.0,-62.0,-55.0,-60.0
553798148,38,5878.450645624103,2977.877163595757,3034.577905308465,4623.74630738523,-66.0,-61.0,-55.0,-60.0
553798163,38,4473.162053258585,2910.537422952744,3218.077969946129,4497.537612838516,-67.0,-62.0,-55.0,-60.0
553798177,38,6126.077937472219,3251.778947368421,,4482.19837398374,-66.0,-61.0,,-60.0
553798191,38,5060.570045558086,3238.6669354838714,1605.997693194925,4567.349899799599,-67.0,-61.0,-51.0,-60.0
553798202,38,5145.347957881301,3373.73520167627,3006.9673016775655,4614.535657370519,-67.0,-62.0,-55.0,-60.0
553798216,38,5169.077164455855,3014.911249293386,3124.8358338141948,4631.497934290773,-67.0,-61.0,-56.0,-60.0
553798231,38,5424.979000419992,3311.133882888005,2982.7705865356834,4292.482878108438,-67.0,-61.0,-55.0,-55.0
553798245,38,5430.044695898162,3015.300431654676,3106.016919988529,4579.279887482419,-66.0,-61.0,-55.0,-60.0
553798260,38,5648.962856320184,3090.905309734513,3019.8469446030845,4398.821502269913,-67.0,-61.0,-56.0,-60.0
553798275,38,5323.359575971731,3144.2767710049425,3076.8980113636367,4530.253586583149,-60.0,-61.0,-54.0,-60.0
553798289,38,6344.834800100579,,2971.6088082901565,4710.886372587633,-66.0,,-56.0,-60.0
553798290,38,,3179.644808743169,,,,-61.0,,
553798304,38,5816.665415791053,3221.2253164556964,3140.2380400115976,4564.60564790707,-66.0,-61.0,-56.0,-60.0
553798317,38,4749.334755134281,3114.568807339449,2838.3819958543086,4657.15212660732,-66.0,-61.0,-56.0,-60.0
553798332,38,5925.668667466987,3285.9150916784206,2862.0340710541645,4466.764431841199,-66.0,-61.0,-56.0,-60.0
553798347,38,2799.496098829649,2912.774838164931,2920.0800000000004,4467.070133492728,-60.0,-61.0,-56.0,-58.0
553798361,38,5432.560619469027,3053.9693966773534,3076.024140869072,4418.648994875837,-66.0,-61.0,-56.0,-57.0
553798376,38,5512.865559123273,3012.650027731558,2720.52688172043,4650.6663320618345,-67.0,-61.0,-56.0,-60.0
553798391,38,5206.206004884355,3018.5095859961098,2928.071343990527,3925.6219692177942,-67.0,-61.0,-56.0,-53.0
553798405,38,4520.778875258881,3087.3389290882783,2715.063625798954,4409.015797487629,-67.0,-61.0,-55.0,-56.0
553798419,38,3856.885572139304,3006.7080185938407,2794.631877990431,4382.228531016366,-58.0,-61.0,-56.0,-60.0
553798433,38,6079.111244198233,3151.198679141442,2963.07950631458,4707.001272264631,-67.0,-61.0,-55.0,-56.0
553798444,38,5878.91260979604,3097.6814233678906,3031.9678899082573,4456.834276475343,-67.0,-61.0,-56.0,-60.0
553798458,38,5517.465399680836,3272.989322843496,2987.9505065123008,4480.377082486794,-67.0,-61.0,-56.0,-60.0
553798473,38,6041.1224520160695,3006.813174647108,2886.6120343839543,4589.290048543689,-67.0,-61.0,-56.0,-58.0
553798487,38,5374.772328999435,3337.963235294118,2801.875475007308,4464.051821862348,-67.0,-61.0,-56.0,-60.0
553798502,38,5352.296558853936,2986.213885778276,2873.75,4579.279887482419,-67.0,-61.0,-56.0,-60.0
553798517,38,5197.732404085013,3187.0229822161427,3002.725130890052,4511.11167002012,-67.0,-61.0,-56.0,-60.0
553798532,38,3776.4137281752814,3235.351164797239,2836.428571428572,4594.400833002776,-58.0,-61.0,-56.0,-60.0
553798547,38,3111.1375391204083,3138.244998629761,2911.640462427746,4681.229667926029,-58.0,-61.0,-56.0,-60.0
553798561,38,5394.3990746096015,3187.678095777841,2761.598404255319,4502.957421168909,-66.0,-61.0,-56.0,-60.0
553798574,38,5656.199824843089,3273.9092186621697,2772.248294274696,4622.823588106166,-66.0,-61.0,-54.0,-60.0
553798589,38,5879.787969029184,3131.3798195242,2805.155399473222,4580.200160771704,-66.0,-61.0,-56.0,-60.0
553798604,38,5601.29205440229,3148.8742028985507,2613.20406360424,4464.955659040292,-66.0,-61.0,-56.0,-60.0
553798619,38,5645.49276974416,3017.90581797235,2776.3663101604275,4671.012698412698,-66.0,-61.0,-54.0,-60.0
553798634,38,4134.370838525903,3078.42886002886,2894.059187279152,4450.574389493126,-57.0,-61.0,-56.0,-60.0
553798649,38,4521.880711545169,3048.5155758788223,2751.030026493965,4810.26735982176,-66.0,-61.0,-56.0,-58.0
553798663,38,6178.977680591162,3159.920224719101,2872.909967845659,4453.234248788368,-66.0,-61.0,-55.0,-60.0
553798678,38,5728.540646976089,3181.79978148047,2286.02977443609,4413.440984940985,-66.0,-61.0,-55.0,-60.0
553798693,38,5195.68565188172,3109.26368159204,2778.3234782608693,4411.645443449959,-66.0,-61.0,-56.0,-60.0
553798709,38,4566.723503902862,3248.64,2825.830188679245,4362.763399693721,-66.0,-61.0,-56.0,-55.0
553798723,38,4983.164555006181,3240.2139082058416,2870.1641025641024,4582.96320128695,-66.0,-61.0,-55.0,-60.0
553798738,38,4508.5683190340005,3000.3685131195334,2757.5240483918556,4657.15212660732,-66.0,-61.0,-56.0,-60.0
553798753,38,5445.658856469202,3154.2293528296777,2918.388180764774,3611.3324116136673,-67.0,-61.0,-56.0,-53.0
553798768,38,5694.86241864689,3014.911249293386,2917.5430060816675,4686.821421461278,-67.0,-61.0,-56.0,-60.0
553798783,38,5474.025286057353,2922.780753138075,2841.7479988141117,4495.512865841681,-67.0,-61.0,-56.0,-55.0
553798798,38,3645.165803897686,3123.074958356469,2765.684817993489,4373.551292572836,-58.0,-61.0,-56.0,-60.0
553798813,38,4837.879584775086,3301.0208971858456,2784.6391537544696,4604.44623335321,-66.0,-61.0,-55.0,-60.0
553798827,38,5068.287707332197,3198.532397408207,2641.2026785714284,4497.537612838516,-66.0,-61.0,-55.0,-60.0
553798841,38,5139.024390243902,3213.992702778557,2766.296103896104,4607.193516308671,-66.0,-61.0,-55.0,-60.0
553798855,38,5249.928284566839,3314.875209848909,2765.684817993489,4565.307473019751,-66.0,-61.0,-54.0,-60.0
553798870,38,5221.959654178675,3179.646806226516,3069.051005950694,4726.710333926101,-66.0,-60.0,-55.0,-60.0
553798885,38,5355.849739473314,3282.539100160686,3005.2583120204604,4534.835153721682,-66.0,-61.0,-54.0,-60.0
553798900,38,5003.913729912601,3095.946513581629,2809.2661195779606,4466.764431841199,-58.0,-60.0,-55.0,-60.0
553798915,38,5312.623001776199,3076.6400453129427,2857.0421511627906,4381.500751879699,-66.0,-61.0,-55.0,-55.0
553798929,38,5624.969377289377,3254.414100486224,2897.4046591889564,4532.08510208207,-66.0,-60.0,-55.0,-60.0
553798944,38,5438.563386155129,,2764.286494688922,4729.513839462238,-66.0,,-53.0,-60.0
553798945,38,,3110.1105067277413,,,,-60.0,,
553798956,38,5473.630560271647,3267.6541903986977,2715.063625798954,4666.383349851338,-66.0,-60.0,-55.0,-60.0
553798971,38,5557.158873075806,3188.767862031207,2981.9090121317154,4409.741208109226,-66.0,-61.0,-55.0,-60.0
553798985,38,,,3084.9640075208167,4516.564262691379,,,-55.0,-60.0
553798986,38,5444.618007236293,3392.201660417782,,,-66.0,-61.0,,
553799000,38,5498.176644182125,3335.358672376874,2722.9746503496503,4709.322664532906,-66.0,-61.0,-55.0,-60.0
553799015,38,5342.641271659745,3213.992702778557,2788.8321210357867,4533.001415285078,-66.0,-61.0,-55.0,-60.0
553799030,38,5211.54452373565,3048.5155758788223,3019.8469446030845,4590.7588188664295,-66.0,-61.0,-55.0,-60.0
553799045,38,4182.942928039703,3148.423173803527,2828.26618705036,4536.670376365843,-66.0,-61.0,-55.0,-60.0
553799060,38,5497.90229570921,3247.44047950934,2923.4695298897277,4597.091932457786,-66.0,-61.0,-55.0,-60.0
553799075,38,5790.390192198983,3109.880450070324,2881.332453825858,4448.742384506759,-66.0,-61.0,-55.0,-60.0
553799090,38,5079.116235850651,3030.4075382803294,2824.9973474801063,4413.440984940985,-66.0,-61.0,-55.0,-60.0
553799105,38,5523.269857735625,3139.910536779324,2831.525496974935,4588.499295349306,-60.0,-61.0,-54.0,-60.0
553799119,38,5489.591368360278,3230.8055631306243,2935.3951048951044,4809.239474151715,-66.0,-61.0,-55.0,-58.0
553799134,38,5597.0703098967015,2996.0330943188087,2964.781447443998,4315.026559604694,-66.0,-61.0,-56.0,-60.0
553799149,38,5238.814331695748,3201.9902702702702,3130.68887634105,4407.16297500508,-66.0,-61.0,-54.0,-60.0
553799164,38,5100.659823549372,3062.5000000000005,2887.257638072855,4398.821502269913,-66.0,-61.0,-55.0,-60.0
553799179,38,5320.863309352518,2998.903548941042,2960.410226270937,4497.739343259229,-66.0,-61.0,-55.0,-60.0
553799193,38,5796.363164721141,3085.378017608634,2840.5274566473986,4532.08510208207,-66.0,-61.0,-55.0,-60.0
553799208,38,5720.34686825054,3137.3852054794525,2894.059187279152,4586.652445159992,-66.0,-61.0,-56.0,-60.0
