timeStemp,Label,AP1_Distance (mm),AP2_Distance (mm),AP3_Distance (mm),AP4_Distance (mm),AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi,AP1_StdDev (mm),AP2_StdDev (mm),AP3_StdDev (mm),AP4_StdDev (mm)
725236416,1-7,2085.0,9858.0,9150.0,1766.0,-59.0,-72.0,-57.0,-56.0,767.0,331.0,386.0,2184.0
725236428,1-7,835.0,9946.0,9228.0,1961.0,-59.0,-71.0,-57.0,-60.0,224.0,1175.0,300.0,1930.0
725236441,1-7,757.0,10122.0,9189.0,1727.0,-60.0,-73.0,-61.0,-57.0,1344.0,129.0,252.0,511.0
725236453,1-7,805.0,10952.0,9267.0,1571.0,-59.0,-72.0,-58.0,-59.0,656.0,118.0,409.0,1033.0
725236465,1-7,688.0,7602.0,9319.0,1532.0,-60.0,-72.0,-55.0,-57.0,241.0,501.0,454.0,637.0
725236478,1-7,893.0,8647.0,9085.0,2941.0,-59.0,-69.0,-55.0,-54.0,299.0,840.0,730.0,1188.0
725236490,1-7,1147.0,8608.0,9189.0,4266.0,-59.0,-73.0,-59.0,-59.0,989.0,581.0,307.0,858.0
725236503,1-7,952.0,8921.0,8916.0,4002.0,-61.0,-74.0,-58.0,-58.0,317.0,514.0,505.0,693.0
725236516,1-7,978.0,8413.0,9085.0,683.0,-60.0,-73.0,-56.0,-51.0,308.0,676.0,433.0,1954.0
725236528,1-7,1011.0,8413.0,9033.0,3387.0,-60.0,-72.0,-57.0,-60.0,195.0,721.0,349.0,818.0
725236541,1-7,835.0,8608.0,9358.0,3358.0,-61.0,-72.0,-57.0,-60.0,300.0,623.0,226.0,888.0
725236554,1-7,1108.0,8413.0,9033.0,3126.0,-60.0,-73.0,-58.0,-57.0,988.0,722.0,253.0,1413.0
725236567,1-7,597.0,8530.0,9228.0,2543.0,-56.0,-73.0,-58.0,-57.0,552.0,694.0,225.0,1397.0
725236580,1-7,1069.0,8530.0,9307.0,3592.0,-60.0,-73.0,-58.0,-60.0,323.0,689.0,217.0,891.0
725236593,1-7,600.0,8608.0,9268.0,3133.0,-60.0,-73.0,-58.0,-60.0,529.0,701.0,554.0,864.0
725236607,1-7,1040.0,8647.0,9268.0,1961.0,-60.0,-73.0,-57.0,-59.0,369.0,670.0,252.0,713.0
725236622,1-7,630.0,8608.0,9228.0,3133.0,-61.0,-73.0,-58.0,-60.0,648.0,674.0,266.0,828.0
725236636,1-7,1538.0,8647.0,9267.0,3094.0,-60.0,-73.0,-55.0,-58.0,538.0,646.0,352.0,818.0
725236650,1-7,1733.0,8647.0,9268.0,3534.0,-60.0,-73.0,-55.0,-60.0,496.0,646.0,219.0,717.0
725236664,1-7,1382.0,8608.0,9268.0,2000.0,-59.0,-72.0,-58.0,-60.0,723.0,619.0,237.0,716.0
725236677,1-7,1264.0,8569.0,9189.0,1766.0,-60.0,-73.0,-55.0,-55.0,957.0,656.0,432.0,2027.0
725236691,1-7,1225.0,8647.0,9150.0,2716.0,-60.0,-73.0,-55.0,-57.0,949.0,648.0,451.0,1359.0
