timeStemp,Label,AP1_Corrected Distance (mm),AP2_Corrected Distance (mm),AP3_Corrected Distance (mm),AP4_Corrected Distance (mm),AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi
725335221,8-11,663.0868055555555,5644.978665456197,3298.985227543484,3779.297255508311,-57.0,-64.0,-51.0,-65.0
725335234,8-11,928.6414523449318,5465.946509803921,3459.4279004227337,3771.4743589743593,-56.0,-63.0,-51.0,-65.0
725335246,8-11,627.6875,4727.670121676431,3880.5573219883568,4041.039043824701,-57.0,-63.0,-49.0,-61.0
725335259,8-11,965.2303741746148,4769.596238780453,3377.034390243902,3808.4415793714734,-56.0,-62.0,-50.0,-63.0
725335274,8-11,631.1309192200557,5259.737195121951,3173.1441418935806,597.672312703583,-56.0,-60.0,-45.0,-66.0
725335287,8-11,1017.3728813559322,4420.412574850299,3156.916920731708,3297.641004007593,-58.0,-63.0,-51.0,-69.0
725335302,8-11,519.7834290401969,4734.107897215122,3729.4283239497613,3819.667147568013,-56.0,-62.0,-53.0,-65.0
725335315,8-11,935.006854531607,4734.1746603825895,3189.3287987679673,3466.468294684999,-56.0,-63.0,-51.0,-65.0
725335327,8-11,895.4514952589351,4571.111111111111,3775.320938468349,3350.998108448928,-58.0,-62.0,-46.0,-67.0
725335339,8-11,880.0458781362006,4619.511126760564,3249.5803940647043,3355.7327475353627,-56.0,-63.0,-48.0,-66.0
725335353,8-11,660.0903131828113,4671.540143884892,3496.4245173296126,3635.522914466737,-56.0,-62.0,-49.0,-67.0
725335367,8-11,905.3569321533922,4435.530896917283,3138.686895551257,3500.227932034811,-56.0,-62.0,-51.0,-68.0
725335382,8-11,867.7000759301442,4633.447364742066,3268.645638245441,3655.553147144644,-57.0,-63.0,-51.0,-67.0
725335397,8-11,655.3174258857556,4533.89247311828,3332.50699142986,3606.857346647646,-55.0,-62.0,-48.0,-66.0
725335411,8-11,628.1605124340618,4497.004808372225,3137.9282088469904,3591.529522219904,-57.0,-64.0,-50.0,-67.0
725335425,8-11,960.2985401459854,4682.209230769231,3410.3026937618147,3575.1196261682244,-56.0,-63.0,-51.0,-68.0
725335441,8-11,806.1550151975684,4520.050773558369,3550.6033804121325,3629.390891840607,-56.0,-64.0,-49.0,-68.0
725335455,8-11,,,,3756.968620974401,,,,-66.0
725335456,8-11,978.8757440476192,4339.309139035943,3154.704495747266,,-57.0,-64.0,-46.0,
