Starting Wi-Fi RTT Ranging...
Label: 10-1, Timestamp: 2025-01-10 13:28:15.399, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -64, Distance: 3530 mm, StdDev: 829 mm, timeStemp: 7255285791, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.399, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -64, Distance: 3530 mm, StdDev: 829 mm, timeStemp: 7255285791, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.399, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -54, Distance: 10888 mm, StdDev: 379 mm, timeStemp: 7255285791, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.399, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -64, Distance: 3530 mm, StdDev: 829 mm, timeStemp: 7255285791, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.399, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -54, Distance: 10888 mm, StdDev: 379 mm, timeStemp: 7255285791, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.399, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 5581 mm, StdDev: 118 mm, timeStemp: 7255285791, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.399, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -64, Distance: 3530 mm, StdDev: 829 mm, timeStemp: 7255285791, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.399, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -54, Distance: 10888 mm, StdDev: 379 mm, timeStemp: 7255285791, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.399, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 5581 mm, StdDev: 118 mm, timeStemp: 7255285791, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.399, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -65, Distance: 1738 mm, StdDev: 86 mm, timeStemp: 7255285791, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.487, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 4015 mm, StdDev: 80 mm, timeStemp: 7255285879, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.487, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 4015 mm, StdDev: 80 mm, timeStemp: 7255285879, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.487, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -57, Distance: 10470 mm, StdDev: 251 mm, timeStemp: 7255285879, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.487, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 4015 mm, StdDev: 80 mm, timeStemp: 7255285879, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.487, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -57, Distance: 10470 mm, StdDev: 251 mm, timeStemp: 7255285879, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.487, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -64, Distance: 5623 mm, StdDev: 150 mm, timeStemp: 7255285879, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.487, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 4015 mm, StdDev: 80 mm, timeStemp: 7255285879, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.487, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -57, Distance: 10470 mm, StdDev: 251 mm, timeStemp: 7255285879, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.487, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -64, Distance: 5623 mm, StdDev: 150 mm, timeStemp: 7255285879, mcOn: true
Label: 10-1, Timestamp: 2025-01-10 13:28:15.487, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -64, Distance: 1805 mm, StdDev: 148 mm, timeStemp: 7255285879, mcOn: true
