Starting Wi-Fi RTT Ranging...
Label: 10-11, Timestamp: 2025-01-10 12:59:00.990, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 4907 mm, StdDev: 1042 mm, timeStemp: 7253531382, mcOn: true
Label: 10-11, Timestamp: 2025-01-10 12:59:00.990, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 4907 mm, StdDev: 1042 mm, timeStemp: 7253531382, mcOn: true
Label: 10-11, Timestamp: 2025-01-10 12:59:00.990, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -52, Distance: 2563 mm, StdDev: 724 mm, timeStemp: 7253531382, mcOn: true
Label: 10-11, Timestamp: 2025-01-10 12:59:00.990, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 4907 mm, StdDev: 1042 mm, timeStemp: 7253531382, mcOn: true
Label: 10-11, Timestamp: 2025-01-10 12:59:00.990, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -52, Distance: 2563 mm, StdDev: 724 mm, timeStemp: 7253531382, mcOn: true
Label: 10-11, Timestamp: 2025-01-10 12:59:00.990, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -59, Distance: 2358 mm, StdDev: 319 mm, timeStemp: 7253531382, mcOn: true
Label: 10-11, Timestamp: 2025-01-10 12:59:00.990, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 4907 mm, StdDev: 1042 mm, timeStemp: 7253531382, mcOn: true
Label: 10-11, Timestamp: 2025-01-10 12:59:00.990, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -52, Distance: 2563 mm, StdDev: 724 mm, timeStemp: 7253531382, mcOn: true
Label: 10-11, Timestamp: 2025-01-10 12:59:00.990, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -59, Distance: 2358 mm, StdDev: 319 mm, timeStemp: 7253531382, mcOn: true
Label: 10-11, Timestamp: 2025-01-10 12:59:00.990, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -64, Distance: 6317 mm, StdDev: 300 mm, timeStemp: 7253531382, mcOn: true
Label: 10-11, Timestamp: 2025-01-10 12:59:01.114, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 5796 mm, StdDev: 691 mm, timeStemp: 7253531506, mcOn: true
