Starting Wi-Fi RTT Ranging...
Label: 8-1, Timestamp: 2025-01-10 13:31:10.795, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -64, Distance: 2085 mm, StdDev: 299 mm, timeStemp: 7255461188, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.795, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -64, Distance: 2085 mm, StdDev: 299 mm, timeStemp: 7255461188, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.795, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -61, Distance: 7796 mm, StdDev: 316 mm, timeStemp: 7255461188, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.795, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -64, Distance: 2085 mm, StdDev: 299 mm, timeStemp: 7255461188, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.795, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -61, Distance: 7796 mm, StdDev: 316 mm, timeStemp: 7255461188, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.795, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 7241 mm, StdDev: 1866 mm, timeStemp: 7255461188, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.795, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -64, Distance: 2085 mm, StdDev: 299 mm, timeStemp: 7255461188, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.795, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -61, Distance: 7796 mm, StdDev: 316 mm, timeStemp: 7255461188, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.795, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 7241 mm, StdDev: 1866 mm, timeStemp: 7255461188, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.795, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -58, Distance: 1414 mm, StdDev: 610 mm, timeStemp: 7255461188, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.927, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 2085 mm, StdDev: 273 mm, timeStemp: 7255461319, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.927, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 2085 mm, StdDev: 273 mm, timeStemp: 7255461319, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.927, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -58, Distance: 7399 mm, StdDev: 899 mm, timeStemp: 7255461319, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.927, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 2085 mm, StdDev: 273 mm, timeStemp: 7255461319, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.927, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -58, Distance: 7399 mm, StdDev: 899 mm, timeStemp: 7255461319, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.927, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -56, Distance: 6416 mm, StdDev: 2441 mm, timeStemp: 7255461319, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.927, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 2085 mm, StdDev: 273 mm, timeStemp: 7255461319, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.927, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -58, Distance: 7399 mm, StdDev: 899 mm, timeStemp: 7255461319, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.927, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -56, Distance: 6416 mm, StdDev: 2441 mm, timeStemp: 7255461319, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:10.927, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -64, Distance: 1571 mm, StdDev: 806 mm, timeStemp: 7255461319, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.076, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 1928 mm, StdDev: 424 mm, timeStemp: 7255461456, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.076, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 1928 mm, StdDev: 424 mm, timeStemp: 7255461456, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.076, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -62, Distance: 8056 mm, StdDev: 123 mm, timeStemp: 7255461456, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.076, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 1928 mm, StdDev: 424 mm, timeStemp: 7255461456, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.076, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -62, Distance: 8056 mm, StdDev: 123 mm, timeStemp: 7255461456, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.076, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 7397 mm, StdDev: 1049 mm, timeStemp: 7255461456, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.076, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 1928 mm, StdDev: 424 mm, timeStemp: 7255461456, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.076, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -62, Distance: 8056 mm, StdDev: 123 mm, timeStemp: 7255461456, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.076, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 7397 mm, StdDev: 1049 mm, timeStemp: 7255461456, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.076, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -63, Distance: 1649 mm, StdDev: 597 mm, timeStemp: 7255461456, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.186, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 1968 mm, StdDev: 433 mm, timeStemp: 7255461577, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.186, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 1968 mm, StdDev: 433 mm, timeStemp: 7255461577, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.186, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -61, Distance: 8174 mm, StdDev: 59 mm, timeStemp: 7255461577, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.186, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 1968 mm, StdDev: 433 mm, timeStemp: 7255461577, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.186, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -61, Distance: 8174 mm, StdDev: 59 mm, timeStemp: 7255461577, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.186, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 7319 mm, StdDev: 2029 mm, timeStemp: 7255461577, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.186, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 1968 mm, StdDev: 433 mm, timeStemp: 7255461577, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.186, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -61, Distance: 8174 mm, StdDev: 59 mm, timeStemp: 7255461577, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.186, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 7319 mm, StdDev: 2029 mm, timeStemp: 7255461577, mcOn: true
Label: 8-1, Timestamp: 2025-01-10 13:31:11.186, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -65, Distance: 1414 mm, StdDev: 574 mm, timeStemp: 7255461577, mcOn: true
