timeStemp,Label,AP1_Distance (mm),AP2_Distance (mm),AP3_Distance (mm),AP4_Distance (mm),AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi,AP1_StdDev (mm),AP2_StdDev (mm),AP3_StdDev (mm),AP4_StdDev (mm)
605376356,11-9,3178.0,4614.0,5028.0,3096.0,-64.0,-64.0,-66.0,-50.0,537.0,246.0,1497.0,105.0
605376368,11-9,3178.0,4057.0,4227.0,3144.0,-64.0,-64.0,-68.0,-50.0,1671.0,258.0,357.0,112.0
605376380,11-9,3100.0,2739.0,3993.0,3027.0,-58.0,-65.0,-69.0,-51.0,1606.0,863.0,585.0,164.0
605376393,11-9,3139.0,3706.0,3836.0,3086.0,-63.0,-66.0,-70.0,-50.0,1678.0,389.0,601.0,107.0
605376405,11-9,3178.0,2710.0,3836.0,3291.0,-65.0,-66.0,-69.0,-48.0,1596.0,686.0,531.0,267.0
605376417,11-9,3061.0,3852.0,3776.0,3213.0,-64.0,-66.0,-62.0,-54.0,410.0,323.0,1413.0,118.0
605376429,11-9,3139.0,4311.0,3836.0,3174.0,-63.0,-65.0,-69.0,-50.0,324.0,975.0,549.0,111.0
605376441,11-9,3178.0,4194.0,3953.0,3174.0,-62.0,-65.0,-68.0,-51.0,405.0,1015.0,499.0,107.0
605376454,11-9,,,4032.0,,,,-64.0,,,,512.0,
605376455,11-9,3139.0,3120.0,,3135.0,-63.0,-66.0,,-51.0,1604.0,656.0,,187.0
605376469,11-9,3100.0,4389.0,3758.0,3057.0,-63.0,-64.0,-68.0,-51.0,1577.0,1071.0,534.0,106.0
605376483,11-9,3139.0,4272.0,3719.0,3096.0,-64.0,-65.0,-70.0,-51.0,396.0,1102.0,662.0,109.0
605376497,11-9,3022.0,4155.0,3719.0,3135.0,-64.0,-65.0,-70.0,-51.0,654.0,1069.0,676.0,99.0
605376512,11-9,3061.0,4546.0,3914.0,3135.0,-64.0,-65.0,-69.0,-51.0,481.0,883.0,543.0,93.0
605376526,11-9,3139.0,4272.0,3993.0,3174.0,-64.0,-65.0,-70.0,-51.0,607.0,1057.0,513.0,62.0
605376540,11-9,3217.0,3501.0,4649.0,3135.0,-63.0,-66.0,-67.0,-51.0,507.0,441.0,1662.0,150.0
605376555,11-9,3022.0,3823.0,3797.0,3174.0,-64.0,-65.0,-70.0,-51.0,1632.0,278.0,647.0,124.0
605376569,11-9,3178.0,3237.0,3797.0,3145.0,-63.0,-65.0,-65.0,-51.0,1487.0,507.0,550.0,123.0
605376583,11-9,3139.0,3471.0,3836.0,3203.0,-63.0,-65.0,-68.0,-51.0,1610.0,362.0,546.0,164.0
