timeStemp,Label,AP1_Corrected Distance (mm),AP2_Corrected Distance (mm),AP3_Corrected Distance (mm),AP4_Corrected Distance (mm)
493567090,13,2732.440771,8394.62227,9054.965099,-1001.338635
493565175,13,2927.329489,8329.79291,8789.76378,-1020.940873
493561697,13,2893.818048,4885.300165,,-1012.770628
493566301,13,2919.679762,8374.283404,8635.023842,-963.0099217
493566066,13,2711.847076,8542.084807,8586.96354,-1108.877701
493563863,13,3076.995372,5731.598363,8939.382976,-959.3921782
493563762,13,,,,-1038.484487
493564136,13,2764.629165,8405.192422,9021.722928,-1128.937194
493564236,13,3076.995372,8696.308944,8989.620513,-1074.634787
493561768,13,2927.329489,5024.382204,,-1063.875306
493567568,13,2673.561863,8592.027787,8879.768745,-1048.100594
493563079,13,2850.163577,5869.887511,8410.641091,-1046.504505
493562767,13,2948.377765,6491.381562,8786.95046,-984.0789755
493562160,13,2770.853471,7285.6825,8759.193603,-979.3754647
493566797,13,1566.268848,8471.130711,8878.738818,-990.4210526
493563993,13,2841.293846,7868.65343,8999.786937,-1206.809429
493567836,13,2717.551484,6649.424687,8894.735173,-983.6738911
493568074,13,2856.734727,8385.036085,8819.512236,-1099.27484
493564436,13,2848.664258,8858.441785,8950.251075,-1063.875306
493567239,13,2966.976067,8741.433615,8938.09927,-1108.877701
493564613,13,2757.402726,8369.780188,8927.650772,-1062.835857
493567322,13,2657.107277,8611.496041,8239.77309,-1003.453041
493564379,13,2911.871996,8396.542138,8695.317908,-989.1581348
493562877,13,2941.869205,5804.550503,8948.775058,-960.1330022
493565794,13,1834.4911,8430.282549,8931.883494,-947.1823318
493563936,13,2825.257593,8344.016368,8845.351037,-977.2994171
493566336,13,3099.991949,8561.801634,8417.254664,-1117.194303
493563720,13,2817.861631,5907.388037,8908.812091,-1024.389468
493561616,13,2863.696129,8176.718154,,-1200.133666
493562919,13,2989.08231,6375.291995,8883.023873,-1199.289404
493566864,13,2841.773336,8433.187206,9019.184611,-1057.155005
493562604,13,2779.915883,8359.393502,8791.60358,-1084.293283
493565236,13,3067.992756,8608.275787,8850.914151,-1055.423283
493563371,13,2911.34189,5641.962828,9094.930862,-1040.471066
493566419,13,2718.062206,8340.708121,,
493562977,13,2980.885558,6065.611525,8937.445844,-971.1237493
493563660,13,2948.921446,5887.550996,8831.4738,-1095.17248
493566562,13,1034.711116,8370.728085,8930.946943,-962.7897067
493567551,13,2766.138767,8153.273701,8976.468178,-948.6440329
493567921,13,2841.237557,5685.153205,8903.175981,-1043.042994
493562991,13,2741.635215,6040.12703,8480.697904,-1057.155005
493565546,13,2857.434402,8525.039096,8935.208571,-949.3497797
493562590,13,2917.715928,8329.323741,8892.458842,-1046.749239
493561952,13,3035.414354,8277.690557,8999.981559,-1040.471066
493562146,13,2574.194013,8694.880476,8801.776703,-1428.654216
493563675,13,2934.31211,8888.514037,8997.153451,-1082.756731
493563356,13,2965.542357,5650.262535,8903.175981,-1049.505548
493565264,13,2872.614032,8557.927092,8929.011639,-1030.532734
493564494,13,2626.46697,8501.982871,8817.535545,-1041.965996
493564207,13,2612.1282,8278.456884,8905.993144,-1069.121269
493562576,13,2934.431138,8375.782346,9226.380016,-826.9529661
493565911,13,2766.138767,8381.591458,8872.668504,
493565497,13,2629.002783,8350.843567,8908.812091,-1041.965996
493567422,13,3036.961073,8718.355153,8723.488306,-1021.34522
493566157,13,2925.722832,7888.2902,9072.381695,-1022.865079
493565422,13,2750.213966,8344.139908,8933.757185,-1107.350321
493566815,13,2659.516886,8304.615671,8663.855585,-1048.100594
493565189,13,1547.161207,8630.358728,8996.211144,-1061.693377
493563400,13,2748.782868,5866.847935,9055.01244,-1121.250116
493563705,13,892.4092409,8889.936232,8757.286739,-990.664467
493566612,13,2753.771706,8418.683903,8852.966057,-923.8638272
493565450,13,2902.387562,8683.741775,8827.762547,-1041.462626
493564800,13,2833.439182,8507.294231,9001.867952,-1125.435838
493564876,13,2831.627959,8603.709878,9125.38593,-990.664467
493562838,13,2830.830602,6875.76521,8994.32712,-1006.882813
493567124,13,2911.871996,8600.843137,8839.879633,
493564742,13,2674.335984,8584.207077,8868.576935,-1022.865079
493563457,13,2854.482176,8570.37447,8936.193089,-1317.026761
493567140,13,2810.504289,8381.207739,8646.007812,-1061.693377
493566189,13,3036.523383,8239.869965,9023.618447,-1113.071585
493565809,13,2780.428782,8393.140978,8906.598055,-1159.111547
493566834,13,2687.255481,8602.804561,9072.083054,-912.7576602
493564222,13,2718.980834,8365.055769,8812.894737,-1121.190497
493565512,13,-18.71117855,8484.517847,8622.773024,-996.7359551
493566224,13,2742.553203,8328.499527,8906.932595,-926.6211117
493566495,13,2626.964218,8364.900917,8781.373215,
493565982,13,2673.561863,8345.362617,8937.262198,-987.6563765
493563209,13,2704.845521,5505.616904,8875.10206,-1055.616206
493564164,13,2582.021285,8517.075968,8915.396579,-970.9497512
493567437,13,3021.205114,8386.951571,8961.901073,-1071.119626
493565963,13,2834.48396,8272.729594,9144.44263,-1069.121269
493566318,13,2833.225042,8311.379174,8861.131388,-1020.940873
493568019,13,2873.198093,5372.817785,8832.419032,-991.4860215
493566286,13,2709.913622,8293.200965,8885.295327,-1067.130354
493564947,13,2750.213966,7835.445118,9004.699025,-1030.532734
493567851,13,2622.676046,8794.863322,9188.559233,-1027.074816
493563950,13,3004.504146,9031.908965,8775.803045,-1033.551069
493563562,13,2800.941935,5188.194537,8716.499047,-982.1887267
493564421,13,2688.254461,8517.154136,8726.665677,-1049.505548
493565308,13,2949.609986,8563.06243,8879.768745,-1156.906328
493564933,13,2921.748575,8510.403454,9260.431127,-1009.841332
493563253,13,2710.323282,5560.872989,8929.011639,-1093.295104
493563327,13,2688.754229,5658.198692,9096.854547,-1073.125468
493564814,13,2686.837853,8165.332557,8802.702134,-972.4010962
493567158,13,2918.592965,8316.656586,8176.615489,-987.6563765
493565928,13,2611.636552,8488.314711,8863.275461,-1051.02657
493563428,13,2765.664607,5592.318247,8875.4903,-1086.40045
493567048,13,2704.245188,8331.735946,8451.827378,-1033.982377
493563138,13,2702.823584,5808.11873,8914.98995,-1046.980269
493566447,13,2911.871996,8471.130711,8974.232536,-1016.647196
493563518,13,2865.265851,5281.66837,8462.794105,-977.2994171
493566354,13,2895.882652,8283.430427,9048.509779,-793.7984496
493562245,13,2864.053838,6725.733435,8971.780238,-1055.104268
493567706,13,2773.775814,8383.121475,,-1012.320079
493562544,13,2817.334829,8299.735617,8711.885678,-1016.992705
493565681,13,3090.942529,8382.164498,8868.576935,-1057.155005
493562824,13,2956.00377,5213.85847,8912.573464,-983.6738911
493565077,13,1001.140569,8551.127281,8899.422534,-1004.920078
493564264,13,2927.329489,8604.682378,8944.076552,-1296.711859
493563878,13,2650.148896,5784.127533,8921.048177,-1186.427337
493561794,13,2941.328122,8385.175395,,-982.1887267
493562116,13,2880.150056,8357.059238,8839.879633,-1043.465228
493562019,13,2996.222712,8339.404886,8582.950592,-980.9382979
493564036,13,2880.529023,8560.096973,8955.361266,-1119.957578
493563646,13,2934.850615,5761.676828,8786.020428,-1087.895586
493566847,13,2696.183343,8410.005841,,-1049.505548
493566016,13,2795.904267,8395.586579,8915.055579,-1047.261479
493564770,13,2681.147153,7645.829176,8890.052748,-1030.532734
493562962,13,3019.423978,6445.800126,8419.795227,-1016.075705
493562346,13,3060.001657,7370.297643,8856.484267,-1044.467115
493565048,13,2934.850615,8528.642523,8967.563606,-990.664467
493566480,13,982.2585462,8227.145457,8940.321297,-994.1316975
493567290,13,2702.823584,8353.556428,8795.595938,-1030.663669
493564150,13,2996.222712,8662.285826,8997.153451,-1033.278016
493562202,13,2989.717891,8645.471123,8817.75239,-1082.756731
493566696,13,2811.028539,8576.750858,8902.237322,-944.4956569
493564555,13,2811.028539,8716.851406,8890.988839,-993.6228448
493565665,13,2865.265851,8214.846366,8803.724785,-1077.575532
493565250,13,3043.194617,8389.357777,8875.10206,-1094.783931
493567063,13,2957.647679,8738.738622,8989.620513,-1002.882323
493561643,13,3168.495806,7829.659195,,-1069.62881
493565279,13,2941.869205,8338.437399,8713.730439,-987.5938697
493567537,13,2795.904267,8366.882521,8772.093522,-1022.865079
493563035,13,2857.434402,5559.02491,8593.795001,-1245.190975
493564847,13,2811.675384,8614.591916,8836.147757,-1052.043037
493567222,13,2848.218484,8406.154665,8874.549502,-1032.08008
493564655,13,2711.847076,8632.801818,8915.396579,-1063.875306
493564050,13,2811.675384,8700.618897,8763.836013,-1024.466667
493563006,13,2741.534992,5819.433247,8801.857809,-1097.773782
493565826,13,2779.915883,8580.150892,8844.424531,-1084.934323
493564684,13,2656.13036,8708.355556,9017.89516,-1025.408255
493562491,13,2879.471172,8046.762164,8959.129168,-1011.196373
493562286,13,2934.980348,7976.943074,8609.894444,-1025.876596
493562070,13,2742.553203,8314.312132,8875.10206,-1051.02657
493565436,13,2824.589565,8469.176586,8797.193832,-1076.148357
493566404,13,2958.742091,8232.938118,8425.91797,-998.5937046
493564465,13,2703.73991,8739.461938,8846.277737,-1012.720483
493567500,13,2779.915883,8557.916969,8643.21523,-1022.380169
493562007,13,2749.701918,8303.489879,8884.440341,-1024.389468
493568240,13,2903.462322,3908.828642,8779.515706,-1009.627005
493564904,13,2749.701918,8560.531739,8961.901073,-1055.616206
493565337,13,2733.416435,8415.789226,8752.669865,-1327.260328
493565764,13,2748.166915,8367.538506,8883.505629,-1098.774032
493563921,13,2671.134238,8368.78972,8907.872244,-975.2321523
493567190,13,2725.605233,8347.011587,8914.513405,-955.0305541
493563591,13,3029.062604,5216.67,8553.123897,-1035.708689
493562503,13,2980.340706,6622.120103,8799.05883,-943.7891505
493563547,13,2934.31211,5531.02717,8674.877133,-938.8888289
493563442,13,2894.886469,5631.004861,8935.208571,-969.0825013
493561743,13,2757.402726,5423.051155,,-1061.798438
493566388,13,2710.929522,8453.688858,8779.516558,-985.6611111
493562530,13,2903.462322,8546.718873,8989.620513,-1067.627387
493565946,13,2995.481889,8533.487706,8913.514304,-1093.039126
493561821,13,2779.196274,5476.145695,8956.245688,-1043.465228
493563835,13,2703.73991,6080.790226,8930.946943,-997.2452734
493562188,13,2872.614032,8499.814522,8803.62776,-1015.310684
493567689,13,2724.719103,8416.753897,8748,-1032.596895
493566930,13,1113.781734,8346.501621,8923.876665,-1043.465228
493564699,13,2857.955167,8311.73178,8870.415,-1069.121269
493565613,13,2682.68743,8550.158205,8909.86471,-1087.895586
493567886,13,2779.915883,7198.446793,8866.795857,-1037.27163
493566544,13,2888.487751,8569.885535,8790.672562,-936.599289
493564990,13,2950.143658,8119.708392,8869.508508,-971.1237493
493564570,13,2911.871996,8563.06243,8956.245688,-1055.616206
493564641,13,3124.000738,8422.103205,8756.336198,-1055.104268
493565876,13,2794.867211,8358.055926,8889.116854,-1038.484487
493567653,13,2826.317329,8461.535229,8852.966057,-1131.141197
493565204,13,2918.04987,8359.033934,9105.359741,-1100.780009
493568124,13,2733.877952,4181.157795,8797.56109,-1225.968773
493567672,13,2911.548459,8370.056367,8787.857701,-977.2704056
493566000,13,2856.603679,8348.66192,8985.593523,-1020.068916
493566763,13,2817.334829,8461.369094,8925.331762,-966.5429769
493565466,13,2742.553203,8628.139295,8841.746753,-1091.00238
493564480,13,2664.603348,8665.191658,8946.895063,-1065.960314
493563907,13,2674.75342,4782.573841,8839.879633,-1065.642027
493562230,13,723.3764251,6480.079436,8893.403442,-1015.310684
493564714,13,2824.589565,8562.773351,8944.016805,-724.1591837
493564322,13,2780.428782,8354.506884,8692.349952,-1093.604962
493566103,13,2895.955679,8051.735409,8923.569432,-1033.551069
493565322,13,1263.304592,8467.336762,8927.202704,-1011.196373
493563109,13,2818.892739,6044.224153,8949.715351,-970.9497512
493562375,13,2971.650082,5051.304305,8885.37525,-936.8664513
493561605,13,3999,9968.553577,,-1307.945666
493568038,13,2979.135805,5524.174329,8662.938387,-1084.293283
493562316,13,2689.668401,7894.380663,8778.587246,-1090.329566
493562753,13,2956.00377,5582.277741,8955.877802,-1025.479571
493564540,13,3107.95377,8757.809342,8902.873393,-969.3901795
493562102,13,2872.614032,8597.234833,8844.999574,-969.3901795
493565380,13,2741.026169,8415.789226,8794.397818,-1064.466105
493567019,13,2934.850615,8457.470744,9026.703731,-890.3587513
493562905,13,2772.755106,6197.558588,8961.014308,-935.3553763
493566578,13,2766.138767,8399.041902,8618.232333,-1064.157846
493562360,13,2689.668401,5601.05257,8839.879633,-944.7561475
493566680,13,2788.660992,8504.489344,8996.041264,-918.3856502
493565394,13,1291.986677,8472.177453,8841.746753,-1013.813176
493565062,13,2950.55369,8348.927137,8853.489868,-1053.398897
493561806,13,2903.462322,6003.756382,,-1286.670014
493566207,13,2756.48254,7860.630023,8883.505629,-1032.080171
493562864,13,2980.885558,5912.02108,8931.821271,-996.7359551
493567339,13,2942.951969,8281.45914,8906.665377,-1265.907401
493565528,13,3043.739849,8358.310871,8857.413301,-1222.749815
493563978,13,3092.070816,4768.888903,8746.140701,-955.0305541
493566418,13,,,9061.643373,-975.8045
493568167,13,2973.596318,4037.037369,8645.379212,-895.7900492
493563533,13,2771.893581,5402.665369,8943.137442,-1003.914095
493566048,13,2857.434402,8284.164196,8726.905067,-1066.210927
493568003,13,2974.14934,6703.720514,9230.074413,-1031.563782
493566272,13,2934.850615,8196.345564,8949.656752,-1046.749239
493576908,14,2413.118335,4287.422498,8651.998671,-487.8677994
493571603,14,2496.409772,4350.229095,8584.584405,-432.1246798
493573274,14,2553.59062,4298.144551,8575.808706,-386.8751123
493570966,14,2293.112709,4018.14116,8644.338645,-528.3881221
493576471,14,2443.168442,4300.3572,8198.311648,-739.1087432
493574716,14,2363.976626,4113.938356,8450.350224,-630.5387728
493576761,14,2604.497838,4209.760977,8378.028676,-514.8547435
493572814,14,2529.074025,3890.793981,8174.68071,-449.5780156
493573524,14,2476.919768,4222.178148,8308.509091,-456.5321906
493572712,14,2349.411615,4144.674352,8649.379188,-512.5257606
493572797,14,2242.012541,4176.047874,8671.208259,-567.0604252
493571530,14,2135.957765,4339.167631,8586.505539,-510.0427937
493573593,14,3413,4046.832354,8414.503684,-836.8329778
493575583,14,2855.1496,4290.364838,7884.898229,-460.6533546
493571095,14,,,,-379.3762115
493573149,14,2166.222964,4174.389396,8774.288742,-383.2788555
493576326,14,2354.92369,4319.469899,8416.981076,-748.9782689
493571559,14,2506.649616,3986.190002,8384.733945,-493.1209992
493570670,14,2483.555575,4321.215845,8557.778521,-421.9715704
493574789,14,2330.080393,4185.966376,8303.782004,-645.6351648
493574876,14,2171.826257,4159.522161,8673.133911,-457.5976579
493574021,14,2326.433441,3951.467956,8514.101853,-488.0005133
493576942,14,2729.564209,4534.412144,8480.18361,-654.6800581
493571312,14,2700.219316,4203.604279,8400.028,-567.8587596
493575425,14,2572.301914,4197.728634,8232.399751,-481.2802997
493575600,14,2131.597184,4047.230325,8509.268405,-456.5097125
493572866,14,2371.239197,4008.829278,8314.261276,-342.7419355
493576456,14,2289.344112,4416.461047,8126.870105,-736.7689954
493574369,14,2267.020453,3987.819417,8405.120874,-499.816599
493575311,14,2145.605582,4267.605562,8721.763033,-460.7700422
493572352,14,2572.301914,3916.890913,8348.800722,-498.9636651
493576560,14,2330.788838,4432.398557,8016.154212,
493575096,14,2677.381718,3955.644485,8518.799395,-455.2000834
493571864,14,2617.215005,3931.29,8688.569967,-298.3782117
493576957,14,2800.210296,4319.469899,8687.603604,-523.9096573
493571632,14,2629.817206,4030.491419,8401.863126,-478.1580016
493576207,14,2304.095746,4083.845798,8285.262003,-572.9767132
493572575,14,2639.379601,4174.389396,8453.50476,-377.2159439
493575373,14,2508.15574,4095.81945,8370.848162,-311.5706006
493576972,14,2732.226942,4366.178514,8528.295177,-504.3028333
493575875,14,2745.157556,4425.493404,8301.986767,-581.4230579
493574992,14,4565.375836,3942.922814,8400.972672,-491.4496027
493571646,14,2318.485803,4041.097976,8472.300434,-445.5330324
493571574,14,2453.20584,4196.165685,8456.038142,-500.9421094
493571009,14,2462.6197,4281.072849,8510.457717,-445.830837
493572198,14,2401.964297,3945.107445,8567.332812,-486.8589744
493575020,14,2421.815258,4190.210057,8432.388858,-426.8393083
493571618,14,2206.837398,3984.965039,8430.363277,-470.4976303
493574313,14,2304.095746,4029.50101,8419.202949,-568.4669443
493576282,14,2385.759462,4350.229095,8481.748745,-565.6982544
493570754,14,2620.250786,4517.279557,8537.783712,-418.5425972
493574209,14,8941.494656,4108.571769,8565.420248,-462.0004941
493575943,14,2371.496325,4296.387697,8621.648218,-546.4557235
493570556,14,2582.608696,3759.587326,8693.85801,-469.7625698
493570810,14,2940.246553,4178.349373,8453.193226,-516.5533129
493574746,14,2285.480884,4212.026648,8225.594356,-571.6633484
493574862,14,2614.781066,4212.026648,8624.295462,-450.3943035
493571327,14,2423.580357,4165.715783,8525.483802,-608.0824916
493576500,14,2318.785892,4421.221838,8398.139292,-476.6713092
493571704,14,2414.536343,4262.413828,8455.089624,-519.0197585
493575926,14,2432.64011,4223.026316,8194.342654,-628.2252671
493574847,14,2470.479344,4200.430081,8476.077232,-545.2640111
493571661,14,2516.54769,4328.232448,8606.314028,-518.0271926
493571820,14,2547.714035,4278.897822,8088.10035,-566.5194372
493576104,14,2476.569269,4265.185717,8463.814934,-421.399177
493570897,14,2611.636552,4087.132596,8566.376423,-513.5674797
493573206,14,2308.509018,4272.660444,7986.638693,-470.6246476
493573338,14,2160.592755,4331.721232,8732.394614,-504.1404629
493572779,14,2548.526056,3856.2258,8516.936737,-459.4131258
493571125,14,2464.610612,4047.230325,7316.362461,-587.1487865
493575565,14,2336.875817,4331.721232,8538.921473,-609.7920605
493576846,14,2922.452303,4271.073751,8389.650606,-424.1559095
493572025,14,2500.283135,4109.309181,7738.34766,-503.8656776
493573063,14,2464.419297,4186.860187,8447.509134,-424.99065
493576891,14,2298.237566,4315.982237,7727.408508,-496.6663582
493575712,14,2234.738164,4295.173965,8112.854228,-610.3650722
493570854,14,2531.978382,4112.549258,8598.661823,-605.3550551
493571183,14,2699.735579,4319.469899,8469.339775,-398.1433195
493573133,14,2377.438667,4072.38352,8595.823044,-728.7569636
493572154,14,2719.312103,3949.080363,8423.50659,-509.3400187
493571878,14,2420.730112,4251.615828,8557.778521,-485.2535037
493576311,14,2304.095746,4559.648773,8500.708729,-596.9700811
493571341,14,2472.537944,4140.450265,8413.272778,-561.2509996
493572318,14,2553.59062,4053.691678,7999.081726,-484.2554504
493570882,14,3107.574614,4143.997594,8473.674912,-475.2624142
493570783,14,2856.603679,4050.458425,8663.130916,-537.8356748
493571472,14,2356.59392,4011.055656,8267.828513,-507.2108686
493572450,14,2117.313996,4013.101678,7930.606312,-573.5026535
493574108,14,2480.105438,4356.5556,8508.316478,-594.7256672
493570979,14,2286.311583,4217.942416,8664.475208,-418.5425972
493571732,14,2563.418823,4083.845798,8492.166257,-424.3337526
493574977,14,2725.353173,4310.76129,8348.800722,-542.1403377
493574890,14,,,8540.634391,-413.1317303
493574079,14,2401.964297,4077.288037,8607.694896,-535.3456116
493576816,14,2313.012711,4421.221838,8625.490307,-472.2893891
493576267,14,2648.656738,4399.76199,8329.777988,-511.4871194
493573804,14,2004.783846,4212.026648,8610.984897,-449.0010428
493574528,14,8803,4111.953239,8554.016241,-516.6070786
493570617,14,2395.642831,3767.324052,8688.933873,-542.9823364
493571168,14,2364.435247,4336.993103,8362.003389,-386.0080681
493572659,14,2318.927462,4171.076389,8303.610376,-470.7017193
493576603,14,2166.222964,3890.793981,8068.041934,
493576192,14,2395.854372,4387.538004,8207.486124,-470.775641
493574687,14,2249.979731,,8436.425774,-553.1418564
493570769,14,2926.217578,4224.733452,8538.884136,-432.3092695
493576574,14,2373.413455,4364.425733,8340.007703,-457.62652
493572436,14,2176.14676,4063.422484,8159.962336,-428.4241472
493576017,14,2295.58319,4315.982237,8469.339775,-452.302521
493570593,14,3446.289467,3777.685996,8526.4,-569.5194147
493570796,14,2901.850481,4085.603808,8726.592359,-445.9259752
493572527,14,2542.037202,4080.180849,8480.774527,-852.7624815
493571385,14,2725.338895,4376.724839,8534.093469,-501.7378872
493573788,14,8873.26007,3791.02285,8136.501988,-639.3476045
493572212,14,2494.198735,4171.076389,8310.765582,-492.768941
493571426,14,3084.500088,4414.697284,8505.65606,-429.7284007
493572110,14,2559.948935,3924.882029,8378.359017,-440.2070465
493574702,14,2188.680105,4083.845798,8579.61004,-543.8130038
493573665,14,2263.571817,3776.614712,8306.117647,-525.0656056
493570954,14,2780.15208,4136.604683,8722.72847,-411.5640504
493576134,14,2250.145322,4330.843832,8467.43698,-423.1171946
493575777,14,2176.14676,4320.200477,7865.176682,-549.293913
493575182,14,2536.802189,4082.417996,8701.152278,-572.8802538
493570911,14,2626.078962,4132.027868,8000.140005,-685.1029202
493570642,14,2498.711817,15054.32338,8800.265013,-894.2440945
493572593,14,2845.33349,4177.50475,8450.665472,-429.3746288
493576486,14,2503.26989,4315.982237,8201.740774,-679.9077647
493572081,14,2869.549094,4057.525203,8432.388858,-589.956717
493571981,14,2689.335972,4049.39777,8379.298822,-518.8402464
493573819,14,2271.666781,4031.305331,8648.614946,-539.9477046
493576617,14,2750.602167,4213.079015,8455.346415,-616.2525458
493572227,14,2542.000324,4503.522541,8273.158907,-425.6208466
493572169,14,2365.539103,4191.033692,8556.824264,-679.1837007
493573009,14,2176.14676,4087.132596,8605.357452,-424.3337526
493574542,14,2269.373058,4094.979282,8318.779189,-634.5053292
493575343,14,2317.254825,4247.772277,7862.532332,-453.6871624
493576860,14,2769.569397,4469.49314,8417.322613,-365.2130314
493575794,14,2354.090088,4553.482549,8191.946757,-495.8304553
493573509,14,2111.543228,4075.651886,8470.413298,-444.655536
493576688,14,2472.537944,4350.229095,8341.870352,-495.256626
493575296,14,2363.590293,3839.013999,8485.533973,-429.0105977
493574920,14,2530.106486,4224.733452,8553.962769,
493572832,14,2282.175164,4072.38352,8562.530524,-395.7647059
493575859,14,2566.651252,4420.876625,,-559.6463023
493572096,14,2494.198735,3924.082502,8341.275042,-524.4400166
493574342,14,2298.602829,3816.164476,8213.791252,-622.7913846
493573577,14,2224.014265,4267.605562,8383.61962,-467.4531178
493575958,14,2176.14676,4376.944933,8411.686642,-641.3319109
493573978,14,8803,3871.215221,8423.907465,-706.35511
493571718,14,2367.708985,4126.296817,8482.694736,-446.4533933
493575696,14,2601.030116,4200.663261,7356.555759,-557.1556122
493574760,14,8921,4087.132596,8450.649,-683.3698373
493571588,14,2447.737781,4282.270379,8501.818633,-501.7378872
493573770,14,2497.927978,4184.222309,8454.141319,-566.6397151
493576588,14,2258.227619,4119.458325,8246.24421,-719.8344864
493572241,14,2613.889708,4267.605562,8317.720632,-647.1168091
493574414,14,2583.104668,4230.675186,8428.17387,-769.1408236
493576732,14,2202.452227,4328.270164,8208.225096,-428.465707
493576002,14,2413.991823,4256.694406,8405.120874,-537.7165037
493576442,14,2416.974196,3977.923311,8324.208714,-690.2812895
493576340,14,2247.23174,4404.679796,8576.758724,-642.9924344
493576674,14,2474.813313,4087.132596,8699.214166,-441.5933628
493573188,14,2505.988753,4345.283805,7839.847137,-490.5104167
493575547,14,2578.107529,4207.811249,7943.543478,-531.5315126
493573920,14,2379.211241,4228.973044,8596.757828,-592.6659389
493571052,14,2351.402305,4195.313845,8761.716742,-535.1020754
493572557,14,2430.653226,3995.757897,8576.908461,-428.8288136
493575281,14,2572.301914,3951.467956,8242.537199,-440.5903352
493573290,14,2583.521971,4102.047638,8682.363266,-438.6805375
493576602,14,,,,-609.6372824
493574905,14,2390.905806,4316.439672,8387.766562,-504.384772
493571370,14,3832.774313,4339.313837,8616.850417,-567.5908519
493572125,14,2565.698861,4058.350071,8418.013185,-366.7382831
493573474,14,,3984.635529,8451.297679,-441.5933628
493573694,14,2477.737399,3989.413269,8481.167109,-546.7159137
493570630,14,2751.788258,4624.913786,8576.945646,-486.8500963
493575213,14,2210.640417,4186.814425,7943.203139,-542.1118236
493575006,14,2383.876615,4186.026483,8448.455952,-421.6816667
493572882,14,2215.660336,3930.722892,8434.275932,-446.6359918
493572746,14,2345.645033,4011.861736,8601.533274,-480.6962025
493573224,14,2376.584125,3983.316998,8475.132717,-409.587823
493570684,14,2887.723704,4147.212944,8308.015989,-578.7588158
493574050,14,2429.849081,4156.232701,8640.513717,-620.8992616
493572010,14,2569.490415,4093.722088,8376.48004,-463.3114128
493571689,14,2509.608428,4402.177476,8527.39556,-701.380719
493574297,14,2291.130596,3912.128554,8809.292553,-580.7957256
493574673,14,2145.605582,4023.18261,8498.603117,-609.9732551
493573046,14,2186.880796,4082.417996,7773.69321,-462.3280037
493576647,14,2793.850629,4148.907067,8701.522526,-655.2399093
493574328,14,8921,3825.818844,8463.814934,-718.6439135
493574443,14,2597.151375,3877.561475,8383.06015,-556.553304
493573542,14,2481.717676,4129.094106,8223.061929,-524.2224066
493573491,14,2334.052059,4002.210104,8629.059213,-444.850989
493571806,14,2559.948935,4311.366899,8378.359017,-478.546748
493576746,14,2359.51907,4260.938468,8341.275042,-542.7644462
493572972,14,2310.452707,4047.230325,8610.761838,-470.6144431
493575066,14,2348.487101,4154.828307,8492.793875,-425.5590727
493572694,14,2239.448838,3990.74394,8640.892969,-278.8371314
493570580,14,2710.550247,3966.009603,8584.366449,-556.8419103
493571849,14,2572.019026,4322.003495,8516.226867,-468.8814942
493571516,14,2289.543633,4290.864138,8581.704317,-391.9646512
493574195,14,8921,4178.779881,8413.56446,-556.553304
493572301,14,2513.636668,4197.728634,8454.141319,-503.9393698
493576427,14,3150.517833,4056.930098,8321.426869,-672.4291872
493571907,14,2172.144836,3751.281398,8689.064836,-471.7170626
493572627,14,2217.13769,4097.851321,8510.220544,-419.2361226
493576355,14,2342.893958,4203.847844,8418.844476,-679.2684532
493576031,14,8803,4320.200477,8497.85933,-622.0462826
493571922,14,2214.604075,3856.2258,7986.624733,-499.5141903
493574600,14,2657.701054,4069.933537,8456.286524,-522.7501197
493571501,14,2175.790774,4476.567398,8496.068981,-515.1969365
493570868,14,2663.267754,4392.640202,8467.43698,-644.426405
493571066,14,2533.565093,4309.599221,8318.779189,-480.6962025
493572644,14,2865.925739,4209.84233,8133.290938,-439.6333623
493572286,14,2480.597865,4186.026483,8124.119585,-482.3883495
493574224,14,2005.294496,3920.887645,8537.783712,-519.2667489
493573637,14,2330.831426,4083.845798,8509.268405,-829.2506771
493573304,14,2710.065713,4125.796766,7943.869021,-493.3885163
493571487,14,2815.744705,4057.525203,8372.353959,-556.1550164
493573949,14,2502.268972,3936.914163,8444.669953,-613.5871782
493576162,14,2528.882438,4148.907067,7959.130251,-492.7897153
493575110,14,2379.357603,4081.583316,8275.086991,-640.0507221
493575892,14,3345.624943,4049.39777,8244.390288,-629.8899796
493576252,14,2186.880796,4276.2752,7970.269314,-535.7522499
493576717,14,2385.614057,4321.059022,8537.925573,-539.5380435
493574151,14,2262.487384,3839.013999,8466.19594,-588.0244755
493572335,14,2470.479344,3868.840728,8387.351063,-508.2106157
493572676,14,2265.778086,3931.659114,8613.01602,-416.3044015
493575531,14,2638.421359,4451.138313,8403.246823,-346.1633086
493575408,14,2135.614804,4374.675165,8809.292553,-651.1299079
493573992,14,2384.104414,4095.81945,8495.784642,-438.0386572
493574064,14,2309.246208,4026.372448,8611.1001,-559.7544248
493571762,14,2444.139651,4095.81945,8449.710143,-482.2045802
493576060,14,2186.880796,4135.790872,8494.0631,-687.99547
493573935,14,8873.26007,3995.001801,8597.712493,-640.9347688
493574283,14,3223.071297,4212.026648,8518.827709,-716.1995465
493576075,14,2355.394181,4156.232701,8611.1001,-437.3712544
493574356,14,1983.072693,3842.912266,8335.35472,-600.6148368
493575052,14,2606.802283,3890.793981,8445.616134,-467.7095749
493575459,14,2395.473534,4195.717425,8489.611683,-720.6167569
