timeStemp,Label,AP1_Corrected Distance (mm),AP2_Corrected Distance (mm),AP3_Corrected Distance (mm),AP4_Corrected Distance (mm)
493453396,1,388.5071361,6755.457065,7053.329588,3741.276208
493450582,1,321.1438776,7375.289287,7163.736822,4275.609343
493451504,1,405.8856859,7275.488303,7135.750575,3674.469243
493454872,1,440.7657744,7131.550864,7399.965526,4365.23457
493453382,1,439.8889952,6827.752548,7108.658936,3739.612188
493453251,1,301.7541528,6909.058264,7342.226983,4539.539065
493455218,1,444.3101197,6661.957872,7313.316906,4520.713662
493453643,1,424.0093458,6744.129533,6984.849712,3855.491698
493452284,1,474.2631095,7014.924272,7082.270035,4567.44065
493453106,1,375.3910323,6918.349436,7181.777064,3776.416218
493451311,1,340.9761647,7046.546125,7453.082562,3732.813941
493450920,1,450.2291871,6938.446312,7177.963092,3737.525568
493451767,1,499.1716028,7068.821855,7009.835022,4092.775648
493452630,1,360.7214429,6972.951461,7488.272578,4320.408148
493452270,1,428.4100652,6899.792015,7332.87621,4827.777242
493450624,1,371.1340206,7300.570092,7349.479343,4266.108271
493450694,1,289.8765957,7009.872197,7332.87621,4110.785662
493454828,1,484.0600939,7467.840278,7088.632444,4080.491909
493452150,1,8.273504274,6857.486646,7157.712362,4648.307406
493454222,1,355.7312253,7068.74536,7195.72595,4152.325777
493455174,1,552.6027001,6867.439457,7230.068637,4138.294424
493450795,1,450.2291871,6931.255467,7147.629786,3601.773153
493453020,1,382.9787234,7066.079671,7205.386395,3612.186664
493454354,1,306.4469328,7078.285818,7072.295006,3650.666667
493450508,1,327.4932362,6890.297587,7154.042681,4613.769471
493453801,1,295.5665025,7183.254588,7445.751954,4234.917071
493453193,1,461.9939698,7023.596271,7190.92594,3763.587341
493450881,1,405.8856859,7183.561679,7177.254534,3700.728551
493453700,1,317.2590726,6763.057307,7151.020667,3815.301943
493449604,1,403.8783383,6880.243289,7085.904298,4239.492887
493454960,1,343.957377,8234.459919,7106.873906,4011.491322
493449899,1,312.2232143,6983.364728,7188.388988,4290.349435
493452990,1,349.1755577,6755.457065,7175.585242,3577.280064
493450188,1,473.9010309,7159.271445,7420.768656,5181.280303
493452390,1,220.2917847,6844.732486,,
493451607,1,352.9411765,7111.346973,7453.487131,4013.23876
493451253,1,365.9546512,7406.760224,7364.366249,3851.50185
493449164,1,398.3619512,7109.14327,7159.221231,4113.409195
493449473,1,322.7907692,6898.908665,5973.270229,4369.489705
493449376,1,336.6,6951.427502,7569.999495,3926.982735
493451375,1,,6984.024688,7221.822456,3865.152855
493451007,1,516.2603604,7034.466467,7342.226983,3700.728551
493454555,1,445.4302326,7130.77014,7455.91931,3726.937677
493455061,1,375.3910323,7247.642797,7176.117382,3920.833333
493452107,1,442.0038462,6961.557614,7269.927816,4477.891014
493450332,1,497.1301832,7365.450965,7104.131704,4474.861195
493449702,1,411.6139113,6898.908665,7280.948912,3726.937677
493452375,1,330.8823529,6929.819086,7268.999369,4448.341232
493453830,1,259.7873051,6837.223843,7273.439821,3885.798144
493455421,1,667.6670179,7433.553772,7232.559084,5174.830707
493451489,1,365.8536585,7343.212352,7308.848976,3933.964736
493449560,1,314.4065934,6868.718593,6732.748091,4485.955882
493454048,1,382.5717322,7048.28378,7196.287536,3949.052874
493451901,1,350.877193,6745.533167,7332.87621,4337.162762
493452976,1,454.6824926,7161.332477,7230.659802,3450.195582
493452571,1,439.555668,7149.661093,7221.523688,3952.658817
493454368,1,342.8571429,7053.075212,7280.948912,4410.922493
493449012,1,631.3024793,6661.789929,8178.421964,5026.337965
493452600,1,296.1782609,6846.854884,7151.292889,4517.910657
493454814,1,479.1115242,8261.170121,7416.948744,3976.472966
493450405,1,569.2866128,7377.706358,7100.478725,4516.675921
493452179,1,521.4276615,6980.881824,7030.672627,4591.068554
493454526,1,394.5450098,7078.285818,7130.28117,3797.35114
493451990,1,351.6435754,6940.106967,7394.935951,4180.682257
493451389,1,333.0380952,6971.170654,7243.854201,4065.288152
493450376,1,448.0350877,7992.73728,7385.872143,4327.967031
493453120,1,380.1478353,6858.906709,7250.305471,3978.744454
493452019,1,360.918578,7014.491483,7179.238798,4093.001984
493449846,1,-46.20507682,6942.288933,7352.264353,3968.883873
493449646,1,267.1411765,6764.688742,7261.665279,4013.23876
493449432,1,269.2529644,6980.881824,7322.786289,4260.502347
493452760,1,400.3147059,6868.863646,7395.261759,4085.514672
493453613,1,452,6807.010371,7089.526356,3801.651436
493451810,1,319.8384146,7119.679302,7309.603148,3869.308188
493454785,1,497.1301832,7442.056881,7203.604995,3775.061693
493449362,1,456.4885799,7059.216473,7544.286829,4202.946304
493454711,1,490.0418251,8174.797007,7315.455841,3786.268028
493452240,1,345.8213256,6993.426944,7369.030783,4614.816922
493452658,1,344.16826,6971.511513,7468.236879,4787.272505
493453062,1,365.8536585,6834.934364,7235.202815,3300.463547
493451296,1,,,,3837.76532
493454497,1,405.8856859,6941.326829,7350.408011,3665.100911
493450950,1,442.0038462,6940.606476,5195.692158,3716.409605
493449860,1,358.9232303,6845.070423,7153.125849,4173.819376
493450907,1,405.8856859,6946.656984,7307.013848,3725.618407
493450809,1,482.3046358,7033.740741,7294.78576,3540.528261
493455436,1,549.2043011,8422.206166,7376.055009,4930.483245
493449107,1,485.8850141,6784.976611,7318.894623,3990.420184
493453598,1,403.8783383,6869.437755,7091.327786,3729.281768
493455003,1,540.1027333,7325.266594,7209.523201,3981.306969
493449887,1,27.22924901,6845.070423,7245.644913,4237.161103
493453237,1,445.4302326,6983.303071,7270.655907,3995.050784
493449191,1,506.906588,6857.232441,7253.997072,4008.152272
493451208,1,505.9116781,7088.466773,7170.111874,4025.56856
493449546,1,356.0830861,6837.223843,7342.226983,4502.131977
493454945,1,325.7981366,8118.864693,7232.636573,4185.950873
493454237,1,562.714032,7086.378651,7140.314827,3891.882032
493452034,1,317.5804196,7005.033088,7345.036867,4363.131472
493452932,1,401.4955752,6857.232441,7097.741455,3599.526399
493454610,1,571.8555957,7464.600434,7286.834625,4182.253331
493453758,1,329.6673407,6839.362035,7247.04141,4018.681663
493452328,1,395.6598837,7002.854002,7325.412723,4473.810654
493451916,1,347.1552555,6996.324873,7396.202034,4438.440467
493451975,1,586.1387604,6931.392801,6955.693941,4507.585312
493453164,1,32.6492891,7005.759751,7232.821551,3840.152945
493454917,1,382.5717322,7206.220167,7139.946225,4201.070796
493452528,1,407.9130869,6796.146675,7285.893295,4130.476234
493455306,1,354.679803,8041.323073,7034.292021,3840.601559
493454932,1,264.800227,7959.971911,7130.28117,4815.529922
493453280,1,385.85209,6753.946679,7295.788119,4035.279993
493453947,1,434.8949858,6745.543396,7181.981408,4048.199351
493452788,1,432.8474576,6899.080256,7273.439821,4131.064377
493451825,1,309.1561886,7040.817765,7378.3776,4036.225502
493451282,1,406.3205418,6827.800557,7160.467094,3800.347639
493449589,1,327.4932362,7129.270227,7049.627661,4583.792644
493452049,1,376.5690377,6857.232441,7120.616733,4171.68741
493451667,1,542.0153978,7068.74536,7456.295529,3865.92111
493453368,1,394.5130435,6878.800587,7188.118189,3664.498808
493452643,1,354.679803,6890.297587,7181.777064,4153.677892
493450479,1,476.4547135,6961.557614,7012.53035,4116.013058
493449732,1,-333.2977867,6984.823394,7096.39691,4242.454103
493448964,1,1251.638907,8241.14185,8634.492158,5382.456573
493455233,1,286.3401122,7169.708229,7171.023522,4395.83498
493449674,1,388.5071361,7047.5552,7318.964394,4263.526882
493450114,1,467.1585366,6933.319243,7280.874026,4395.461095
493451886,1,405.3650794,6962.282324,7418.840582,4269.371052
493449459,1,352.2504892,6899.627226,7114.196806,4404.472217
493452702,1,269.2529644,6940.695826,7173.759858,4105.589001
493454165,1,325.7981366,7036.644545,7301.260969,4110.785662
493450275,1,336.6,7312.755672,7219.674859,4283.82333
493453787,1,277.7614679,6775.072568,7186.305296,4170.399291
493455117,1,343.957377,,7004.354061,4518.016651
493449717,1,499.0551791,6836.51141,6044.294943,3994.046875
493453874,1,507.5721878,6729.31967,7309.603148,3834.965427
493452716,1,81.72346939,6921.213288,,3975.044891
493452389,1,,,7077.935751,4039.34528
493459704,2,-469.243302,5835.830478,7007.691449,4728.092853
493458348,2,-285.4528302,5882.347277,6864.441935,3721.225794
493460757,2,-465.5352011,5917.616556,7316.202868,4456.852166
493464213,2,-1011.851379,6090.577239,7021.945589,4406.750316
493460127,2,-521.5311037,7595.055435,7191.746719,4256.036601
493461187,2,-332.1774448,6166.522992,7212.682066,5903.771995
493463748,2,-550.0422871,5786.917866,7049.728653,4914.483706
493462212,2,-473.7024854,5944.528333,7202.654323,5227.871907
493461142,2,-366.9625247,5826.216749,7049.728653,5113.848345
493458986,2,-279.7232143,5893.246317,7054.969006,3763.15239
493464390,2,-625.0845397,5791.486185,6909.470799,5081.946039
493462886,2,-548.0836795,6062.507937,7346.694746,5140.203647
493459032,2,-620.9573092,5666.262047,7089.526356,5011.157699
493462738,2,-1081.017612,5842.217898,7070.666456,5092.453005
493461479,2,-428.050791,5783.678284,7298.761481,4976.725651
493463910,2,-446.6057891,6195.135062,6995.920515,4878.140245
493460918,2,-379.5862069,5664.57012,7462.856694,4645.670071
493461522,2,-641.8079667,5736.020248,7089.526356,5406.502419
493464330,2,-374.0683837,6231.012689,6910.961151,4573.928713
493457938,2,-232.524857,9189.502616,6976.825249,3151.36737
493458912,2,-456.4153713,6082.376582,7094.031647,5189.88391
493461725,2,-400.4463563,5756.331326,7422.733808,4835.871561
493464492,2,-466.8984099,6905.482675,7254.162489,2858.318456
493458479,2,-519.5740336,5805.569081,7048.828994,3268.562731
493460889,2,-387.9868852,5594.131303,7188.232709,4576.654015
493462344,2,-541.6545455,5774.39207,7041.231361,4931.858582
493458942,2,-431.1212344,5772.215241,7070.666456,5441.723375
493459090,2,-542.2906635,5839.892637,7230.659802,4831.834753
493459733,2,-364.6761905,5956.496777,7143.056181,2492.664517
493458052,2,-490.6771344,6139.745039,7013.920508,4281.032149
493458709,2,-279.5196305,5777.830972,7428.075826,4611.002506
493461275,2,-419.4674603,5953.237839,7227.029497,5627.167661
493464432,2,-426.3168016,6156.758692,6913.013742,4074.328198
493462182,2,-514.6936416,5891.137137,7183.587672,5507.889745
493463413,2,-615.836778,5967.810536,7423.661998,5188.088724
493462577,2,-575.3739931,5934.380331,7155.556965,4588.760404
493463792,2,-637.5518651,5826.216749,7272.671972,4929.244523
493461537,2,-492.0463174,5881.195005,7165.52257,5335.989106
493459016,2,-316.9756098,5880.67124,7051.337687,5244.323252
493462607,2,-539.735873,5778.952942,7249.778897,4735.730066
493464083,2,-621.7677903,5713.901918,7239.75154,5337.341975
493463543,2,,,7299.677375,4956.764881
493460318,2,-390.2258862,5909.275171,7516.863374,4707.442402
493459046,2,-303.8592731,5932.37775,7151.223964,4717.882363
493461886,2,-414.1242345,5872.567335,7192.654424,4799.127535
493463852,2,-544.2080141,5945.07492,7256.174417,4832.4186
493459001,2,-319.2426667,5734.459454,7120.325716,5223.32039
493461360,2,-446.7700761,5898.526621,6981.120324,4425.169925
493464028,2,-448.4602076,5874.66343,7285.050595,5289.342647
493458956,2,-517.0351459,5842.333531,7047.454672,5197.789051
493459938,2,-481.3081081,5828.822576,7236.495365,4496.743756
493459248,2,-315.8743633,5853.872033,7110.298217,5037.907651
493464141,2,-240.7983752,5974.410524,7069.770868,5393.769899
493464127,2,-402.8459574,5886.09496,7155.556965,
493458391,2,-449.4294218,5886.667705,7372.67043,3816.920554
493460904,2,-289.7852004,5933.433111,7202.654323,4565.822683
493462534,2,-469.6529372,5997.549717,6969.668644,4841.060265
493463690,2,-556.1735261,5737.159138,7310.686063,5056.23608
493459895,2,-322.4436742,5783.678284,7152.834496,4575.789659
493458080,2,-528.0024845,7557.329073,7222.496739,4397.291326
493463720,2,-487.0012492,5850.823443,7255.260081,4944.645651
493458137,2,-439.985176,7371.745136,7261.665279,4133.253688
493460377,2,-542.2906635,5846.051903,7164.6217,4695.479397
