Starting Wi-Fi RTT Ranging...
Label: 11-2, Timestamp: 2024-12-27 15:55:18.441, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -65, Distance: 923 mm, StdDev: 145 mm, timeStemp: 6054499081, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.441, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -65, Distance: 923 mm, StdDev: 145 mm, timeStemp: 6054499081, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.441, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -60, Distance: 6748 mm, StdDev: 831 mm, timeStemp: 6054499081, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.441, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -65, Distance: 923 mm, StdDev: 145 mm, timeStemp: 6054499081, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.441, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -60, Distance: 6748 mm, StdDev: 831 mm, timeStemp: 6054499081, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.441, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -70, Distance: 5288 mm, StdDev: 495 mm, timeStemp: 6054499081, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.441, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -65, Distance: 923 mm, StdDev: 145 mm, timeStemp: 6054499081, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.441, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -60, Distance: 6748 mm, StdDev: 831 mm, timeStemp: 6054499081, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.441, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -70, Distance: 5288 mm, StdDev: 495 mm, timeStemp: 6054499081, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.441, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -66, Distance: 2899 mm, StdDev: 953 mm, timeStemp: 6054499080, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.567, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 893 mm, StdDev: 121 mm, timeStemp: 6054499205, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.567, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 893 mm, StdDev: 121 mm, timeStemp: 6054499205, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.567, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -62, Distance: 5602 mm, StdDev: 478 mm, timeStemp: 6054499205, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.567, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 893 mm, StdDev: 121 mm, timeStemp: 6054499205, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.567, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -62, Distance: 5602 mm, StdDev: 478 mm, timeStemp: 6054499205, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.567, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -70, Distance: 5600 mm, StdDev: 458 mm, timeStemp: 6054499205, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.567, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 893 mm, StdDev: 121 mm, timeStemp: 6054499205, mcOn: true
Label: 11-2, Timestamp: 2024-12-27 15:55:18.567, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -62, Distance: 5602 mm, StdDev: 478 mm, timeStemp: 6054499205, mcOn: true
