Starting Wi-Fi RTT Ranging...
Label: 6-2, Timestamp: 2025-02-28 14:02:17.625, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 4501 mm, StdDev: 54 mm, timeStemp: 341496862, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.625, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 4501 mm, StdDev: 54 mm, timeStemp: 341496862, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.625, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -64, Distance: 8049 mm, StdDev: 68 mm, timeStemp: 341496862, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.625, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 4501 mm, StdDev: 54 mm, timeStemp: 341496862, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.625, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -64, Distance: 8049 mm, StdDev: 68 mm, timeStemp: 341496862, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.625, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -71, Distance: 5522 mm, StdDev: 99 mm, timeStemp: 341496862, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.625, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 4501 mm, StdDev: 54 mm, timeStemp: 341496862, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.625, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -64, Distance: 8049 mm, StdDev: 68 mm, timeStemp: 341496862, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.625, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -71, Distance: 5522 mm, StdDev: 99 mm, timeStemp: 341496862, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.625, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -51, Distance: -69 mm, StdDev: 153 mm, timeStemp: 341496862, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.717, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 4673 mm, StdDev: 57 mm, timeStemp: 341496954, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.717, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 4673 mm, StdDev: 57 mm, timeStemp: 341496954, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.717, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -63, Distance: 8096 mm, StdDev: 93 mm, timeStemp: 341496954, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.717, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 4673 mm, StdDev: 57 mm, timeStemp: 341496954, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.717, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -63, Distance: 8096 mm, StdDev: 93 mm, timeStemp: 341496954, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.717, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -71, Distance: 4438 mm, StdDev: 102 mm, timeStemp: 341496954, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.717, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 4673 mm, StdDev: 57 mm, timeStemp: 341496954, mcOn: true
Label: 6-2, Timestamp: 2025-02-28 14:02:17.717, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -63, Distance: 8096 mm, StdDev: 93 mm, timeStemp: 341496954, mcOn: true
