Starting Wi-Fi RTT Ranging...
Label: 11-6, Timestamp: 2025-02-28 13:35:57.599, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -60, Distance: 1069 mm, StdDev: 279 mm, timeStemp: 339916836, mcOn: true
Label: 11-6, Timestamp: 2025-02-28 13:35:57.599, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -60, Distance: 1069 mm, StdDev: 279 mm, timeStemp: 339916836, mcOn: true
Label: 11-6, Timestamp: 2025-02-28 13:35:57.599, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -56, Distance: 4619 mm, StdDev: 485 mm, timeStemp: 339916836, mcOn: true
Label: 11-6, Timestamp: 2025-02-28 13:35:57.599, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -60, Distance: 1069 mm, StdDev: 279 mm, timeStemp: 339916836, mcOn: true
Label: 11-6, Timestamp: 2025-02-28 13:35:57.599, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -56, Distance: 4619 mm, StdDev: 485 mm, timeStemp: 339916836, mcOn: true
Label: 11-6, Timestamp: 2025-02-28 13:35:57.599, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -73, Distance: 3725 mm, StdDev: 1654 mm, timeStemp: 339916836, mcOn: true
Label: 11-6, Timestamp: 2025-02-28 13:35:57.599, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -60, Distance: 1069 mm, StdDev: 279 mm, timeStemp: 339916836, mcOn: true
Label: 11-6, Timestamp: 2025-02-28 13:35:57.599, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -56, Distance: 4619 mm, StdDev: 485 mm, timeStemp: 339916836, mcOn: true
Label: 11-6, Timestamp: 2025-02-28 13:35:57.599, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -73, Distance: 3725 mm, StdDev: 1654 mm, timeStemp: 339916836, mcOn: true
Label: 11-6, Timestamp: 2025-02-28 13:35:57.599, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -64, Distance: 2011 mm, StdDev: 1430 mm, timeStemp: 339916836, mcOn: true
Label: 11-6, Timestamp: 2025-02-28 13:35:57.721, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -60, Distance: 874 mm, StdDev: 342 mm, timeStemp: 339916957, mcOn: true
