Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn
1-10,2024-12-27 14:09:01.392,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7954,2213,6048122030,true
1-10,2024-12-27 14:09:01.392,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7954,2213,6048122030,true
1-10,2024-12-27 14:09:01.392,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,8682,760,6048122030,true
1-10,2024-12-27 14:09:01.392,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7954,2213,6048122030,true
1-10,2024-12-27 14:09:01.392,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,8682,760,6048122030,true
1-10,2024-12-27 14:09:01.392,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,483,1060,6048122030,true
1-10,2024-12-27 14:09:01.392,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7954,2213,6048122030,true
1-10,2024-12-27 14:09:01.392,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,8682,760,6048122030,true
1-10,2024-12-27 14:09:01.392,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,483,1060,6048122030,true
1-10,2024-12-27 14:09:01.392,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,5633,3108,6048122030,true
1-10,2024-12-27 14:09:01.517,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7954,2083,6048122156,true
1-10,2024-12-27 14:09:01.517,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7954,2083,6048122156,true
1-10,2024-12-27 14:09:01.517,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,8682,524,6048122156,true
1-10,2024-12-27 14:09:01.517,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7954,2083,6048122156,true
1-10,2024-12-27 14:09:01.517,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,8682,524,6048122156,true
1-10,2024-12-27 14:09:01.517,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,14,1303,6048122156,true
1-10,2024-12-27 14:09:01.517,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7954,2083,6048122156,true
1-10,2024-12-27 14:09:01.517,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,8682,524,6048122156,true
1-10,2024-12-27 14:09:01.517,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,14,1303,6048122156,true
1-10,2024-12-27 14:09:01.517,MCSLab RTT AP3,b0:e4:d5:88:16:86,-62,4207,842,6048122156,true
1-10,2024-12-27 14:09:01.637,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,8071,1622,6048122276,true
1-10,2024-12-27 14:09:01.637,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,8071,1622,6048122276,true
