Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn
1-5,2024-12-27 14:01:58.421,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,10444,440,6047699060,true
1-5,2024-12-27 14:01:58.421,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,10444,440,6047699060,true
1-5,2024-12-27 14:01:58.421,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,10302,382,6047699060,true
1-5,2024-12-27 14:01:58.421,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,10444,440,6047699060,true
1-5,2024-12-27 14:01:58.421,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,10302,382,6047699060,true
1-5,2024-12-27 14:01:58.421,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3120,625,6047699060,true
1-5,2024-12-27 14:01:58.421,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,10444,440,6047699060,true
1-5,2024-12-27 14:01:58.421,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,10302,382,6047699060,true
1-5,2024-12-27 14:01:58.421,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3120,625,6047699060,true
1-5,2024-12-27 14:01:58.421,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,926,75,6047699060,true
1-5,2024-12-27 14:01:58.549,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,10327,467,6047699188,true
1-5,2024-12-27 14:01:58.549,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,10327,467,6047699188,true
1-5,2024-12-27 14:01:58.549,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,10166,119,6047699188,true
1-5,2024-12-27 14:01:58.549,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,10327,467,6047699188,true
1-5,2024-12-27 14:01:58.549,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,10166,119,6047699188,true
1-5,2024-12-27 14:01:58.549,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,1382,913,6047699188,true
1-5,2024-12-27 14:01:58.549,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,10327,467,6047699188,true
1-5,2024-12-27 14:01:58.549,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,10166,119,6047699188,true
1-5,2024-12-27 14:01:58.549,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,1382,913,6047699188,true
1-5,2024-12-27 14:01:58.549,MCSLab RTT AP3,b0:e4:d5:88:16:86,-50,1141,455,6047699188,true
1-5,2024-12-27 14:01:58.672,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,8296,978,6047699311,true
1-5,2024-12-27 14:01:58.672,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,8296,978,6047699311,true
1-5,2024-12-27 14:01:58.672,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9971,74,6047699311,true
1-5,2024-12-27 14:01:58.672,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,8296,978,6047699311,true
1-5,2024-12-27 14:01:58.672,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9971,74,6047699311,true
1-5,2024-12-27 14:01:58.672,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,1303,799,6047699311,true
1-5,2024-12-27 14:01:58.672,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,8296,978,6047699311,true
1-5,2024-12-27 14:01:58.672,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,9971,74,6047699311,true
1-5,2024-12-27 14:01:58.672,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,1303,799,6047699311,true
1-5,2024-12-27 14:01:58.672,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,1161,229,6047699311,true
1-5,2024-12-27 14:01:58.795,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7221,438,6047699434,true
1-5,2024-12-27 14:01:58.795,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7221,438,6047699434,true
1-5,2024-12-27 14:01:58.795,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10088,313,6047699434,true
1-5,2024-12-27 14:01:58.795,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7221,438,6047699434,true
1-5,2024-12-27 14:01:58.795,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10088,313,6047699434,true
1-5,2024-12-27 14:01:58.795,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,874,1094,6047699434,true
1-5,2024-12-27 14:01:58.795,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,7221,438,6047699434,true
1-5,2024-12-27 14:01:58.795,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10088,313,6047699434,true
1-5,2024-12-27 14:01:58.795,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,874,1094,6047699434,true
1-5,2024-12-27 14:01:58.795,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,750,2032,6047699433,true
1-5,2024-12-27 14:01:58.917,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7221,536,6047699555,true
1-5,2024-12-27 14:01:58.917,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7221,536,6047699555,true
1-5,2024-12-27 14:01:58.917,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,10088,243,6047699555,true
1-5,2024-12-27 14:01:58.917,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7221,536,6047699555,true
1-5,2024-12-27 14:01:58.917,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,10088,243,6047699555,true
