Starting Wi-Fi RTT Ranging...
Label: 13, Timestamp: 2024-11-28 15:10:18.408, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 5913 mm, StdDev: 126 mm, timeStemp: 3546199047, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.408, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 5913 mm, StdDev: 126 mm, timeStemp: 3546199047, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.408, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -61, Distance: 8833 mm, StdDev: 290 mm, timeStemp: 3546199047, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.408, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 5913 mm, StdDev: 126 mm, timeStemp: 3546199047, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.408, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -61, Distance: 8833 mm, StdDev: 290 mm, timeStemp: 3546199047, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.408, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -64, Distance: 4272 mm, StdDev: 1027 mm, timeStemp: 3546199047, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.408, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 5913 mm, StdDev: 126 mm, timeStemp: 3546199047, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.408, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -61, Distance: 8833 mm, StdDev: 290 mm, timeStemp: 3546199047, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.408, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -64, Distance: 4272 mm, StdDev: 1027 mm, timeStemp: 3546199047, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.408, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -41, Distance: -1402 mm, StdDev: 309 mm, timeStemp: 3546199047, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.508, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5874 mm, StdDev: 57 mm, timeStemp: 3546199148, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.508, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5874 mm, StdDev: 57 mm, timeStemp: 3546199148, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.508, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -60, Distance: 8911 mm, StdDev: 273 mm, timeStemp: 3546199148, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.508, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5874 mm, StdDev: 57 mm, timeStemp: 3546199148, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.508, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -60, Distance: 8911 mm, StdDev: 273 mm, timeStemp: 3546199148, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.508, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -64, Distance: 4194 mm, StdDev: 1064 mm, timeStemp: 3546199148, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.508, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5874 mm, StdDev: 57 mm, timeStemp: 3546199148, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.508, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -60, Distance: 8911 mm, StdDev: 273 mm, timeStemp: 3546199148, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.508, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -64, Distance: 4194 mm, StdDev: 1064 mm, timeStemp: 3546199148, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.508, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -37, Distance: -1285 mm, StdDev: 203 mm, timeStemp: 3546199148, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.611, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5835 mm, StdDev: 81 mm, timeStemp: 3546199251, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.611, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5835 mm, StdDev: 81 mm, timeStemp: 3546199251, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.611, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -58, Distance: 8647 mm, StdDev: 330 mm, timeStemp: 3546199251, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.611, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5835 mm, StdDev: 81 mm, timeStemp: 3546199251, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.611, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -58, Distance: 8647 mm, StdDev: 330 mm, timeStemp: 3546199251, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.611, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 4233 mm, StdDev: 1075 mm, timeStemp: 3546199251, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.611, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5835 mm, StdDev: 81 mm, timeStemp: 3546199251, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.611, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -58, Distance: 8647 mm, StdDev: 330 mm, timeStemp: 3546199251, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.611, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 4233 mm, StdDev: 1075 mm, timeStemp: 3546199251, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.611, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -40, Distance: -1255 mm, StdDev: 186 mm, timeStemp: 3546199251, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.722, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5483 mm, StdDev: 159 mm, timeStemp: 3546199361, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.722, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5483 mm, StdDev: 159 mm, timeStemp: 3546199361, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.722, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -55, Distance: 8728 mm, StdDev: 614 mm, timeStemp: 3546199361, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.722, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5483 mm, StdDev: 159 mm, timeStemp: 3546199361, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.722, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -55, Distance: 8728 mm, StdDev: 614 mm, timeStemp: 3546199361, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.722, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 4155 mm, StdDev: 1083 mm, timeStemp: 3546199361, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.722, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5483 mm, StdDev: 159 mm, timeStemp: 3546199361, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.722, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -55, Distance: 8728 mm, StdDev: 614 mm, timeStemp: 3546199361, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.722, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 4155 mm, StdDev: 1083 mm, timeStemp: 3546199361, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.722, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -40, Distance: -1324 mm, StdDev: 263 mm, timeStemp: 3546199361, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.816, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5600 mm, StdDev: 159 mm, timeStemp: 3546199456, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.816, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5600 mm, StdDev: 159 mm, timeStemp: 3546199456, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.816, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -60, Distance: 8755 mm, StdDev: 361 mm, timeStemp: 3546199456, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.816, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5600 mm, StdDev: 159 mm, timeStemp: 3546199456, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.816, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -60, Distance: 8755 mm, StdDev: 361 mm, timeStemp: 3546199456, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.816, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 4272 mm, StdDev: 1098 mm, timeStemp: 3546199456, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.816, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 5600 mm, StdDev: 159 mm, timeStemp: 3546199456, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.816, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -60, Distance: 8755 mm, StdDev: 361 mm, timeStemp: 3546199456, mcOn: true
Label: 13, Timestamp: 2024-11-28 15:10:18.816, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -63, Distance: 4272 mm, StdDev: 1098 mm, timeStemp: 3546199456, mcOn: true
