Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
32,2024-12-21 16:17:13.006,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5405,192,5537413645,True,5219.586385563694
32,2024-12-21 16:17:13.006,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5405,192,5537413645,True,5219.586385563694
32,2024-12-21 16:17:13.006,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,991,297,5537413645,True,762.4852484472049
32,2024-12-21 16:17:13.006,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5405,192,5537413645,True,5219.586385563694
32,2024-12-21 16:17:13.006,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,991,297,5537413645,True,762.4852484472049
32,2024-12-21 16:17:13.006,MCSLab RTT AP3,b0:e4:d5:88:16:86,-63,4942,247,5537413645,True,4706.757371362497
32,2024-12-21 16:17:13.120,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4848,263,5537413759,True,4598.533359420857
32,2024-12-21 16:17:13.120,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4848,263,5537413759,True,4598.533359420857
32,2024-12-21 16:17:13.120,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,718,653,5537413759,True,376.0204230488694
32,2024-12-21 16:17:13.120,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4848,263,5537413759,True,4598.533359420857
32,2024-12-21 16:17:13.120,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,718,653,5537413759,True,376.0204230488694
32,2024-12-21 16:17:13.120,MCSLab RTT AP3,b0:e4:d5:88:16:86,-66,4940,300,5537413759,True,4657.175572519084
32,2024-12-21 16:17:13.230,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4350,488,5537413869,True,3911.2236461347666
32,2024-12-21 16:17:13.230,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4350,488,5537413869,True,3911.2236461347666
32,2024-12-21 16:17:13.230,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,913,593,5537413869,True,553.4986719787518
32,2024-12-21 16:17:13.230,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4350,488,5537413869,True,3911.2236461347666
32,2024-12-21 16:17:13.230,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,913,593,5537413869,True,553.4986719787518
32,2024-12-21 16:17:13.230,MCSLab RTT AP3,b0:e4:d5:88:16:86,-63,4881,314,5537413869,True,4585.979018286814
32,2024-12-21 16:17:13.340,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4731,306,5537413979,True,4443.5896366885045
32,2024-12-21 16:17:13.340,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4731,306,5537413979,True,4443.5896366885045
32,2024-12-21 16:17:13.340,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,1147,223,5537413979,True,960.2985401459854
32,2024-12-21 16:17:13.340,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4731,306,5537413979,True,4443.5896366885045
32,2024-12-21 16:17:13.340,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,1147,223,5537413979,True,960.2985401459854
32,2024-12-21 16:17:13.340,MCSLab RTT AP3,b0:e4:d5:88:16:86,-63,4940,132,5537413979,True,4811.435331230284
32,2024-12-21 16:17:13.450,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5444,162,5537414090,True,5286.681412772031
32,2024-12-21 16:17:13.450,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5444,162,5537414090,True,5286.681412772031
32,2024-12-21 16:17:13.450,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,991,535,5537414090,True,643.5655307994757
32,2024-12-21 16:17:13.450,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5444,162,5537414090,True,5286.681412772031
32,2024-12-21 16:17:13.450,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,991,535,5537414090,True,643.5655307994757
32,2024-12-21 16:17:13.450,MCSLab RTT AP3,b0:e4:d5:88:16:86,-65,4500,87,5537414090,True,4414.650098103335
32,2024-12-21 16:17:13.575,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,5678,368,5537414200,True,5332.398941448892
32,2024-12-21 16:17:13.575,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,5678,368,5537414200,True,5332.398941448892
32,2024-12-21 16:17:13.575,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,1069,290,5537414200,True,840.8837380426785
32,2024-12-21 16:17:13.575,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,5678,368,5537414200,True,5332.398941448892
32,2024-12-21 16:17:13.575,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,1069,290,5537414200,True,840.8837380426785
32,2024-12-21 16:17:13.575,MCSLab RTT AP3,b0:e4:d5:88:16:86,-62,4969,117,5537414200,True,4854.691506095163
32,2024-12-21 16:17:13.671,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5913,744,5537414311,True,5252.150968904913
32,2024-12-21 16:17:13.671,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5913,744,5537414311,True,5252.150968904913
32,2024-12-21 16:17:13.671,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,1030,519,5537414311,True,684.8934796642995
32,2024-12-21 16:17:13.671,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5913,744,5537414311,True,5252.150968904913
32,2024-12-21 16:17:13.671,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,1030,519,5537414311,True,684.8934796642995
32,2024-12-21 16:17:13.671,MCSLab RTT AP3,b0:e4:d5:88:16:86,-64,4881,580,5537414311,True,4362.600439479948
32,2024-12-21 16:17:13.780,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,5679,975,5537414420,True,4846.86519386835
32,2024-12-21 16:17:13.780,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,5679,975,5537414420,True,4846.86519386835
32,2024-12-21 16:17:13.780,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,1069,525,5537414420,True,716.9140526976161
32,2024-12-21 16:17:13.780,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,5679,975,5537414420,True,4846.86519386835
32,2024-12-21 16:17:13.780,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,1069,525,5537414420,True,716.9140526976161
32,2024-12-21 16:17:13.780,MCSLab RTT AP3,b0:e4:d5:88:16:86,-63,4735,232,5537414420,True,4513.836319710087
32,2024-12-21 16:17:13.910,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,5561,1378,5537414544,True,4456.653840611039
32,2024-12-21 16:17:13.910,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,5561,1378,5537414544,True,4456.653840611039
32,2024-12-21 16:17:13.910,MCSLab RTT AP1,24:29:34:e2:4c:36,-50,1104,681,5537414544,True,682.8100840336134
32,2024-12-21 16:17:13.910,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,5561,1378,5537414544,True,4456.653840611039
32,2024-12-21 16:17:13.910,MCSLab RTT AP1,24:29:34:e2:4c:36,-50,1104,681,5537414544,True,682.8100840336134
32,2024-12-21 16:17:13.910,MCSLab RTT AP3,b0:e4:d5:88:16:86,-64,4647,196,5537414544,True,4458.932273384266
32,2024-12-21 16:17:14.039,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5874,1858,5537414674,True,4462.477496120021
32,2024-12-21 16:17:14.039,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5874,1858,5537414674,True,4462.477496120021
32,2024-12-21 16:17:14.039,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,1030,405,5537414674,True,739.3031358885017
32,2024-12-21 16:17:14.039,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,5874,1858,5537414674,True,4462.477496120021
32,2024-12-21 16:17:14.039,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,1030,405,5537414674,True,739.3031358885017
32,2024-12-21 16:17:14.039,MCSLab RTT AP3,b0:e4:d5:88:16:86,-62,4767,244,5537414674,True,4534.881061664339
32,2024-12-21 16:17:14.169,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6967,1840,5537414804,True,5511.42148291132
32,2024-12-21 16:17:14.169,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6967,1840,5537414804,True,5511.42148291132
32,2024-12-21 16:17:14.169,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,835,364,5537414804,True,581.5054211843203
32,2024-12-21 16:17:14.169,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,6967,1840,5537414804,True,5511.42148291132
32,2024-12-21 16:17:14.169,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,835,364,5537414804,True,581.5054211843203
32,2024-12-21 16:17:14.169,MCSLab RTT AP3,b0:e4:d5:88:16:86,-65,4676,248,5537414804,True,4440.490658001625
32,2024-12-21 16:17:14.298,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,6264,257,5537414933,True,6017.1286612482745
32,2024-12-21 16:17:14.298,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,6264,257,5537414933,True,6017.1286612482745
32,2024-12-21 16:17:14.298,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,1147,305,5537414933,True,906.0668044077136
