Label,X Position (meters),Y Position (meters),AP1_Distance (mm),AP2_Distance (mm),AP3_Distance (mm),AP4_Distance (mm),AP5_Distance (mm),AP6_Distance (mm),AP7_Distance (mm),AP8_Distance (mm),AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi,AP5_Rssi,AP6_Rssi,AP7_Rssi,AP8_Rssi
9,-6.5,2.72,17755.2,45304.2,41778.3,36149.7,27835.2,66409.2,28275,30965.55,-34,-70,-77,-69,-52,-78,-58,-57
9,-6.5,2.72,17780.85,45176.1,42683.4,35737.95,27553.2,66127.65,28377.75,30965.55,-34,-70,-78,-67,-52,-78,-57,-57
9,-6.5,2.72,17781,45175.65,40785.9,35736.75,27552.45,66126.9,28378.05,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17781,45174.9,39837.15,35734.5,27550.95,66125.4,28378.65,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17781.15,45174.6,40938.15,35733.45,27550.05,66124.5,28378.95,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17781.3,45174.3,42069.15,35732.4,27549.45,66123.9,28379.1,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17781.3,45174,41215.5,35731.2,27548.55,66123,28379.4,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17781.45,45173.25,41043.6,35728.95,27547.05,66121.65,28380,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17781.45,45172.95,41279.85,35727.75,27546.3,66120.9,28380.15,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17781.6,45172.65,42037.05,35726.7,27545.55,66120.15,28380.45,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17781.6,45172.2,40106.25,35725.65,27544.8,66119.25,28380.75,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17781.75,45171.9,40106.1,35724.45,27544.05,66118.5,28381.05,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17781.75,45171.45,41329.05,35723.4,27543.3,66117.75,28381.35,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17781.9,45171.15,40193.4,35722.35,27542.55,66117,28381.5,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17781.9,45170.85,40081.5,35721.15,27541.8,66116.25,28381.8,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17782.05,45170.4,40071.9,35719.95,27541.05,66115.5,28382.1,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17782.05,45169.65,39871.8,35717.85,27539.4,66114,28382.7,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17782.2,45169.2,40266.75,35715.6,27538.05,66112.5,28383.15,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17782.35,45168.45,40978.65,35713.35,27536.55,66111,28383.9,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17782.5,45168,41789.1,35712.3,27535.8,66110.25,28384.2,30965.55,-34,-70,-78,-67,-52,-78,-57,-57
9,-6.5,2.72,17782.5,45167.7,41337.75,35711.25,27534.9,66109.5,28384.5,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17782.65,45167.1,41719.35,35709,27533.4,66108,28384.95,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17782.8,45166.65,41315.1,35707.95,27532.5,66107.1,28385.25,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17782.8,45166.05,40142.1,35705.7,27531,66105.6,28385.7,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17782.95,45165.6,40713,35704.5,27530.25,66104.85,28386,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17783.1,45165.3,41223.45,35703.45,27529.5,66104.1,28386.3,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17783.1,45164.55,40181.85,35701.2,27528.15,66102.6,28386.9,30965.55,-34,-70,-78,-67,-52,-78,-57,-57
9,-6.5,2.72,17783.25,45164.25,39724.8,35700,27527.25,66101.85,28387.2,30965.55,-34,-70,-78,-67,-52,-78,-57,-57
9,-6.5,2.72,17783.4,45163.5,39824.1,35697.75,27525.75,66100.35,28387.65,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17783.4,45162.9,40025.25,35695.65,27524.25,66098.85,28388.1,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17783.55,45162.6,41157.15,35694.6,27523.5,66098.1,28388.4,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17783.7,45161.85,39891.6,35692.35,27522,66096.6,28389,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17783.7,45161.55,40761.75,35691.15,27521.25,66095.7,28389.3,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17783.85,45160.8,39791.7,35688.9,27519.75,66094.2,28389.9,30965.55,-34,-70,-78,-67,-52,-78,-57,-57
9,-6.5,2.72,17784,45160.5,39938.1,35687.85,27519,66093.45,28390.2,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17784,45160.05,39831.75,35686.8,27518.1,66092.7,28390.5,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17784.15,45159.3,39849.45,35684.55,27516.75,66091.2,28391.1,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17784.3,45159.15,40384.8,35683.35,27516,66090.45,28391.25,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17784.3,45158.7,40419.15,35682.3,27515.25,66089.7,28391.55,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17784.45,45158.4,40059.45,35681.25,27514.35,66088.95,28391.85,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17784.45,45157.65,40978.65,35679,27512.85,66087.45,28392.45,30965.55,-34,-70,-78,-67,-52,-78,-57,-57
9,-6.5,2.72,17784.6,45157.35,39742.8,35677.8,27512.1,66086.7,28392.6,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17784.6,45157.05,40106.25,35676.75,27511.35,66085.95,28392.9,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17784.75,45156.75,40226.1,35675.7,27510.6,66085.05,28393.2,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17784.75,45156.3,41257.5,35674.5,27509.85,66084.45,28393.5,30965.55,-34,-70,-77,-67,-52,-78,-57,-57
9,-6.5,2.72,17810.4,45028.2,40405.2,35262.75,27227.85,65802.9,28496.1,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17810.55,44352.9,40405.65,35261.55,27227.1,65802.15,28496.25,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17810.55,44396.85,40407.15,35260.5,27226.35,65801.4,28496.55,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17810.7,45363.45,40408.5,35259.3,27225.6,65800.65,28496.85,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17810.7,44390.1,40411.5,35257.05,27223.95,65799,28497.45,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17810.85,44524.65,40412.85,35256,27223.2,65798.25,28497.75,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17811,44253.75,40414.35,35254.95,27222.45,65797.65,28498.05,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17811,44189.4,40417.2,35252.7,27220.95,65796,28498.65,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17811.15,44325,40418.55,35251.65,27220.2,65795.25,28498.95,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17811.15,44268,40420.05,35250.45,27219.6,65794.65,28499.1,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17811.3,44523.6,40421.55,35249.4,27218.7,65793.75,28499.4,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17811.3,46320.3,40422.9,35248.2,27217.95,65793,28499.7,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17811.45,43957.05,40424.55,35247.15,27217.2,65792.25,28500,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17811.45,43644,40425.9,35246.1,27216.45,65791.5,28500.3,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17811.6,43969.5,40427.25,35244.9,27215.7,65790.75,28500.45,30965.55,-34,-71,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17811.6,45370.65,40428.75,35243.85,27214.95,65790,28500.75,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17811.75,44806.2,40430.25,35242.65,27214.2,65789.25,28501.05,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17811.75,44496.15,40433.1,35240.4,27212.55,65787.6,28501.65,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17811.9,45687.45,40434.6,35239.35,27211.8,65787,28501.95,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.05,44723.25,40435.95,35238.3,27211.05,65786.25,28502.1,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.05,44090.55,40437.45,35237.25,27210.3,65785.5,28502.4,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.2,45361.2,40440.3,35234.85,27208.8,65783.85,28503,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.2,44625.3,40441.65,35233.8,27208.05,65783.1,28503.3,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.35,46039.65,40443.15,35232.75,27207.3,65782.35,28503.45,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.35,44478.45,40444.65,35231.55,27206.55,65781.6,28503.75,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.5,45944.1,40446.15,35230.5,27205.8,65780.85,28504.05,30965.55,-34,-71,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.5,44631.15,40447.5,35229.45,27205.05,65780.1,28504.35,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.65,44845.95,40448.85,35228.25,27204.3,65779.35,28504.65,30965.55,-34,-71,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.65,44715.3,40450.35,35227.2,27203.55,65778.6,28504.95,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.8,44692.35,40451.85,35226,27202.8,65777.85,28505.25,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.8,45513.3,40453.35,35224.95,27201.9,65777.1,28505.55,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.95,46403.1,40456.2,35222.7,27200.4,65775.6,28506.15,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17812.95,44818.05,40457.7,35221.5,27199.8,65774.85,28506.3,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17813.1,45820.95,40460.55,35219.4,27198.3,65773.35,28506.9,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17813.1,46018.5,40461.9,35218.35,27197.55,65772.6,28507.2,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17813.25,45391.95,40463.4,35217.15,27196.8,65771.85,28507.35,30965.55,-34,-71,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17813.4,44295.3,40464.75,35216.1,27195.9,65770.95,28507.65,30965.55,-34,-71,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17813.4,44090.55,40466.25,35214.9,27195.3,65770.35,28507.95,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17813.4,44090.55,40467.75,35213.85,27194.4,65769.45,28508.25,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17813.7,46201.95,40470.6,35211.6,27192.9,65767.95,28508.85,30965.55,-34,-70,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17813.85,44383.8,40473.45,35209.35,27191.25,65766.45,28509.3,30965.55,-34,-71,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17813.85,45453.15,40476.45,35207.1,27189.9,65764.95,28509.9,30965.55,-34,-71,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17814,44184.9,40477.95,35206.05,27189,65764.2,28510.2,30965.55,-34,-71,-77,-66,-51,-78,-56,-57
9,-6.5,2.72,17814,43856.25,40479.3,35204.85,27188.4,65763.45,28510.35,30965.55,-34,-70,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17814.15,43856.1,40480.65,35203.8,27187.65,65762.7,28510.8,30965.55,-34,-71,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17814.15,45386.85,40483.65,35201.55,27186,65761.2,28511.4,30965.55,-34,-70,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17814.3,44254.2,40485,35200.5,27185.25,65760.3,28511.7,30965.55,-34,-70,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17814.3,44506.35,40486.5,35199.3,27184.5,65759.7,28511.85,30965.55,-34,-70,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17814.45,45985.65,40488,35198.25,27183.75,65758.8,28512.15,30965.55,-34,-71,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17814.45,43895.25,40489.35,35197.2,27183,65758.05,28512.45,30965.55,-34,-71,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17814.6,44240.7,40490.85,35196.15,27182.25,65757.3,28512.75,30965.55,-34,-71,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17814.6,45735.6,40492.35,35194.95,27181.5,65756.55,28513.05,30965.55,-34,-70,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17814.75,45000,40493.7,35193.75,27180.75,65755.8,28513.2,30965.55,-34,-71,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17814.75,44197.65,40495.05,35192.7,27180,65755.05,28513.5,30965.55,-34,-71,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17814.9,44138.4,40498.05,35190.6,27178.5,65753.55,28514.1,30965.55,-34,-71,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17815.05,45723.9,40499.4,35189.4,27177.75,65752.8,28514.4,30965.55,-34,-70,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17815.05,45891.45,40500.9,35188.35,27177,65752.05,28514.55,30965.55,-34,-71,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17815.2,44091.3,40503.9,35185.95,27175.5,65750.55,28515.15,30965.55,-34,-70,-77,-65,-51,-78,-56,-57
9,-6.5,2.72,17840.55,44648.7,41033.7,34778.7,26896.35,65472,28616.7,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,17890.2,44650.05,41035.05,34777.5,26895.75,65471.4,28617,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,19715.55,44651.55,41036.55,34776.45,26895,65470.65,28617.15,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,19715.55,44653.2,41038.05,34775.4,26894.25,65469.9,28617.6,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,19715.55,44654.7,41039.4,34774.2,26893.35,65469,28617.9,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,17840.55,44657.7,41042.4,34771.95,26891.85,65467.5,28618.35,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,17840.55,44659.2,41043.75,34770.9,26891.1,65466.75,28618.65,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,17840.55,44660.7,41045.25,34769.7,26890.35,65466,28618.95,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,17484.75,44662.2,41046.75,34768.65,26889.6,65465.25,28619.25,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,18941.1,44663.7,41048.1,34767.6,26888.85,65464.5,28619.4,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,18659.55,44665.35,41049.6,34766.4,26888.1,65463.75,28619.7,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,18964.65,44668.35,41052.45,34764.15,26886.6,65462.25,28620.3,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,17746.5,44669.85,41053.8,34762.95,26885.85,65461.5,28620.45,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,17595.45,44671.35,41055.3,34761.9,26884.95,65460.6,28620.75,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,19490.4,44672.85,41056.8,34760.85,26884.35,65460,28621.05,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,19934.1,44674.35,41058.15,34759.8,26883.6,65459.25,28621.35,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,19517.55,44675.85,41059.65,34758.75,26882.7,65458.35,28621.65,30965.55,-34,-70,-77,-64,-51,-78,-56,-57
9,-6.5,2.72,19481.25,44677.35,41061,34757.55,26881.95,65457.6,28621.95,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,19683.3,44680.5,41064,34755.3,26880.45,65456.1,28622.4,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,19482.9,44682,41065.5,34754.25,26879.7,65455.35,28622.7,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17809.5,44683.5,41066.85,34753.05,26878.95,65454.75,28623,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,19004.55,44685,41068.35,34752,26878.2,65454,28623.3,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,19481.25,44686.5,41069.85,34750.8,26877.45,65453.1,28623.6,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,18460.35,44688,41071.2,34749.75,26876.7,65452.35,28623.9,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,19558.5,44691.15,41074.2,34747.5,26875.2,65450.85,28624.5,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,19217.7,44692.65,41075.55,34746.45,26874.45,65450.1,28624.65,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17606.25,44694.15,41076.9,34745.25,26873.7,65449.35,28624.95,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17703.3,44695.65,41078.55,34744.2,26872.95,65448.6,28625.25,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,19150.2,44697.15,41079.75,34743.15,26872.05,65447.7,28625.55,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,19444.5,44698.65,41081.25,34741.95,26871.45,65447.1,28625.85,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,19481.25,44700.15,41082.75,34740.9,26870.55,65446.2,28626.15,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17615.1,44703.3,41085.75,34738.65,26869.2,65444.85,28626.6,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17840.55,44706.3,41088.6,34736.4,26867.55,65443.2,28627.2,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,19024.95,44707.8,41089.95,34735.35,26866.8,65442.45,28627.35,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,18291.6,44709.45,41091.45,34734.15,26866.05,65441.7,28627.65,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17731.2,44712.3,41094.3,34731.9,26864.55,65440.2,28628.25,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17689.05,44713.95,41095.65,34730.85,26863.8,65439.45,28628.55,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17840.55,44715.45,41097.15,34729.8,26863.05,65438.7,28628.85,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17954.55,44716.95,41098.65,34728.6,26862.3,65437.95,28629.15,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,19601.25,44718.45,41100,34727.55,26861.4,65437.05,28629.45,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17837.55,44719.95,41101.5,34726.5,26860.8,65436.45,28629.75,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17606.25,44721.45,41103,34725.3,26859.9,65435.55,28630.05,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17606.25,44722.95,41104.35,34724.1,26859.15,65434.8,28630.2,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17606.25,44726.1,41107.35,34722,26857.8,65433.45,28630.8,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17606.25,44727.45,41108.7,34720.95,26856.9,65432.55,28631.1,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17795.25,44729.1,41110.2,34719.9,26856.15,65431.8,28631.4,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17667,44730.6,41111.55,34718.7,26855.4,65431.05,28631.55,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17606.25,44732.1,41113.05,34717.5,26854.65,65430.3,28631.85,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17731.05,44735.1,41116.05,34715.4,26853.15,65428.8,28632.45,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,18317.55,44736.75,41117.4,34714.35,26852.4,65428.05,28632.75,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,19038.75,44738.25,41118.9,34713.15,26851.65,65427.3,28632.9,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17643.3,44739.75,41120.4,34712.1,26850.9,65426.55,28633.2,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17840.55,44741.25,41121.75,34710.9,26850.15,65425.8,28633.5,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17837.55,44742.75,41123.1,34709.85,26849.4,65425.05,28633.8,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17638.8,44744.25,41124.6,34708.65,26848.65,65424.3,28634.1,30965.55,-33,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17501.1,44747.25,41127.45,34706.55,26847,65422.65,28634.7,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17816.4,44748.75,41128.95,34705.35,26846.25,65421.9,28634.85,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17609.1,44750.4,41130.45,34704.15,26845.5,65421.15,28635.15,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,17606.25,44751.9,41131.8,34703.1,26844.9,65420.55,28635.45,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,19017.45,44753.4,41133.3,34702.05,26844,65419.65,28635.75,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,18182.7,44754.9,41134.8,34700.85,26843.25,65419.05,28636.05,30965.55,-34,-70,-77,-64,-51,-78,-55,-57
9,-6.5,2.72,18135.3,45309.15,41661.6,34295.7,26565.75,65142,28737,30965.55,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18138.15,45312.15,41664.6,34293.45,26564.25,65140.5,28737.6,31268.25,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18139.65,45313.8,41665.95,34292.4,26563.65,65139.75,28737.75,30907.35,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18141.15,45315.3,41667.45,34291.35,26562.75,65139,28738.05,30807.75,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18142.5,45316.65,41668.8,34290.15,26562,65138.25,28738.35,31199.85,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18145.5,45319.8,41671.8,34287.9,26560.5,65136.75,28738.95,31120.05,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18148.35,45322.8,41674.65,34285.65,26559,65135.1,28739.4,30759.9,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18149.7,45324.3,41676.15,34284.6,26558.25,65134.5,28739.7,30965.55,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18152.7,45327.45,41679,34282.35,26556.75,65132.85,28740.3,30965.55,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18154.05,45328.8,41680.35,34281.3,26556,65132.1,28740.45,30790.65,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18155.55,45330.45,41681.85,34280.1,26555.25,65131.35,28740.75,32118.3,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18158.4,45333.45,41684.7,34278,26553.6,65129.85,28741.35,31906.05,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18159.9,45334.95,41686.2,34276.8,26552.85,65129.1,28741.65,32051.55,-36,-70,-77,-62,-51,-78,-55,-58
9,-6.5,2.72,18161.4,45336.45,41687.7,34275.75,26552.1,65128.35,28741.95,30857.85,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18162.9,45338.1,41689.2,34274.55,26551.35,65127.6,28742.25,31200,-36,-70,-77,-62,-51,-78,-55,-57
9,-6.5,2.72,18167.1,45342.45,41693.4,34271.25,26549.1,65125.35,28743.15,31107.9,-36,-70,-77,-62,-51,-79,-55,-57
9,-6.5,2.72,18168.6,45343.95,41694.9,34270.2,26548.35,65124.45,28743.45,31449.45,-36,-70,-77,-62,-51,-79,-55,-57
9,-6.5,2.72,18170.1,45345.6,41696.4,34269,26547.6,65123.85,28743.6,32840.55,-36,-70,-77,-62,-51,-79,-55,-57
9,-6.5,2.72,18171.6,45347.1,41697.75,34267.95,26546.85,65123.1,28743.9,32840.55,-36,-70,-77,-62,-51,-79,-55,-57
9,-6.5,2.72,18172.95,45348.6,41699.25,34266.9,26546.1,65122.35,28744.2,30965.55,-36,-70,-77,-62,-51,-79,-55,-57
9,-6.5,2.72,18174.45,45350.1,41700.75,34265.7,26545.35,65121.6,28744.5,30965.55,-36,-70,-77,-62,-51,-79,-55,-57
9,-6.5,2.72,18177.3,45353.1,41703.6,34263.45,26543.7,65119.95,28744.95,30965.55,-36,-70,-77,-62,-51,-79,-55,-57
