Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
13,2024-12-14 17:07:15.310,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,9758,87,4935615949,True,9671.768816658203
13,2024-12-14 17:07:15.310,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,9758,87,4935615949,True,9671.768816658203
13,2024-12-14 17:07:15.310,MCSLab RTT AP1,24:29:34:e2:4c:36,-68,3948,110,4935615949,True,3840.9817644159684
13,2024-12-14 17:07:15.310,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,9758,87,4935615949,True,9671.768816658203
13,2024-12-14 17:07:15.310,MCSLab RTT AP1,24:29:34:e2:4c:36,-68,3948,110,4935615949,True,3840.9817644159684
13,2024-12-14 17:07:15.310,MCSLab RTT AP3,b0:e4:d5:88:16:86,-39,-1588,499,4935615949,True,-1208.310493531385
13,2024-12-14 17:07:15.415,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,10093,126,4935616054,True,9968.553576670907
13,2024-12-14 17:07:15.415,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,10093,126,4935616054,True,9968.553576670907
13,2024-12-14 17:07:15.415,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,3999,0,4935616054,True,3999.0
13,2024-12-14 17:07:15.415,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,10093,126,4935616054,True,9968.553576670907
13,2024-12-14 17:07:15.415,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,3999,0,4935616054,True,3999.0
13,2024-12-14 17:07:15.415,MCSLab RTT AP3,b0:e4:d5:88:16:86,-42,-1422,124,4935616054,True,-1307.9456662354464
13,2024-12-14 17:07:15.527,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,8979,881,4935616167,True,8176.718154158215
13,2024-12-14 17:07:15.527,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,8979,881,4935616167,True,8176.718154158215
13,2024-12-14 17:07:15.527,MCSLab RTT AP1,24:29:34:e2:4c:36,-65,3960,1516,4935616167,True,2863.696128560993
13,2024-12-14 17:07:15.527,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,8979,881,4935616167,True,8176.718154158215
13,2024-12-14 17:07:15.527,MCSLab RTT AP1,24:29:34:e2:4c:36,-65,3960,1516,4935616167,True,2863.696128560993
13,2024-12-14 17:07:15.527,MCSLab RTT AP3,b0:e4:d5:88:16:86,-33,-1471,332,4935616167,True,-1200.1336661120356
13,2024-12-14 17:07:15.631,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7632,1721,4935616270,True,6227.672832246338
13,2024-12-14 17:07:15.631,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7632,1721,4935616270,True,6227.672832246338
13,2024-12-14 17:07:15.631,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,3960,1590,4935616270,True,2825.5135135135138
13,2024-12-14 17:07:15.631,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7632,1721,4935616270,True,6227.672832246338
13,2024-12-14 17:07:15.631,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,3960,1590,4935616270,True,2825.5135135135138
13,2024-12-14 17:07:15.631,MCSLab RTT AP3,b0:e4:d5:88:16:86,-41,-1319,523,4935616270,True,-944.4956568946797
13,2024-12-14 17:07:15.799,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,8686,950,4935616439,True,7829.659194686592
13,2024-12-14 17:07:15.799,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,8686,950,4935616439,True,7829.659194686592
13,2024-12-14 17:07:15.799,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,4077,1169,4935616439,True,3168.4958063286313
13,2024-12-14 17:07:15.799,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,8686,950,4935616439,True,7829.659194686592
13,2024-12-14 17:07:15.799,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,4077,1169,4935616439,True,3168.4958063286313
13,2024-12-14 17:07:15.799,MCSLab RTT AP3,b0:e4:d5:88:16:86,-42,-1475,559,4935616439,True,-1069.6288102261553
13,2024-12-14 17:07:16.073,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7544,1412,4935616703,True,6354.615453327378
13,2024-12-14 17:07:16.073,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7544,1412,4935616703,True,6354.615453327378
13,2024-12-14 17:07:16.073,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,3843,1658,4935616703,True,2684.7207780403564
13,2024-12-14 17:07:16.073,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7544,1412,4935616703,True,6354.615453327378
13,2024-12-14 17:07:16.073,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,3843,1658,4935616703,True,2684.7207780403564
13,2024-12-14 17:07:16.073,MCSLab RTT AP3,b0:e4:d5:88:16:86,-42,-1475,515,4935616703,True,-1093.2788944723618
13,2024-12-14 17:07:16.335,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,5962,1314,4935616972,True,4885.300164925783
13,2024-12-14 17:07:16.335,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,5962,1314,4935616972,True,4885.300164925783
13,2024-12-14 17:07:16.335,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,3960,1459,4935616972,True,2893.8180476102602
13,2024-12-14 17:07:16.335,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,5962,1314,4935616972,True,4885.300164925783
13,2024-12-14 17:07:16.335,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,3960,1459,4935616972,True,2893.8180476102602
13,2024-12-14 17:07:16.335,MCSLab RTT AP3,b0:e4:d5:88:16:86,-42,-1397,530,4935616972,True,-1012.7706279190451
13,2024-12-14 17:07:16.598,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,6430,965,4935617235,True,5590.926301555105
13,2024-12-14 17:07:16.598,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,6430,965,4935617235,True,5590.926301555105
13,2024-12-14 17:07:16.598,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,3882,1538,4935617235,True,2780.428782287823
13,2024-12-14 17:07:16.598,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,6430,965,4935617235,True,5590.926301555105
13,2024-12-14 17:07:16.598,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,3882,1538,4935617235,True,2780.428782287823
13,2024-12-14 17:07:16.598,MCSLab RTT AP3,b0:e4:d5:88:16:86,-41,-1504,641,4935617235,True,-1054.5529137529138
13,2024-12-14 17:07:16.800,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,6372,1115,4935617436,True,5423.051155335916
13,2024-12-14 17:07:16.800,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,6372,1115,4935617436,True,5423.051155335916
13,2024-12-14 17:07:16.800,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,3843,1513,4935617436,True,2757.402725914862
13,2024-12-14 17:07:16.800,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,6372,1115,4935617436,True,5423.051155335916
13,2024-12-14 17:07:16.800,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,3843,1513,4935617436,True,2757.402725914862
13,2024-12-14 17:07:16.800,MCSLab RTT AP3,b0:e4:d5:88:16:86,-42,-1475,574,4935617436,True,-1061.798438262567
13,2024-12-14 17:07:16.922,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,6342,1109,4935617558,True,5398.062541940679
13,2024-12-14 17:07:16.922,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,6342,1109,4935617558,True,5398.062541940679
13,2024-12-14 17:07:16.922,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,4077,1386,4935617558,True,3042.6375617792423
13,2024-12-14 17:07:16.922,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,6342,1109,4935617558,True,5398.062541940679
13,2024-12-14 17:07:16.922,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,4077,1386,4935617558,True,3042.6375617792423
13,2024-12-14 17:07:16.922,MCSLab RTT AP3,b0:e4:d5:88:16:86,-42,-1475,616,4935617558,True,-1040.4710664753707
13,2024-12-14 17:07:17.049,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,6137,1359,4935617685,True,5024.382203842049
13,2024-12-14 17:07:17.049,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,6137,1359,4935617685,True,5024.382203842049
13,2024-12-14 17:07:17.049,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,3999,1464,4935617685,True,2927.329489291598
13,2024-12-14 17:07:17.049,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,6137,1359,4935617685,True,5024.382203842049
13,2024-12-14 17:07:17.049,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,3999,1464,4935617685,True,2927.329489291598
13,2024-12-14 17:07:17.049,MCSLab RTT AP3,b0:e4:d5:88:16:86,-41,-1475,570,4935617685,True,-1063.8753056234718
13,2024-12-14 17:07:17.179,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,6811,966,4935617815,True,5964.989198919892
13,2024-12-14 17:07:17.179,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,6811,966,4935617815,True,5964.989198919892
13,2024-12-14 17:07:17.179,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,4038,1432,4935617815,True,2980.885557586837
13,2024-12-14 17:07:17.179,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,6811,966,4935617815,True,5964.989198919892
13,2024-12-14 17:07:17.179,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,4038,1432,4935617815,True,2980.885557586837
13,2024-12-14 17:07:17.179,MCSLab RTT AP3,b0:e4:d5:88:16:86,-42,-1475,650,4935617815,True,-1023.8235294117648
13,2024-12-14 17:07:17.306,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,8647,270,4935617942,True,8385.175395312324
