Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn
1-1,2024-12-27 13:55:11.668,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8435,151,6047292306,true
1-1,2024-12-27 13:55:11.668,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8435,151,6047292306,true
1-1,2024-12-27 13:55:11.668,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,13927,802,6047292306,true
1-1,2024-12-27 13:55:11.668,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8435,151,6047292306,true
1-1,2024-12-27 13:55:11.668,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,13927,802,6047292306,true
1-1,2024-12-27 13:55:11.668,MCSLab RTT AP3,b0:e4:d5:88:16:86,-44,-354,58,6047292306,true
1-1,2024-12-27 13:55:11.771,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8469,88,6047292407,true
1-1,2024-12-27 13:55:11.771,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8469,88,6047292407,true
1-1,2024-12-27 13:55:11.771,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,13603,137,6047292407,true
1-1,2024-12-27 13:55:11.771,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8469,88,6047292407,true
1-1,2024-12-27 13:55:11.771,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,13603,137,6047292407,true
1-1,2024-12-27 13:55:11.771,MCSLab RTT AP3,b0:e4:d5:88:16:86,-44,-421,108,6047292407,true
1-1,2024-12-27 13:55:11.886,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8519,125,6047292525,true
1-1,2024-12-27 13:55:11.886,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8519,125,6047292525,true
1-1,2024-12-27 13:55:11.886,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,13520,149,6047292525,true
1-1,2024-12-27 13:55:11.886,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8519,125,6047292525,true
1-1,2024-12-27 13:55:11.886,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,13520,149,6047292525,true
1-1,2024-12-27 13:55:11.886,MCSLab RTT AP3,b0:e4:d5:88:16:86,-44,-404,75,6047292525,true
1-1,2024-12-27 13:55:12.076,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,7544,461,6047292714,true
1-1,2024-12-27 13:55:12.076,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,7544,461,6047292714,true
1-1,2024-12-27 13:55:12.076,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,11343,107,6047292714,true
1-1,2024-12-27 13:55:12.076,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,7544,461,6047292714,true
1-1,2024-12-27 13:55:12.076,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,11343,107,6047292714,true
1-1,2024-12-27 13:55:12.076,MCSLab RTT AP3,b0:e4:d5:88:16:86,-44,-518,81,6047292714,true
