Starting Wi-Fi RTT Ranging...
Label: 44, Timestamp: 2024-11-28 14:58:58.510, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 2085 mm, StdDev: 193 mm, timeStemp: 3545519141, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.510, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 2085 mm, StdDev: 193 mm, timeStemp: 3545519141, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.510, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -69, Distance: 6763 mm, StdDev: 1097 mm, timeStemp: 3545519141, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.510, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 2085 mm, StdDev: 193 mm, timeStemp: 3545519141, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.510, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -69, Distance: 6763 mm, StdDev: 1097 mm, timeStemp: 3545519141, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.510, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -71, Distance: 5640 mm, StdDev: 241 mm, timeStemp: 3545519141, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.510, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 2085 mm, StdDev: 193 mm, timeStemp: 3545519141, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.510, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -69, Distance: 6763 mm, StdDev: 1097 mm, timeStemp: 3545519141, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.510, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -71, Distance: 5640 mm, StdDev: 241 mm, timeStemp: 3545519141, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.510, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -65, Distance: 4925 mm, StdDev: 1363 mm, timeStemp: 3545519141, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.622, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 1968 mm, StdDev: 249 mm, timeStemp: 3545519252, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.622, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 1968 mm, StdDev: 249 mm, timeStemp: 3545519252, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.622, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -70, Distance: 8169 mm, StdDev: 151 mm, timeStemp: 3545519252, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.622, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 1968 mm, StdDev: 249 mm, timeStemp: 3545519252, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.622, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -70, Distance: 8169 mm, StdDev: 151 mm, timeStemp: 3545519252, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.622, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -71, Distance: 5522 mm, StdDev: 231 mm, timeStemp: 3545519252, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.622, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -63, Distance: 1968 mm, StdDev: 249 mm, timeStemp: 3545519252, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.622, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -70, Distance: 8169 mm, StdDev: 151 mm, timeStemp: 3545519252, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.622, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -71, Distance: 5522 mm, StdDev: 231 mm, timeStemp: 3545519252, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.622, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -65, Distance: 4837 mm, StdDev: 1428 mm, timeStemp: 3545519252, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.714, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -61, Distance: 1733 mm, StdDev: 306 mm, timeStemp: 3545519354, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.714, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -61, Distance: 1733 mm, StdDev: 306 mm, timeStemp: 3545519354, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.714, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -71, Distance: 5708 mm, StdDev: 1269 mm, timeStemp: 3545519354, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.714, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -61, Distance: 1733 mm, StdDev: 306 mm, timeStemp: 3545519354, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.714, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -71, Distance: 5708 mm, StdDev: 1269 mm, timeStemp: 3545519354, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.714, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3916 mm, StdDev: 2031 mm, timeStemp: 3545519354, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.714, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -61, Distance: 1733 mm, StdDev: 306 mm, timeStemp: 3545519354, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.714, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -71, Distance: 5708 mm, StdDev: 1269 mm, timeStemp: 3545519354, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.714, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3916 mm, StdDev: 2031 mm, timeStemp: 3545519354, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.714, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -65, Distance: 3206 mm, StdDev: 725 mm, timeStemp: 3545519354, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.853, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -62, Distance: 2046 mm, StdDev: 973 mm, timeStemp: 3545519493, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.853, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -62, Distance: 2046 mm, StdDev: 973 mm, timeStemp: 3545519493, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.853, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -70, Distance: 5903 mm, StdDev: 1561 mm, timeStemp: 3545519493, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.853, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -62, Distance: 2046 mm, StdDev: 973 mm, timeStemp: 3545519493, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.853, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -70, Distance: 5903 mm, StdDev: 1561 mm, timeStemp: 3545519493, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.853, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -68, Distance: 5600 mm, StdDev: 411 mm, timeStemp: 3545519493, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.853, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -62, Distance: 2046 mm, StdDev: 973 mm, timeStemp: 3545519493, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.853, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -70, Distance: 5903 mm, StdDev: 1561 mm, timeStemp: 3545519493, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.853, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -68, Distance: 5600 mm, StdDev: 411 mm, timeStemp: 3545519493, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:58.853, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -66, Distance: 2972 mm, StdDev: 890 mm, timeStemp: 3545519493, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:59.021, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -62, Distance: 1577 mm, StdDev: 1714 mm, timeStemp: 3545519661, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:59.021, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -62, Distance: 1577 mm, StdDev: 1714 mm, timeStemp: 3545519661, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:59.021, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -69, Distance: 8520 mm, StdDev: 1040 mm, timeStemp: 3545519661, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:59.021, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -62, Distance: 1577 mm, StdDev: 1714 mm, timeStemp: 3545519661, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:59.021, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -69, Distance: 8520 mm, StdDev: 1040 mm, timeStemp: 3545519661, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:59.021, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -68, Distance: 5874 mm, StdDev: 539 mm, timeStemp: 3545519661, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:59.021, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -62, Distance: 1577 mm, StdDev: 1714 mm, timeStemp: 3545519661, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:59.021, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -69, Distance: 8520 mm, StdDev: 1040 mm, timeStemp: 3545519661, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:59.021, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -68, Distance: 5874 mm, StdDev: 539 mm, timeStemp: 3545519661, mcOn: true
Label: 44, Timestamp: 2024-11-28 14:58:59.021, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -66, Distance: 3323 mm, StdDev: 771 mm, timeStemp: 3545519661, mcOn: true
