Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn
1-7,2024-12-27 14:04:44.929,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,10483,789,6047865568,true
1-7,2024-12-27 14:04:44.929,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,10483,789,6047865568,true
1-7,2024-12-27 14:04:44.929,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,9971,35,6047865567,true
1-7,2024-12-27 14:04:44.929,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,10483,789,6047865568,true
1-7,2024-12-27 14:04:44.929,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,9971,35,6047865567,true
1-7,2024-12-27 14:04:44.929,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,3208,181,6047865568,true
1-7,2024-12-27 14:04:44.929,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,10483,789,6047865568,true
1-7,2024-12-27 14:04:44.929,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,9971,35,6047865567,true
1-7,2024-12-27 14:04:44.929,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,3208,181,6047865568,true
1-7,2024-12-27 14:04:44.929,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,2010,679,6047865567,true
1-7,2024-12-27 14:04:45.055,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,10835,170,6047865694,true
1-7,2024-12-27 14:04:45.055,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,10835,170,6047865694,true
1-7,2024-12-27 14:04:45.055,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-58,9853,200,6047865694,true
1-7,2024-12-27 14:04:45.055,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,10835,170,6047865694,true
1-7,2024-12-27 14:04:45.055,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-58,9853,200,6047865694,true
1-7,2024-12-27 14:04:45.055,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,2866,127,6047865694,true
1-7,2024-12-27 14:04:45.055,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,10835,170,6047865694,true
1-7,2024-12-27 14:04:45.055,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-58,9853,200,6047865694,true
1-7,2024-12-27 14:04:45.055,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,2866,127,6047865694,true
1-7,2024-12-27 14:04:45.055,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,2364,691,6047865694,true
1-7,2024-12-27 14:04:45.184,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,11265,122,6047865817,true
1-7,2024-12-27 14:04:45.184,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,11265,122,6047865817,true
1-7,2024-12-27 14:04:45.184,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,9697,153,6047865816,true
1-7,2024-12-27 14:04:45.184,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,11265,122,6047865817,true
1-7,2024-12-27 14:04:45.184,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,9697,153,6047865816,true
1-7,2024-12-27 14:04:45.184,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,2632,403,6047865816,true
1-7,2024-12-27 14:04:45.184,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,11265,122,6047865817,true
1-7,2024-12-27 14:04:45.184,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,9697,153,6047865816,true
1-7,2024-12-27 14:04:45.184,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,2632,403,6047865816,true
1-7,2024-12-27 14:04:45.184,MCSLab RTT AP3,b0:e4:d5:88:16:86,-62,2215,532,6047865816,true
1-7,2024-12-27 14:04:45.300,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,10122,840,6047865938,true
1-7,2024-12-27 14:04:45.300,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,10122,840,6047865938,true
1-7,2024-12-27 14:04:45.300,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,9697,243,6047865938,true
1-7,2024-12-27 14:04:45.300,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,10122,840,6047865938,true
1-7,2024-12-27 14:04:45.300,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,9697,243,6047865938,true
1-7,2024-12-27 14:04:45.300,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,2710,782,6047865938,true
1-7,2024-12-27 14:04:45.300,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,10122,840,6047865938,true
1-7,2024-12-27 14:04:45.300,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,9697,243,6047865938,true
1-7,2024-12-27 14:04:45.300,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,2710,782,6047865938,true
1-7,2024-12-27 14:04:45.300,MCSLab RTT AP3,b0:e4:d5:88:16:86,-60,2039,225,6047865938,true
1-7,2024-12-27 14:04:45.422,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7016,1756,6047866061,true
1-7,2024-12-27 14:04:45.422,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7016,1756,6047866061,true
1-7,2024-12-27 14:04:45.422,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,9892,92,6047866061,true
1-7,2024-12-27 14:04:45.422,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7016,1756,6047866061,true
1-7,2024-12-27 14:04:45.422,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,9892,92,6047866061,true
1-7,2024-12-27 14:04:45.422,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,3032,207,6047866061,true
1-7,2024-12-27 14:04:45.422,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7016,1756,6047866061,true
1-7,2024-12-27 14:04:45.422,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,9892,92,6047866061,true
1-7,2024-12-27 14:04:45.422,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,3032,207,6047866061,true
1-7,2024-12-27 14:04:45.422,MCSLab RTT AP3,b0:e4:d5:88:16:86,-63,1075,931,6047866061,true
1-7,2024-12-27 14:04:45.546,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,9946,773,6047866183,true
1-7,2024-12-27 14:04:45.546,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,9946,773,6047866183,true
1-7,2024-12-27 14:04:45.546,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,9319,421,6047866183,true
1-7,2024-12-27 14:04:45.546,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,9946,773,6047866183,true
1-7,2024-12-27 14:04:45.546,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,9319,421,6047866183,true
1-7,2024-12-27 14:04:45.546,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,2749,381,6047866183,true
1-7,2024-12-27 14:04:45.546,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,9946,773,6047866183,true
1-7,2024-12-27 14:04:45.546,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,9319,421,6047866183,true
1-7,2024-12-27 14:04:45.546,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,2749,381,6047866183,true
1-7,2024-12-27 14:04:45.546,MCSLab RTT AP3,b0:e4:d5:88:16:86,-61,2821,825,6047866183,true
1-7,2024-12-27 14:04:45.671,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7251,1755,6047866309,true
1-7,2024-12-27 14:04:45.671,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7251,1755,6047866309,true
1-7,2024-12-27 14:04:45.671,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,9853,139,6047866309,true
1-7,2024-12-27 14:04:45.671,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7251,1755,6047866309,true
1-7,2024-12-27 14:04:45.671,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,9853,139,6047866309,true
1-7,2024-12-27 14:04:45.671,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3061,450,6047866309,true
1-7,2024-12-27 14:04:45.671,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,7251,1755,6047866309,true
1-7,2024-12-27 14:04:45.671,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,9853,139,6047866309,true
1-7,2024-12-27 14:04:45.671,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3061,450,6047866309,true
1-7,2024-12-27 14:04:45.671,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,2860,644,6047866309,true
1-7,2024-12-27 14:04:45.796,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,9975,586,6047866433,true
1-7,2024-12-27 14:04:45.796,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,9975,586,6047866433,true
1-7,2024-12-27 14:04:45.796,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,9766,85,6047866433,true
1-7,2024-12-27 14:04:45.796,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,9975,586,6047866433,true
1-7,2024-12-27 14:04:45.796,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,9766,85,6047866433,true
1-7,2024-12-27 14:04:45.796,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3022,466,6047866433,true
1-7,2024-12-27 14:04:45.796,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,9975,586,6047866433,true
1-7,2024-12-27 14:04:45.796,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,9766,85,6047866433,true
1-7,2024-12-27 14:04:45.796,MCSLab RTT AP1,24:29:34:e2:4c:36,-60,3022,466,6047866433,true
