Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn
36,2024-12-14 17:53:49.064,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,5141,98,4938409703,true
36,2024-12-14 17:53:49.064,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,5141,98,4938409703,true
36,2024-12-14 17:53:49.064,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,2197,562,4938409703,true
36,2024-12-14 17:53:49.064,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,5141,98,4938409703,true
36,2024-12-14 17:53:49.064,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,2197,562,4938409703,true
36,2024-12-14 17:53:49.064,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3374,679,4938409703,true
36,2024-12-14 17:53:49.064,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,5141,98,4938409703,true
36,2024-12-14 17:53:49.064,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,2197,562,4938409703,true
36,2024-12-14 17:53:49.064,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3374,679,4938409703,true
36,2024-12-14 17:53:49.064,MCSLab RTT AP3,b0:e4:d5:88:16:86,-60,7869,1754,4938409703,true
36,2024-12-14 17:53:49.191,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4438,198,4938409825,true
36,2024-12-14 17:53:49.191,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4438,198,4938409825,true
36,2024-12-14 17:53:49.191,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,1025,938,4938409825,true
36,2024-12-14 17:53:49.191,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4438,198,4938409825,true
36,2024-12-14 17:53:49.191,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,1025,938,4938409825,true
36,2024-12-14 17:53:49.191,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,3452,424,4938409825,true
36,2024-12-14 17:53:49.191,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4438,198,4938409825,true
36,2024-12-14 17:53:49.191,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,1025,938,4938409825,true
36,2024-12-14 17:53:49.191,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,3452,424,4938409825,true
