timeStemp,Label,AP1_Corrected Distance (mm),AP2_Corrected Distance (mm),AP3_Corrected Distance (mm),AP4_Corrected Distance (mm),AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi
553822129,40,3479.3442828485454,865.3193277310925,4264.4100687513865,3455.706855225312,-69.0,-67.0,-49.0,-61.0
553822142,40,3856.538315988647,1068.4840649428745,4258.436901653612,3440.861336515513,-69.0,-69.0,-49.0,-61.0
553822155,40,3029.914605137964,1212.7354838709678,3762.613969828477,3521.4880393996245,-69.0,-66.0,-48.0,-60.0
553822167,40,3113.256454388985,1012.426518615284,3810.447184545828,3516.5398126463697,-69.0,-68.0,-46.0,-61.0
553822180,40,3273.2241529105127,926.4943215780036,3814.721956521739,3594.4808287687542,-68.0,-65.0,-45.0,-60.0
553822192,40,3266.8380663342728,1233.2943244600704,3662.803062526584,3506.9689595232185,-68.0,-66.0,-46.0,-61.0
553822204,40,3352.5971078976645,1848.0769230769235,3887.133883248731,3204.990911386013,-68.0,-69.0,-45.0,-60.0
553822217,40,3296.5734375,2052.243595505618,3717.1935953420666,3662.3475609756097,-68.0,-68.0,-46.0,-61.0
553822229,40,3425.761309388497,2997.5703632427235,3706.2107456140343,3209.4819188191886,-69.0,-67.0,-46.0,-57.0
553822243,40,3182.321653189578,3142.02294030587,3623.755118589094,3183.121687929343,-69.0,-68.0,-45.0,-60.0
553822257,40,3335.0630130907475,3440.405845835489,3879.336805555555,3554.32270531401,-62.0,-68.0,-46.0,-60.0
553822271,40,3276.8247171067237,2432.626697581981,3653.4917759733494,3316.776879745285,-68.0,-70.0,-43.0,-60.0
553822286,40,3580.0315648085966,1258.164905833716,3932.4598272138232,3313.5307071201373,-68.0,-68.0,-46.0,-60.0
553822301,40,3237.053508771929,994.6616621983914,3831.936548767417,3650.7719426209583,-68.0,-64.0,-46.0,-60.0
553822315,40,3527.906684315023,926.7516375545852,3883.5507277862266,3736.0344224037344,-67.0,-66.0,-45.0,-54.0
553822330,40,3000.519978401728,926.7516375545852,3831.3801310043673,3357.8973468881723,-61.0,-66.0,-46.0,-59.0
553822344,40,3478.0341452805565,1503.24047501237,3819.654700854701,3486.5039072346863,-68.0,-66.0,-45.0,-59.0
553822359,40,3268.255042290176,1502.3626679018064,3785.996922400527,2298.4970575872217,-67.0,-65.0,-46.0,-54.0
553822373,40,3541.971428571429,1569.5510299625469,3824.557980316645,3556.2923038973854,-67.0,-64.0,-44.0,-59.0
553822387,40,3381.939856373429,1595.5203252032522,3884.6360145082144,3747.391179290508,-67.0,-64.0,-46.0,-60.0
553822402,40,3142.092703481925,1987.1135225375624,3727.213466440102,3500.8834903321763,-68.0,-65.0,-46.0,-59.0
553822416,40,3363.4305403631597,1355.5717017208417,3847.6074042186815,3426.8981665014867,-68.0,-65.0,-46.0,-60.0
553822429,40,3440.1971358245696,1845.753032659409,3781.836422413793,3543.182354386828,-68.0,-64.0,-45.0,-60.0
553822443,40,3158.2024074899687,1722.5242380261247,3744.0217391304345,3340.1060720584533,-67.0,-64.0,-46.0,-60.0
553822457,40,3320.8294402820625,1637.268551236749,3708.548664944014,3311.736447664252,-67.0,-65.0,-42.0,-59.0
553822472,40,3492.465822231928,1681.331720592682,3950.9132750905605,3643.6847852463,-68.0,-66.0,-46.0,-60.0
553822486,40,3468.613138686132,1973.299727520436,3889.4414095079233,3482.7531442663376,-67.0,-65.0,-42.0,-60.0
553822499,40,3274.6450110864744,1732.8500707213575,3870.936336076223,3425.20084200099,-68.0,-65.0,-45.0,-59.0
553822513,40,3532.582504970179,2051.06592920354,3875.132018209408,3817.0451990105694,-67.0,-67.0,-45.0,-55.0
553822526,40,3268.1232573578227,1960.0038054968288,3757.827202018079,3601.2961331375427,-67.0,-66.0,-44.0,-60.0
553822538,40,3309.1620553359685,1797.5859782093794,3841.8190414786163,3537.097399411188,-67.0,-66.0,-45.0,-59.0
553822552,40,3545.112170250499,1502.3626679018064,3843.471081487852,3378.842315369261,-67.0,-66.0,-46.0,-59.0
553822567,40,3577.685966422729,1561.6759749638902,3865.6664543524416,3419.797979797979,-67.0,-65.0,-46.0,-59.0
553822581,40,3286.303738317757,1543.836744407425,3738.663039014374,3525.352970544184,-67.0,-65.0,-46.0,-55.0
553822596,40,3245.6932226211848,1556.562724014337,3883.5507277862266,3483.8692695214104,-67.0,-65.0,-46.0,-59.0
553822611,40,3303.2093491388955,1464.12,3774.515164551516,3537.097399411188,-67.0,-65.0,-46.0,-59.0
553822625,40,3506.1627505928,1413.081289081289,3777.765554359527,3400.05021340698,-61.0,-65.0,-46.0,-59.0
553822640,40,3597.053606882859,1560.6282306163023,3747.585744234801,3640.151515151516,-68.0,-65.0,-44.0,-59.0
553822654,40,3583.614065934066,1629.8303354399611,3730.2360840372535,3645.453993687788,-67.0,-66.0,-45.0,-59.0
553822669,40,3444.822092762716,1640.398293029872,3790.1628521126754,3531.898334149926,-68.0,-66.0,-46.0,-59.0
553822684,40,3424.1071269487747,1481.6384535005227,3879.336805555555,3443.9643924302786,-67.0,-66.0,-46.0,-59.0
553822699,40,3141.413855558071,1785.5317496573778,3837.24491581019,3566.3829374697043,-67.0,-66.0,-46.0,-59.0
553822714,40,3410.4350044365574,1897.7414330218069,3940.118805453365,3565.968093000248,-67.0,-66.0,-44.0,-59.0
553822729,40,2895.820692415449,1732.1946601941747,3966.9738981600335,3330.6443679291688,-67.0,-66.0,-45.0,-60.0
553822743,40,3487.895528898582,1781.4626253418414,3865.913494809689,2918.9425641025646,-67.0,-66.0,-45.0,-56.0
553822758,40,3247.879856276668,1826.9263992948436,3855.0752641794265,3608.360961255517,-67.0,-65.0,-46.0,-59.0
553822772,40,3739.010372986096,1656.1033987553851,3842.6448839208947,3357.8725937183385,-67.0,-66.0,-45.0,-59.0
553822786,40,3492.561247216036,1707.2605470560966,3923.9846982758622,3483.8692695214104,-67.0,-67.0,-46.0,-59.0
553822801,40,3272.4682029692003,1687.9474929044468,3928.217691477886,3481.0362336702,-67.0,-67.0,-46.0,-59.0
553822815,40,3686.130548302872,1770.1671195652173,3972.216059957174,3542.3117936117937,-67.0,-67.0,-46.0,-59.0
553822829,40,3381.927188737352,1351.6949475691133,3735.9002169197393,3543.182354386828,-67.0,-66.0,-46.0,-59.0
553822843,40,3441.2113232389725,1633.0058451047246,3815.551424222657,3500.8834903321763,-67.0,-67.0,-46.0,-59.0
553822858,40,3309.872030479605,1767.76526458616,3954.6674630755865,3662.29882859192,-67.0,-67.0,-46.0,-59.0
553822873,40,3296.5734375,1864.7305443094915,3897.946794592237,3475.040354330709,-68.0,-66.0,-46.0,-59.0
553822888,40,3389.546558704453,1800.763325183374,3954.6674630755865,3777.40099795872,-68.0,-66.0,-45.0,-54.0
553822902,40,2873.745995423341,1825.9514959202172,3867.586326265686,3750.0877908371313,-59.0,-66.0,-46.0,-59.0
553822917,40,3596.260255844729,1993.7243010752688,3785.0994391717,3662.3475609756097,-67.0,-66.0,-45.0,-57.0
553822932,40,3363.4305403631597,1794.1800580832528,3850.0934740469515,3537.097399411188,-67.0,-66.0,-44.0,-59.0
553822947,40,3312.098901098901,1903.671875,3945.1826882177793,3632.226656990808,-67.0,-66.0,-46.0,-59.0
553822961,40,3427.160276415515,2174.4872897927257,3940.118805453365,3544.053343166175,-67.0,-66.0,-45.0,-59.0
553822976,40,4010.609836065574,1804.4916897506923,3813.136518771331,3679.3984317569225,-61.0,-66.0,-46.0,-59.0
553822991,40,3365.324698526128,1849.752788933512,3856.3638507718692,3362.0655412115198,-68.0,-65.0,-44.0,-59.0
553823005,40,3478.0341452805565,1710.604506232023,3896.2476024411503,3492.226508407517,-68.0,-66.0,-46.0,-59.0
553823019,40,3331.8425823568427,1852.8284268629257,3883.5507277862266,3566.8503216229587,-68.0,-66.0,-46.0,-57.0
553823034,40,3365.324698526128,1837.613594890511,3922.2940542869455,3378.842315369261,-68.0,-66.0,-45.0,-59.0
553823049,40,3405.901860877271,1951.4178905206943,4018.68479202773,3769.9821557752593,-68.0,-67.0,-44.0,-59.0
553823063,40,3597.82012987013,1852.8284268629257,3913.0214915108536,3380.529206190714,-68.0,-67.0,-46.0,-59.0
553823078,40,3393.1231516221583,1925.1580135440176,3797.3860636225927,3588.9990243902444,-68.0,-67.0,-46.0,-60.0
553823092,40,3586.7672679278485,1943.632978723404,3712.724297012303,1393.077375946173,-68.0,-67.0,-46.0,-55.0
553823107,40,3633.833881218497,1878.754197761194,3887.773814702045,3629.592700024172,-62.0,-67.0,-46.0,-59.0
553823122,40,3457.142857142857,1893.527975133215,3897.1080907534247,3415.4854981084486,-68.0,-67.0,-46.0,-56.0
553823137,40,3713.6028057869353,1795.8845243729295,3978.038189229779,3680.7775108121095,-68.0,-67.0,-46.0,-59.0
553823148,40,3290.697192513369,1668.0810028929604,3831.936548767417,3562.4435384235235,-68.0,-66.0,-46.0,-59.0
553823163,40,3281.2734693877555,1788.800457665904,3776.1396599956956,3473.331037875061,-68.0,-67.0,-46.0,-57.0
553823177,40,3531.022521527931,1855.5487914055504,3906.305299291997,1890.964558573854,-68.0,-67.0,-46.0,-54.0
553823191,40,3531.022521527931,1787.7359719438878,3819.704179364389,3446.5389982556694,-67.0,-67.0,-46.0,-59.0
