timeStemp,Label,AP1_Corrected Distance (mm),AP2_Corrected Distance (mm),AP3_Corrected Distance (mm),AP4_Corrected Distance (mm),AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi
725602652,6-2,6441.596298525428,3091.424548515457,8168.204826368453,-55.10116731517509,-62.0,-68.0,-59.0,-49.0
725602665,6-2,7348.916821932393,3379.0839673147366,8243.26798920061,-42.24060150375939,-62.0,-68.0,-58.0,-46.0
725602674,6-2,6185.329145728642,4438.05616093881,8087.933932853718,-58.51652892561984,-62.0,-68.0,-57.0,-47.0
725602703,6-2,5673.714769360982,4556.489731768651,8126.3365646057455,-107.50367647058825,-62.0,-69.0,-60.0,-49.0
725602730,6-2,6197.662131818783,4592.783203923171,7992.344348250214,-62.422934648582,-61.0,-67.0,-60.0,-49.0
725602758,6-2,5369.03434310708,4321.66578541529,7508.607201694515,-77.3979381443299,-61.0,-69.0,-61.0,-49.0
725602785,6-2,6085.786654561962,3917.7507443641,8049.328042959426,-87.35175504107544,-61.0,-69.0,-60.0,-44.0
725602799,6-2,4640.463247603105,4094.672989031079,7959.118135671434,-40.94201183431953,-62.0,-69.0,-57.0,-48.0
725602812,6-2,5560.698927061884,4026.931318681319,8050.882756958669,-71.77754891864058,-61.0,-69.0,-59.0,-49.0
725602825,6-2,6135.5045,4366.3657042869645,7962.24684159378,-64.40839694656489,-60.0,-69.0,-60.0,-49.0
725602839,6-2,4999.569448721896,4265.667267808837,8147.105788423153,-25.05874499332443,-61.0,-69.0,-60.0,-43.0
725602853,6-2,5569.112195121952,4678.650081566068,7486.582658688257,-98.08653846153844,-61.0,-68.0,-58.0,-49.0
725602867,6-2,5635.175716549043,4154.505309181762,8071.944692343824,-95.13886010362694,-61.0,-67.0,-61.0,-48.0
725602881,6-2,6373.346484935437,4555.535093232767,7546.794086339444,-150.383631713555,-61.0,-68.0,-61.0,-49.0
725602896,6-2,5743.174876847292,4482.350746268657,8046.035163776493,-58.72969837587007,-61.0,-68.0,-62.0,-48.0
725602911,6-2,5495.254533985175,4321.000865800866,7987.742404692082,-98.70379746835444,-62.0,-68.0,-57.0,-42.0
725602924,6-2,6039.274842389674,4758.6125,8242.919933475885,-16.80691642651297,-62.0,-67.0,-61.0,-49.0
725602938,6-2,5804.197196117701,4687.6788453774725,8110.300468919081,-41.29282218597064,-61.0,-68.0,-61.0,-44.0
725602952,6-2,5576.834653305317,4668.782196579436,8216.566015393724,-95.13886010362694,-62.0,-67.0,-61.0,-49.0
725602968,6-2,5488.130427867028,4721.992883285889,8070.515553960276,-91.378125,-62.0,-68.0,-60.0,-43.0
725602982,6-2,5744.25404007757,4545.395559210527,8210.783683707596,-87.780163599182,-62.0,-68.0,-61.0,-44.0
725602997,6-2,6428.853060610618,3250.2324347576714,8096.671347977434,-93.68265306122449,-62.0,-62.0,-61.0,-49.0
725603011,6-2,5022.457576122278,4742.353510895884,8184.9055994257,-92.97615262321143,-62.0,-68.0,-61.0,-43.0
725603029,6-2,5095.272831050228,4606.903258864521,8162.037639515554,,-62.0,-68.0,-61.0,
725603046,6-2,5151.789635485288,4207.802752293578,8036.357469328843,-110.3433962264151,-62.0,-68.0,-61.0,-49.0
725603059,6-2,5114.7162763118895,4567.017223272422,8181.68848013206,-93.68265306122449,-62.0,-68.0,-58.0,-49.0
725603073,6-2,6021.287444320713,4280.236706689537,8275.835721899799,-75.83895538628944,-62.0,-68.0,-61.0,-49.0
725603088,6-2,5491.405521384638,4490.009611277232,8062.456073881128,-93.20710659898478,-62.0,-68.0,-61.0,-48.0
725603103,6-2,6162.298820646348,4514.20610687023,7955.027503274198,-105.37297297297296,-63.0,-68.0,-61.0,-48.0
725603117,6-2,6445.574798619102,4183.312139961596,7776.8468095181715,-69.55388180764774,-62.0,-68.0,-58.0,-49.0
725603131,6-2,5678.533375117518,4482.350746268657,8159.058710759645,-95.43555093555094,-63.0,-68.0,-61.0,-49.0
725603145,6-2,6271.029880175944,4284.549462138789,7461.340443279314,-107.01189387008236,-62.0,-68.0,-58.0,-49.0
725603160,6-2,6328.605756457564,4462.821122938844,8117.237334604841,-124.81599312123818,-62.0,-68.0,-62.0,-49.0
725603174,6-2,,,,-222.5279025016036,,,,-49.0
725603175,6-2,6091.703984537616,4260.2871224832215,7999.85594942425,,-63.0,-68.0,-61.0,
725603189,6-2,5916.576419213974,4441.498961362691,8156.226981490271,-60.411694510739856,-55.0,-68.0,-60.0,-47.0
725603204,6-2,4932.266325422677,4249.6639934197,8120.576609568812,-109.51685393258428,-63.0,-68.0,-61.0,-49.0
725603218,6-2,5482.869659108437,3749.380414312618,7941.704668186728,-107.90036900369005,-62.0,-68.0,-61.0,-49.0
725603234,6-2,6029.689441692931,4224.471790678659,8171.787351494059,-88.87608906098741,-62.0,-68.0,-61.0,-49.0
725603251,6-2,6144.229711897955,4358.209539339584,7542.333806146572,-85.08325074331022,-57.0,-68.0,-61.0,-44.0
