Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
6-1,2025-01-10 13:33:53.498,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,3413,390,7255623889,True,3062.9947409939523
6-1,2025-01-10 13:33:53.498,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,3413,390,7255623889,True,3062.9947409939523
6-1,2025-01-10 13:33:53.498,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,8799,1325,7255623889,True,7647.4121888581585
6-1,2025-01-10 13:33:53.498,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,3413,390,7255623889,True,3062.9947409939523
6-1,2025-01-10 13:33:53.498,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,8799,1325,7255623889,True,7647.4121888581585
6-1,2025-01-10 13:33:53.498,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,5669,199,7255623889,True,5476.748636673483
6-1,2025-01-10 13:33:53.498,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,3413,390,7255623889,True,3062.9947409939523
6-1,2025-01-10 13:33:53.498,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,8799,1325,7255623889,True,7647.4121888581585
6-1,2025-01-10 13:33:53.498,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,5669,199,7255623889,True,5476.748636673483
6-1,2025-01-10 13:33:53.498,MCSLab RTT AP3,b0:e4:d5:88:16:86,-61,6112,132,7255623889,True,5982.790518898142
6-1,2025-01-10 13:33:53.623,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,3725,447,7255624016,True,3325.892857142857
6-1,2025-01-10 13:33:53.623,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,3725,447,7255624016,True,3325.892857142857
6-1,2025-01-10 13:33:53.623,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,9326,1024,7255624016,True,8403.311690821256
6-1,2025-01-10 13:33:53.623,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,3725,447,7255624016,True,3325.892857142857
6-1,2025-01-10 13:33:53.623,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,9326,1024,7255624016,True,8403.311690821256
6-1,2025-01-10 13:33:53.623,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,5786,209,7255624016,True,5584.28623853211
6-1,2025-01-10 13:33:53.623,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,3725,447,7255624016,True,3325.892857142857
6-1,2025-01-10 13:33:53.623,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,9326,1024,7255624016,True,8403.311690821256
6-1,2025-01-10 13:33:53.623,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,5786,209,7255624016,True,5584.28623853211
6-1,2025-01-10 13:33:53.623,MCSLab RTT AP3,b0:e4:d5:88:16:86,-62,9246,69,7255624016,True,9177.511111111113
6-1,2025-01-10 13:33:53.736,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,3022,484,7255624129,True,2604.815744438106
6-1,2025-01-10 13:33:53.736,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,3022,484,7255624129,True,2604.815744438106
6-1,2025-01-10 13:33:53.736,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,9358,905,7255624129,True,8532.803663646107
6-1,2025-01-10 13:33:53.736,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,3022,484,7255624129,True,2604.815744438106
6-1,2025-01-10 13:33:53.736,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,9358,905,7255624129,True,8532.803663646107
6-1,2025-01-10 13:33:53.736,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,5405,593,7255624129,True,4870.627709236412
6-1,2025-01-10 13:33:53.736,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,3022,484,7255624129,True,2604.815744438106
6-1,2025-01-10 13:33:53.736,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,9358,905,7255624129,True,8532.803663646107
