Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn
40,2024-11-28 15:50:13.049,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,3559,166,3548593688,true
40,2024-11-28 15:50:13.049,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,3559,166,3548593688,true
40,2024-11-28 15:50:13.049,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-52,3989,994,3548593688,true
40,2024-11-28 15:50:13.049,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,3559,166,3548593688,true
40,2024-11-28 15:50:13.049,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-52,3989,994,3548593688,true
40,2024-11-28 15:50:13.049,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,4228,673,3548593688,true
40,2024-11-28 15:50:13.049,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,3559,166,3548593688,true
40,2024-11-28 15:50:13.049,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-52,3989,994,3548593688,true
40,2024-11-28 15:50:13.049,MCSLab RTT AP1,24:29:34:e2:4c:36,-62,4228,673,3548593688,true
40,2024-11-28 15:50:13.049,MCSLab RTT AP3,b0:e4:d5:88:16:86,-60,7181,1230,3548593688,true
40,2024-11-28 15:50:14.029,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,1069,806,3548594669,true
40,2024-11-28 15:50:14.029,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,1069,806,3548594669,true
40,2024-11-28 15:50:14.029,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,3979,1401,3548594669,true
40,2024-11-28 15:50:14.029,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,1069,806,3548594669,true
40,2024-11-28 15:50:14.029,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,3979,1401,3548594669,true
40,2024-11-28 15:50:14.029,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,4966,85,3548594669,true
40,2024-11-28 15:50:14.029,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,1069,806,3548594669,true
40,2024-11-28 15:50:14.029,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,3979,1401,3548594669,true
40,2024-11-28 15:50:14.029,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,4966,85,3548594669,true
40,2024-11-28 15:50:14.029,MCSLab RTT AP3,b0:e4:d5:88:16:86,-65,6888,376,3548594669,true
40,2024-11-28 15:50:15.174,MCSLab RTT AP2,24:29:34:e1:ef:d4,-60,1850,449,3548595810,true
40,2024-11-28 15:50:15.174,MCSLab RTT AP2,24:29:34:e1:ef:d4,-60,1850,449,3548595810,true
40,2024-11-28 15:50:15.174,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,3833,717,3548595810,true
40,2024-11-28 15:50:15.174,MCSLab RTT AP2,24:29:34:e1:ef:d4,-60,1850,449,3548595810,true
40,2024-11-28 15:50:15.174,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,3833,717,3548595810,true
40,2024-11-28 15:50:15.174,MCSLab RTT AP1,24:29:34:e2:4c:36,-74,3960,603,3548595810,true
40,2024-11-28 15:50:15.174,MCSLab RTT AP2,24:29:34:e1:ef:d4,-60,1850,449,3548595810,true
40,2024-11-28 15:50:15.174,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,3833,717,3548595810,true
40,2024-11-28 15:50:15.174,MCSLab RTT AP1,24:29:34:e2:4c:36,-74,3960,603,3548595810,true
40,2024-11-28 15:50:15.174,MCSLab RTT AP3,b0:e4:d5:88:16:86,-64,5355,871,3548595809,true
40,2024-11-28 15:50:29.349,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4702,343,3548609989,true
40,2024-11-28 15:50:29.349,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4702,343,3548609989,true
40,2024-11-28 15:50:29.349,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-46,4145,346,3548609989,true
40,2024-11-28 15:50:29.349,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4702,343,3548609989,true
40,2024-11-28 15:50:29.349,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-46,4145,346,3548609989,true
40,2024-11-28 15:50:29.349,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,3882,329,3548609989,true
40,2024-11-28 15:50:29.349,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4702,343,3548609989,true
40,2024-11-28 15:50:29.349,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-46,4145,346,3548609989,true
40,2024-11-28 15:50:29.349,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,3882,329,3548609989,true
40,2024-11-28 15:50:29.349,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,3959,1527,3548609989,true
40,2024-11-28 15:50:29.462,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,4780,1869,3548610094,true
40,2024-11-28 15:50:29.462,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,4780,1869,3548610094,true
40,2024-11-28 15:50:29.462,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-45,4347,283,3548610094,true
40,2024-11-28 15:50:29.462,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,4780,1869,3548610094,true
40,2024-11-28 15:50:29.462,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-45,4347,283,3548610094,true
40,2024-11-28 15:50:29.462,MCSLab RTT AP1,24:29:34:e2:4c:36,-66,3686,354,3548610094,true
40,2024-11-28 15:50:29.462,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,4780,1869,3548610094,true
40,2024-11-28 15:50:29.462,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-45,4347,283,3548610094,true
40,2024-11-28 15:50:29.462,MCSLab RTT AP1,24:29:34:e2:4c:36,-66,3686,354,3548610094,true
40,2024-11-28 15:50:29.462,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,2435,3371,3548610094,true
40,2024-11-28 15:50:29.574,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4702,1211,3548610202,true
40,2024-11-28 15:50:29.574,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4702,1211,3548610202,true
40,2024-11-28 15:50:29.574,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-46,3598,505,3548610202,true
40,2024-11-28 15:50:29.574,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4702,1211,3548610202,true
40,2024-11-28 15:50:29.574,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-46,3598,505,3548610202,true
40,2024-11-28 15:50:29.574,MCSLab RTT AP1,24:29:34:e2:4c:36,-65,3647,395,3548610202,true
40,2024-11-28 15:50:29.574,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,4702,1211,3548610202,true
40,2024-11-28 15:50:29.574,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-46,3598,505,3548610202,true
40,2024-11-28 15:50:29.574,MCSLab RTT AP1,24:29:34:e2:4c:36,-65,3647,395,3548610202,true
40,2024-11-28 15:50:29.574,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,3988,2351,3548610202,true
40,2024-11-28 15:50:29.801,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,3569,460,3548610434,true
40,2024-11-28 15:50:29.801,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,3569,460,3548610434,true
40,2024-11-28 15:50:29.801,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-41,4067,373,3548610434,true
40,2024-11-28 15:50:29.801,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,3569,460,3548610434,true
40,2024-11-28 15:50:29.801,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-41,4067,373,3548610434,true
40,2024-11-28 15:50:29.801,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,3608,405,3548610434,true
40,2024-11-28 15:50:29.801,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,3569,460,3548610434,true
40,2024-11-28 15:50:29.801,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-41,4067,373,3548610434,true
40,2024-11-28 15:50:29.801,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,3608,405,3548610434,true
40,2024-11-28 15:50:29.801,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,4154,1564,3548610434,true
40,2024-11-28 15:50:29.917,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,2710,1061,3548610550,true
40,2024-11-28 15:50:29.917,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,2710,1061,3548610550,true
40,2024-11-28 15:50:29.917,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-43,3800,639,3548610550,true
40,2024-11-28 15:50:29.917,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,2710,1061,3548610550,true
40,2024-11-28 15:50:29.917,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-43,3800,639,3548610550,true
40,2024-11-28 15:50:29.917,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,3804,353,3548610550,true
40,2024-11-28 15:50:29.917,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,2710,1061,3548610550,true
40,2024-11-28 15:50:29.917,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-43,3800,639,3548610550,true
40,2024-11-28 15:50:29.917,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,3804,353,3548610550,true
40,2024-11-28 15:50:29.917,MCSLab RTT AP3,b0:e4:d5:88:16:86,-58,4066,150,3548610550,true
40,2024-11-28 15:50:30.121,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,1919,298,3548610760,true
40,2024-11-28 15:50:30.121,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,1919,298,3548610760,true
40,2024-11-28 15:50:30.121,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-50,4692,149,3548610760,true
40,2024-11-28 15:50:30.121,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,1919,298,3548610760,true
40,2024-11-28 15:50:30.121,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-50,4692,149,3548610760,true
40,2024-11-28 15:50:30.121,MCSLab RTT AP1,24:29:34:e2:4c:36,-69,3647,1414,3548610760,true
40,2024-11-28 15:50:30.121,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,1919,298,3548610760,true
40,2024-11-28 15:50:30.121,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-50,4692,149,3548610760,true
40,2024-11-28 15:50:30.121,MCSLab RTT AP1,24:29:34:e2:4c:36,-69,3647,1414,3548610760,true
40,2024-11-28 15:50:30.121,MCSLab RTT AP3,b0:e4:d5:88:16:86,-61,3714,111,3548610760,true
40,2024-11-28 15:50:30.328,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,1928,1987,3548610967,true
40,2024-11-28 15:50:30.328,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,1928,1987,3548610967,true
40,2024-11-28 15:50:30.328,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-49,4687,165,3548610967,true
40,2024-11-28 15:50:30.328,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,1928,1987,3548610967,true
40,2024-11-28 15:50:30.328,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-49,4687,165,3548610967,true
40,2024-11-28 15:50:30.328,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,3686,211,3548610967,true
40,2024-11-28 15:50:30.328,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,1928,1987,3548610967,true
40,2024-11-28 15:50:30.328,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-49,4687,165,3548610967,true
40,2024-11-28 15:50:30.328,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,3686,211,3548610967,true
40,2024-11-28 15:50:30.328,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,3909,290,3548610966,true
40,2024-11-28 15:50:30.531,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,1850,927,3548611164,true
40,2024-11-28 15:50:30.531,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,1850,927,3548611164,true
40,2024-11-28 15:50:30.531,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-48,4823,384,3548611164,true
40,2024-11-28 15:50:30.531,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,1850,927,3548611164,true
40,2024-11-28 15:50:30.531,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-48,4823,384,3548611164,true
40,2024-11-28 15:50:30.531,MCSLab RTT AP1,24:29:34:e2:4c:36,-69,3725,508,3548611164,true
40,2024-11-28 15:50:30.531,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,1850,927,3548611164,true
40,2024-11-28 15:50:30.531,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-48,4823,384,3548611164,true
40,2024-11-28 15:50:30.531,MCSLab RTT AP1,24:29:34:e2:4c:36,-69,3725,508,3548611164,true
40,2024-11-28 15:50:30.531,MCSLab RTT AP3,b0:e4:d5:88:16:86,-61,3753,2176,3548611164,true
40,2024-11-28 15:50:30.808,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,2514,1132,3548611447,true
40,2024-11-28 15:50:30.808,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,2514,1132,3548611447,true
40,2024-11-28 15:50:30.808,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-47,4458,249,3548611446,true
40,2024-11-28 15:50:30.808,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,2514,1132,3548611447,true
40,2024-11-28 15:50:30.808,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-47,4458,249,3548611446,true
40,2024-11-28 15:50:30.808,MCSLab RTT AP1,24:29:34:e2:4c:36,-66,3764,620,3548611447,true
40,2024-11-28 15:50:30.808,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,2514,1132,3548611447,true
