Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
1-5,2025-01-03 15:10:37.785,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7124,498,6656628178,True,6658.537916557334
1-5,2025-01-03 15:10:37.785,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7124,498,6656628178,True,6658.537916557334
1-5,2025-01-03 15:10:37.785,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,10869,182,6656628178,True,10689.997375803094
1-5,2025-01-03 15:10:37.785,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7124,498,6656628178,True,6658.537916557334
1-5,2025-01-03 15:10:37.785,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,10869,182,6656628178,True,10689.997375803094
1-5,2025-01-03 15:10:37.785,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,1499,841,6656628178,True,960.2568376068376
1-5,2025-01-03 15:10:37.785,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,7124,498,6656628178,True,6658.537916557334
1-5,2025-01-03 15:10:37.785,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,10869,182,6656628178,True,10689.997375803094
1-5,2025-01-03 15:10:37.785,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,1499,841,6656628178,True,960.2568376068376
1-5,2025-01-03 15:10:37.785,MCSLab RTT AP3,b0:e4:d5:88:16:86,-59,164,395,6656628178,True,48.11449016100179
1-5,2025-01-03 15:10:37.919,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7514,258,6656628303,True,7264.564590838909
1-5,2025-01-03 15:10:37.919,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7514,258,6656628303,True,7264.564590838909
1-5,2025-01-03 15:10:37.919,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10996,223,6656628303,True,10777.432569747749
1-5,2025-01-03 15:10:37.919,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7514,258,6656628303,True,7264.564590838909
1-5,2025-01-03 15:10:37.919,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10996,223,6656628303,True,10777.432569747749
1-5,2025-01-03 15:10:37.919,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,1225,900,6656628303,True,706.1764705882354
1-5,2025-01-03 15:10:37.919,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7514,258,6656628303,True,7264.564590838909
1-5,2025-01-03 15:10:37.919,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10996,223,6656628303,True,10777.432569747749
1-5,2025-01-03 15:10:37.919,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,1225,900,6656628303,True,706.1764705882354
1-5,2025-01-03 15:10:37.919,MCSLab RTT AP3,b0:e4:d5:88:16:86,-60,946,89,6656628303,True,864.6531400966184
1-5,2025-01-03 15:10:38.034,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,6967,71,6656628427,True,6896.71625461779
1-5,2025-01-03 15:10:38.034,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,6967,71,6656628427,True,6896.71625461779
1-5,2025-01-03 15:10:38.034,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10439,739,6656628427,True,9748.856772231167
1-5,2025-01-03 15:10:38.034,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,6967,71,6656628427,True,6896.71625461779
1-5,2025-01-03 15:10:38.034,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10439,739,6656628427,True,9748.856772231167
1-5,2025-01-03 15:10:38.034,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,2788,735,6656628427,True,2206.3423218847574
1-5,2025-01-03 15:10:38.034,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,6967,71,6656628427,True,6896.71625461779
1-5,2025-01-03 15:10:38.034,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10439,739,6656628427,True,9748.856772231167
1-5,2025-01-03 15:10:38.034,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,2788,735,6656628427,True,2206.3423218847574
1-5,2025-01-03 15:10:38.034,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,750,1433,6656628427,True,257.6729271644526
1-5,2025-01-03 15:10:38.158,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,7046,169,6656628551,True,6880.958558558558
1-5,2025-01-03 15:10:38.158,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,7046,169,6656628551,True,6880.958558558558
1-5,2025-01-03 15:10:38.158,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10615,730,6656628551,True,9931.972234464522
1-5,2025-01-03 15:10:38.158,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,7046,169,6656628551,True,6880.958558558558
1-5,2025-01-03 15:10:38.158,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10615,730,6656628551,True,9931.972234464522
1-5,2025-01-03 15:10:38.158,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3149,576,6656628551,True,2662.0673825503354
1-5,2025-01-03 15:10:38.158,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,7046,169,6656628551,True,6880.958558558558
1-5,2025-01-03 15:10:38.158,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10615,730,6656628551,True,9931.972234464522
1-5,2025-01-03 15:10:38.158,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,3149,576,6656628551,True,2662.0673825503354
1-5,2025-01-03 15:10:38.158,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,838,738,6656628551,True,445.5862944162437
1-5,2025-01-03 15:10:38.279,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,6870,300,6656628672,True,6582.552301255229
1-5,2025-01-03 15:10:38.279,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,6870,300,6656628672,True,6582.552301255229
1-5,2025-01-03 15:10:38.279,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9853,683,6656628672,True,9214.27572133637
1-5,2025-01-03 15:10:38.279,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,6870,300,6656628672,True,6582.552301255229
