Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
11-3,2024-12-27 15:53:54.589,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,1811,216,6054415228,True,1618.0172668968921
11-3,2024-12-27 15:53:54.589,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,1811,216,6054415228,True,1618.0172668968921
11-3,2024-12-27 15:53:54.589,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,6455,187,6054415228,True,6273.264829870521
11-3,2024-12-27 15:53:54.589,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,1811,216,6054415228,True,1618.0172668968921
11-3,2024-12-27 15:53:54.589,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,6455,187,6054415228,True,6273.264829870521
11-3,2024-12-27 15:53:54.589,MCSLab RTT AP1,24:29:34:e2:4c:36,-74,5522,2349,6054415228,True,3874.0292211917163
11-3,2024-12-27 15:53:54.589,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,1811,216,6054415228,True,1618.0172668968921
11-3,2024-12-27 15:53:54.589,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,6455,187,6054415228,True,6273.264829870521
11-3,2024-12-27 15:53:54.589,MCSLab RTT AP1,24:29:34:e2:4c:36,-74,5522,2349,6054415228,True,3874.0292211917163
11-3,2024-12-27 15:53:54.589,MCSLab RTT AP3,b0:e4:d5:88:16:86,-59,2703,620,6054415228,True,2198.6786036713816
11-3,2024-12-27 15:53:54.712,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,1968,537,6054415350,True,1546.117365269461
11-3,2024-12-27 15:53:54.712,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,1968,537,6054415350,True,1546.117365269461
11-3,2024-12-27 15:53:54.712,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-53,5752,587,6054415350,True,5219.356996371667
11-3,2024-12-27 15:53:54.712,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,1968,537,6054415350,True,1546.117365269461
11-3,2024-12-27 15:53:54.712,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-53,5752,587,6054415350,True,5219.356996371667
11-3,2024-12-27 15:53:54.712,MCSLab RTT AP1,24:29:34:e2:4c:36,-71,13169,1091,6054415350,True,12161.469915848527
11-3,2024-12-27 15:53:54.712,MCSLab RTT AP2,24:29:34:e1:ef:d4,-65,1968,537,6054415350,True,1546.117365269461
11-3,2024-12-27 15:53:54.712,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-53,5752,587,6054415350,True,5219.356996371667
11-3,2024-12-27 15:53:54.712,MCSLab RTT AP1,24:29:34:e2:4c:36,-71,13169,1091,6054415350,True,12161.469915848527
11-3,2024-12-27 15:53:54.712,MCSLab RTT AP3,b0:e4:d5:88:16:86,-63,2742,696,6054415350,True,2186.9005235602094
