Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
6-9,2024-12-27 16:22:34.680,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,8833,476,6056135319,True,8381.339456440004
6-9,2024-12-27 16:22:34.680,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,8833,476,6056135319,True,8381.339456440004
6-9,2024-12-27 16:22:34.680,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-53,8577,681,6056135319,True,7946.093000648088
6-9,2024-12-27 16:22:34.680,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,8833,476,6056135319,True,8381.339456440004
6-9,2024-12-27 16:22:34.680,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-53,8577,681,6056135319,True,7946.093000648088
6-9,2024-12-27 16:22:34.680,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,54,670,6056135319,True,4.027624309392265
6-9,2024-12-27 16:22:34.680,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,8833,476,6056135319,True,8381.339456440004
6-9,2024-12-27 16:22:34.680,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-53,8577,681,6056135319,True,7946.093000648088
6-9,2024-12-27 16:22:34.680,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,54,670,6056135319,True,4.027624309392265
6-9,2024-12-27 16:22:34.680,MCSLab RTT AP3,b0:e4:d5:88:16:86,-62,3836,1959,6056135319,True,2539.240034512511
6-9,2024-12-27 16:22:34.803,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7983,625,6056135441,True,7403.379298327138
6-9,2024-12-27 16:22:34.803,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7983,625,6056135441,True,7403.379298327138
6-9,2024-12-27 16:22:34.803,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-59,8135,168,6056135441,True,7970.399253281947
6-9,2024-12-27 16:22:34.803,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,7983,625,6056135441,True,7403.379298327138
