timeStemp,Label,AP1_Corrected Distance (mm),AP2_Corrected Distance (mm),AP3_Corrected Distance (mm),AP4_Corrected Distance (mm),AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi
604757167,1-4,2502.3994053518336,5240.520455067801,8331.69052653838,176.44006849315068,-62.0,-71.0,-67.0,-51.0
604757179,1-4,2346.5366892061106,6579.009837028336,8547.34108199493,142.00714285714287,-61.0,-71.0,-66.0,-51.0
604757192,1-4,2289.4168964652795,6672.762963992771,7846.644893111639,139.87665198237886,-61.0,-70.0,-67.0,-54.0
604757204,1-4,2367.8850138994185,6230.209822725952,8337.095100864553,-98.16338028169014,-61.0,-68.0,-65.0,-56.0
604757216,1-4,2240.000981113564,5185.886631016043,8734.94421085017,34.492273730684325,-60.0,-68.0,-67.0,-52.0
604757229,1-4,2365.315721315721,6538.090493061707,8729.525714285715,95.23112128146454,-61.0,-70.0,-63.0,-53.0
604757241,1-4,2427.808653846154,6182.210804630557,9864.058643158298,317.13989962358846,-62.0,-70.0,-67.0,-53.0
604757254,1-4,3059.020413064361,6136.860314897052,8449.99735980568,99.5598086124402,-64.0,-69.0,-64.0,-46.0
604757267,1-4,3252.8815973191845,6365.993966151583,8004.366995858553,166.3682008368201,-63.0,-67.0,-67.0,-51.0
604757281,1-4,2973.129740518962,6169.3045671056325,7681.322962643989,-21.640074211502785,-60.0,-68.0,-67.0,-54.0
604757295,1-4,2546.735849056604,5911.526816489729,7903.845472020504,233.6530612244898,-61.0,-69.0,-66.0,-55.0
604757309,1-4,2465.366854797332,6165.849341921031,7754.085926564014,-141.60290556900725,-61.0,-68.0,-67.0,-56.0
604757324,1-4,2251.795481855323,6207.9404420206665,7875.2510108533725,170.65236051502146,-56.0,-68.0,-67.0,-49.0
604757338,1-4,2567.281138790036,6075.264407264407,7897.098698250106,119.05040322580643,-60.0,-69.0,-66.0,-52.0
604757351,1-4,2578.890854722153,6246.1159743518265,7760.344367325146,18.62972292191436,-59.0,-69.0,-66.0,-53.0
604757365,1-4,2409.6263852242746,6209.199576868829,7829.002561912895,-11.294117647058824,-61.0,-69.0,-67.0,-47.0
604757380,1-4,2490.0988122314884,6114.703936109527,8006.58617363344,25.699013157894736,-60.0,-70.0,-67.0,-54.0
604757394,1-4,2432.318193038756,5990.457416807671,7839.044035912783,-19.24752475247525,-62.0,-69.0,-66.0,-52.0
604757409,1-4,2528.71407110666,6191.719069239501,7628.761787661712,259.7194388777555,-62.0,-69.0,-66.0,-52.0
604757426,1-4,2300.14360938248,6277.61782011768,7759.934913793103,-2.319587628865979,-56.0,-69.0,-64.0,-52.0
604757440,1-4,2457.172078752237,6258.740193291644,7855.190936106982,5.5363408521303255,-61.0,-69.0,-66.0,-52.0
604757455,1-4,2429.835651074589,6120.509957924264,7746.57874354561,-10.06553911205074,-61.0,-69.0,-64.0,-52.0
604757469,1-4,2549.13780918728,6125.538461538462,7892.887810600405,-23.18886679920477,-62.0,-69.0,-67.0,-52.0
