timeStemp,Label,AP1_Corrected Distance (mm),AP2_Corrected Distance (mm),AP3_Corrected Distance (mm),AP4_Corrected Distance (mm),AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi
493626797,20,1867.278125,3239.07200720072,6684.254039238313,28.406825938566552,-59.0,-68.0,-56.0,-57.0
493626809,20,1897.019447287615,3283.402372262774,6510.208072768618,-29.84537725823592,-59.0,-68.0,-57.0,-51.0
493626821,20,1865.9009332376168,3557.5835694050998,6755.483112441213,5.689230769230769,-60.0,-69.0,-56.0,-54.0
493626834,20,1593.5626986930413,2985.2816504356742,6453.955049620548,150.28335535006605,-61.0,-69.0,-56.0,-59.0
493626846,20,994.2745990892892,2901.551715243745,6461.499123319697,97.18541033434651,-62.0,-73.0,-54.0,-57.0
493626859,20,878.2367346938775,2547.856224752112,6641.41278816877,168.94416243654825,-61.0,-70.0,-52.0,-56.0
493626871,20,957.1169088507264,2101.8523875569645,6426.308042934863,48.72794117647059,-59.0,-70.0,-55.0,-56.0
493626883,20,1088.6403233048943,2978.9100084104293,6539.437156891072,60.22267679719462,-58.0,-71.0,-54.0,-59.0
493626896,20,751.0126763932072,1768.0815993472054,6830.285795697393,4.750160565189467,-60.0,-69.0,-55.0,-58.0
493626910,20,1089.5828966673655,3480.2625683060105,6395.276704711735,17.033565547815073,-58.0,-70.0,-56.0,-55.0
493626925,20,1285.3336787564767,3309.865313975861,6555.537146994931,63.448891625615765,-58.0,-69.0,-54.0,-57.0
493626939,20,1239.356026490066,2890.3689619732786,6476.005355333622,78.49788007268322,-58.0,-69.0,-55.0,-56.0
493626954,20,929.0093209054596,3309.153943789665,6508.032145454546,256.83268912203204,-58.0,-68.0,-54.0,-50.0
493626968,20,1048.7713517148622,3208.862643266476,5909.26603575184,37.1845088161209,-58.0,-69.0,-53.0,-55.0
493626983,20,7995.183035714285,3853.187773933103,6540.382025718826,36.22638036809816,-58.0,-69.0,-55.0,-58.0
493626997,20,1145.2742894910773,3474.940832595217,6489.154604786078,99.75,-57.0,-70.0,-55.0,-56.0
493627012,20,1402.5785902751602,3118.507302231237,6488.213602088166,140.71057513914658,-58.0,-70.0,-55.0,-58.0
493627026,20,1021.521615720524,3039.148802736602,6246.783587616649,255.18475517415445,-58.0,-72.0,-55.0,-56.0
493627040,20,1206.8583931777378,2518.0804977145763,6555.537146994931,290.0292598967298,-58.0,-71.0,-54.0,-56.0
493627055,20,1069.428044280443,3183.89032769556,6453.013278855975,10.42361574382922,-58.0,-70.0,-54.0,-59.0
493627070,20,1119.0020053475937,3903.5612903225806,6531.002596278668,1.48354600402955,-52.0,-70.0,-55.0,-57.0
493627084,20,1235.4288354898338,3257.762227775794,6363.616919044846,1.4043229497774952,-58.0,-71.0,-55.0,-57.0
493627098,20,1011.8012543252594,3604.796567505721,6855.680823680824,1.6266568483063328,-59.0,-71.0,-55.0,-57.0
493627112,20,878.9746985102862,3534.9793713163062,6591.714491293711,1.4437908496732026,-58.0,-71.0,-54.0,-58.0
493627126,20,1064.2677787532923,2677.74611782105,6483.512679321838,0.2023735165521549,-58.0,-70.0,-55.0,-51.0
493627141,20,1004.2099792099792,3387.955410549212,6380.338832116789,4.950468540829986,-53.0,-70.0,-54.0,-58.0
493627156,20,1061.6221919673246,3595.3239658273383,6568.220933646506,60.75530660377359,-58.0,-71.0,-54.0,-57.0
493627171,20,1108.9284190566486,3234.95436318503,6668.861398963731,4.8245270711024135,-59.0,-71.0,-54.0,-56.0
493627185,20,1158.0019379844962,3310.982939939238,6371.320843782269,116.4101941747573,-58.0,-69.0,-55.0,-58.0
493627198,20,1098.7545887151598,3752.1077132839887,6661.191633122483,142.0173652694611,-59.0,-70.0,-55.0,-51.0
493627210,20,1098.5056637970094,3501.908197892481,6555.537146994931,171.31535038932145,-58.0,-71.0,-55.0,-57.0
493627224,20,975.1027253668764,3136.9360849056607,6588.86996547756,10.06117192530586,-58.0,-70.0,-55.0,-58.0
493627240,20,1052.584227718152,3780.848152213685,6438.9196272568415,17.419689119170986,-58.0,-70.0,-55.0,-51.0
493627255,20,956.3893077450308,3763.200680851064,6398.856894805383,49.54766355140187,-58.0,-70.0,-54.0,-58.0
493627270,20,1082.7514464244389,3892.395070422535,6366.625,5.2734375,-58.0,-71.0,-54.0,-56.0
493627285,20,1010.5125523012553,4080.416709205377,6555.537146994931,5.104209799861974,-50.0,-70.0,-54.0,-58.0
493627300,20,1015.0941635929704,3852.5104535790224,6281.1021339220015,51.73975276512687,-57.0,-70.0,-55.0,-56.0
493627314,20,992.6763101731088,3966.0475611872935,6550.793632416787,113.5171597633136,-58.0,-69.0,-55.0,-53.0
493627329,20,841.9823029731004,3876.6971769244255,6727.101478398163,132.51543389633082,-58.0,-70.0,-55.0,-58.0
493627343,20,1137.2466032608695,3906.1491166077744,6460.10903382332,49.95226130653266,-58.0,-71.0,-55.0,-58.0
493627358,20,1032.1153054221002,3785.0029304029295,6572.797244941886,94.03484937979916,-58.0,-71.0,-55.0,-58.0
493627372,20,1154.025965665236,3853.888968997837,6515.6139507790895,52.14688524590164,-58.0,-70.0,-53.0,-56.0
493627387,20,1396.389641091769,3539.0999448833363,6506.139450341719,65.05113636363636,-51.0,-70.0,-55.0,-57.0
493627402,20,892.8132780082988,3584.0432541461228,6359.126030624265,1.5037440435670524,-58.0,-69.0,-55.0,-53.0
493627417,20,844.7729640151515,3832.67547857794,6361.764337700147,-13.353603603603604,-58.0,-70.0,-55.0,-56.0
493627431,20,1113.6246786632391,4255.737292576419,6582.242276189109,10.451505016722408,-58.0,-69.0,-55.0,-57.0
493627446,20,848.1255181943803,3576.6479387085005,6355.835682819384,72.1070678796361,-57.0,-70.0,-51.0,-57.0
493627461,20,1076.77551457976,4019.067722075638,6525.17237008872,17.894876912840985,-57.0,-69.0,-55.0,-57.0
493627476,20,1002.3052654965562,3683.143111744787,6546.109729651583,-12.379701492537311,-57.0,-70.0,-55.0,-54.0
493627489,20,974.27722994173,,6600.2628242074925,51.372093023255815,-52.0,,-55.0,-56.0
493627490,20,,3915.141491057199,,,,-70.0,,
493627504,20,945.459982601131,3820.1493657316414,6662.149388928828,83.13021167415009,-57.0,-70.0,-55.0,-56.0
493627519,20,836.376938637896,4188.139130434783,6638.287822349571,27.619973190348524,-58.0,-69.0,-55.0,-56.0
493627534,20,989.336842105263,3748.615272991112,6537.510374050263,41.32190342897131,-58.0,-70.0,-55.0,-56.0
493627548,20,1026.2570821529744,2768.058013052937,6527.019839533187,101.7258785942492,-58.0,-69.0,-55.0,-56.0
493627563,20,1068.6544084056643,3052.3509478672986,6670.781600921393,309.74669603524234,-58.0,-69.0,-55.0,-56.0
493627578,20,924.1288475304224,2626.7658561042867,6684.883183568679,308.2191780821918,-58.0,-69.0,-55.0,-55.0
493627593,20,930.2653579676672,3080.823008849557,6010.411143532027,230.67875647668396,-58.0,-70.0,-50.0,-55.0
493627606,20,808.5282305693362,2681.050345508391,6617.426177405374,153.63877668782456,-57.0,-69.0,-56.0,-49.0
493627620,20,992.2905729285552,2937.0650901999024,6467.580370049148,138.2314702308627,-57.0,-69.0,-56.0,-56.0
493627638,20,8215.820970375553,2872.784675072745,6733.412642045455,117.76028306059266,-57.0,-69.0,-56.0,-51.0
