relative time,X Position (meters),Y Position (meters),AP1 FTM,AP1 RSSI,AP2 FTM,AP2 RSSI,AP3 FTM,AP3 RSSI,AP4 FTM,AP4 RSSI,AP5 FTM,AP5 RSSI,AP6 FTM,AP6 RSSI,AP7 FTM,AP7 RSSI,AP8 FTM,AP8 RSSI
0.65,-0.41,15.69,308371,-67,135306,-36,308820,-69,280735,-71,328939,-75,282930,-60,218459,-55,303099,-71
0.66,-0.41,15.69,308368,-67,135307,-36,308832,-69,280732,-71,328960,-75,282955,-60,218427,-55,300750,-72
0.67,-0.41,15.69,308364,-67,135309,-36,308845,-69,280728,-71,328982,-75,282980,-60,218396,-55,310055,-72
0.68,-0.41,15.69,308361,-67,135310,-36,308856,-69,280725,-71,329003,-75,283006,-60,218364,-55,303638,-71
0.69,-0.41,15.69,308358,-67,135311,-36,308868,-69,280722,-71,329024,-75,283032,-60,218333,-55,305102,-72
0.72,-0.41,15.69,308348,-67,135313,-36,308904,-69,280712,-71,329088,-75,283109,-60,218237,-55,301850,-72
0.75,-0.41,15.69,308338,-67,135316,-36,308941,-69,280702,-71,329151,-75,283185,-60,218142,-55,313992,-72
0.76,-0.41,15.69,308335,-67,135317,-36,308953,-69,280699,-71,329173,-75,283210,-60,218111,-55,307811,-72
0.78,-0.41,15.69,308329,-67,135318,-36,308977,-69,280692,-71,329216,-75,283262,-60,218048,-55,316436,-72
0.79,-0.41,15.69,308326,-67,135319,-36,308989,-69,280689,-71,329237,-75,283287,-60,218016,-55,314102,-72
0.8,-0.41,15.69,308323,-67,135320,-36,309001,-69,280686,-71,329258,-75,283313,-60,217984,-55,304748,-72
0.82,-0.41,15.69,308316,-67,135322,-36,309025,-69,280680,-71,329301,-75,283364,-60,217922,-55,301719,-72
0.83,-0.41,15.69,308313,-67,135323,-36,309037,-69,280677,-71,329322,-75,283390,-61,217890,-55,299086,-72
0.84,-0.41,15.69,308309,-67,135324,-36,309049,-69,280673,-71,329344,-75,283415,-61,217858,-55,299726,-72
0.86,-0.41,15.69,308303,-67,135326,-36,309073,-69,280667,-71,329386,-75,283466,-61,217794,-55,300344,-71
0.87,-0.41,15.69,308300,-67,135327,-36,309085,-69,280663,-71,329408,-75,283492,-61,217764,-55,301723,-72
0.88,-0.41,15.69,308297,-67,135328,-36,309097,-69,280660,-71,329428,-75,283517,-61,217732,-55,310990,-72
0.89,-0.41,15.69,308293,-67,135329,-36,309109,-69,280657,-71,329449,-75,283543,-61,217700,-55,312687,-72
0.92,-0.41,15.69,308284,-67,135331,-36,309145,-69,280647,-71,329514,-76,283619,-61,217605,-55,301750,-72
0.93,-0.41,15.69,308280,-67,135332,-36,309157,-69,280644,-71,329535,-76,283645,-61,217573,-55,301125,-72
0.94,-0.41,15.69,308277,-67,135333,-36,309169,-69,280641,-71,329556,-76,283671,-61,217542,-55,303762,-72
0.95,-0.41,15.69,308274,-67,135334,-36,309182,-69,280638,-71,329577,-76,283696,-61,217510,-55,313178,-72
0.96,-0.41,15.69,308270,-67,135335,-36,309194,-69,280634,-71,329599,-76,283721,-61,217479,-55,313723,-72
0.97,-0.41,15.69,308267,-67,135336,-36,309206,-69,280631,-71,329620,-76,283747,-61,217447,-55,302283,-72
0.98,-0.41,15.69,308264,-67,135337,-36,309218,-69,280628,-71,329641,-76,283773,-61,217416,-55,313374,-72
0.99,-0.41,15.69,308261,-67,135338,-36,309230,-69,280624,-71,329663,-76,283798,-61,217384,-55,304060,-72
1.02,-0.41,15.69,308251,-67,135341,-36,309266,-69,280615,-71,329726,-76,283875,-61,217289,-55,295623,-72
1.03,-0.41,15.69,308247,-67,135342,-36,309278,-69,280611,-71,329747,-76,283901,-61,217257,-55,310794,-72
1.04,-0.41,15.69,308244,-67,135343,-36,309290,-69,280608,-71,329769,-76,283926,-61,217225,-55,302691,-72
1.05,-0.41,15.69,308241,-67,135344,-36,309302,-69,280605,-71,329791,-76,283951,-61,217194,-55,298624,-72
1.06,-0.41,15.69,308238,-67,135345,-36,309314,-69,280602,-71,329812,-76,283977,-61,217163,-55,297689,-72
1.08,-0.41,15.69,308232,-67,135346,-36,309338,-69,280596,-71,329854,-76,284028,-61,217099,-55,302248,-72
1.09,-0.41,15.69,308228,-67,135347,-36,309350,-69,280592,-71,329875,-76,284054,-61,217068,-55,300187,-72
1.1,-0.41,15.69,308225,-67,135348,-36,309362,-69,280589,-71,329896,-76,284079,-61,217036,-55,300187,-72
1.11,-0.41,15.69,308222,-67,135349,-36,309374,-69,280586,-71,329918,-76,284105,-61,217004,-55,300276,-72
1.12,-0.41,15.69,308218,-67,135350,-36,309386,-69,280582,-71,329939,-76,284130,-61,216973,-55,301693,-72
1.13,-0.41,15.69,308215,-67,135351,-36,309398,-69,280579,-71,329960,-76,284156,-61,216941,-55,301749,-72
1.14,-0.41,15.69,308212,-67,135352,-36,309411,-69,280576,-71,329982,-76,284182,-61,216909,-55,313131,-72
1.16,-0.41,15.69,308206,-67,135354,-36,309434,-69,280570,-71,330024,-76,284233,-61,216846,-55,303312,-72
1.17,-0.41,15.69,308202,-67,135355,-36,309446,-69,280566,-71,330046,-76,284258,-61,216815,-55,303312,-72
1.18,-0.41,15.69,308199,-67,135356,-36,309458,-69,280563,-71,330067,-76,284284,-61,216783,-55,313400,-72
1.19,-0.41,15.69,308196,-67,135357,-36,309471,-69,280560,-71,330089,-76,284309,-61,216752,-55,307421,-72
1.2,-0.41,15.69,308192,-67,135358,-36,309483,-69,280556,-71,330110,-76,284335,-61,216720,-55,304874,-71
1.21,-0.41,15.69,308189,-67,135359,-36,309494,-69,280553,-71,330131,-76,284361,-61,216688,-55,311007,-72
1.22,-0.41,15.69,308186,-67,135360,-36,309507,-69,280550,-71,330152,-76,284386,-61,216657,-55,311027,-72
1.24,-0.41,15.69,308180,-67,135361,-36,309531,-69,280544,-71,330195,-76,284437,-61,216593,-55,316207,-72
1.25,-0.41,15.69,308177,-67,135362,-36,309543,-69,280541,-71,330216,-76,284463,-61,216562,-55,317476,-72
1.26,-0.41,15.69,308173,-67,135363,-36,309555,-69,280537,-71,330237,-76,284488,-61,216530,-55,318937,-72
4.95,-0.41,15.69,306977,-67,135705,-36,314000,-70,279341,-70,338091,-76,293917,-62,204875,-54,319108,-72
4.96,-0.41,15.69,306973,-67,135706,-36,314012,-70,279338,-70,338112,-76,293943,-62,204434,-54,319108,-72
4.97,-0.41,15.69,306970,-67,135707,-36,314024,-70,279334,-70,338133,-76,293968,-62,203313,-54,319109,-72
4.98,-0.41,15.69,306967,-67,135708,-36,314036,-70,279331,-70,338155,-76,293994,-62,203312,-54,319109,-72
4.99,-0.41,15.69,306963,-67,135709,-36,314048,-70,279328,-70,338176,-76,294019,-62,203312,-55,319110,-72
5.03,-0.41,15.69,306951,-67,135713,-36,314096,-70,279315,-70,338261,-76,294122,-62,212687,-54,319112,-72
5.04,-0.41,15.69,306948,-67,135714,-36,314108,-70,279312,-70,338283,-76,294147,-62,212457,-54,319112,-72
5.05,-0.41,15.69,306945,-67,135715,-36,314120,-70,279309,-70,338304,-76,294173,-62,203180,-54,319113,-72
5.06,-0.41,15.69,306941,-67,135716,-36,314132,-70,279306,-70,338325,-76,294198,-62,199411,-54,319113,-72
5.07,-0.41,15.69,306938,-67,135717,-36,314144,-70,279302,-70,338346,-76,294224,-62,199751,-54,319114,-72
5.08,-0.41,15.69,306935,-67,135718,-36,314156,-70,279299,-70,338367,-76,294249,-62,200187,-54,319114,-72
5.1,-0.41,15.69,306928,-67,135719,-36,314180,-70,279293,-70,338410,-76,294301,-62,213253,-54,319115,-72
5.11,-0.41,15.69,306925,-67,135720,-36,314192,-70,279289,-70,338432,-76,294326,-62,212222,-54,319115,-72
5.12,-0.41,15.69,306921,-67,135721,-36,314204,-70,279286,-70,338453,-76,294351,-62,206104,-54,319116,-72
5.13,-0.41,15.69,306919,-67,135722,-36,314217,-70,279283,-70,338474,-76,294377,-62,204907,-54,319116,-72
5.19,-0.41,15.69,306898,-67,135728,-36,314289,-70,279263,-70,338602,-76,294530,-62,206410,-54,319119,-72
5.21,-0.41,15.69,306893,-67,135730,-36,314312,-70,279257,-70,338644,-76,294581,-62,213433,-54,319120,-72
5.22,-0.41,15.69,306889,-67,135731,-36,314325,-70,279253,-70,338665,-76,294607,-62,205733,-55,319121,-72
5.23,-0.41,15.69,306886,-67,135732,-36,314337,-70,279250,-70,338687,-76,294632,-62,201750,-55,319121,-72
5.25,-0.41,15.69,306879,-67,135733,-36,314361,-70,279244,-70,338730,-76,294684,-62,201750,-54,319122,-72
5.26,-0.41,15.69,306876,-67,135734,-36,314373,-70,279241,-70,338751,-76,294710,-62,202056,-54,319122,-72
5.29,-0.41,15.69,306866,-67,135737,-36,314409,-70,279231,-70,338815,-76,294786,-62,204749,-55,319124,-72
5.31,-0.41,15.69,306860,-67,135738,-36,314433,-70,279224,-70,338857,-76,294837,-62,204074,-54,319125,-72
5.32,-0.41,15.69,306857,-67,135739,-36,314445,-70,279222,-70,338879,-76,294862,-62,211378,-54,319125,-72
5.33,-0.41,15.69,306854,-67,135740,-36,314457,-70,279218,-70,338899,-76,294889,-62,201750,-55,319126,-72
5.34,-0.41,15.69,306850,-67,135741,-36,314469,-70,279215,-70,338921,-76,294914,-62,201750,-54,319126,-72
5.35,-0.41,15.69,306846,-67,135742,-36,314481,-70,279211,-70,338942,-76,294940,-62,201750,-55,319127,-72
5.36,-0.41,15.69,306844,-67,135743,-36,314493,-70,279208,-70,338964,-76,294965,-62,202965,-55,319127,-72
5.37,-0.41,15.69,306841,-67,135744,-36,314506,-70,279205,-70,338985,-76,294990,-62,203313,-55,319128,-72
5.4,-0.41,15.69,306831,-67,135747,-36,314541,-70,279196,-70,339049,-76,295067,-62,199193,-54,319129,-72
5.41,-0.41,15.69,306828,-67,135748,-36,314553,-70,279192,-70,339070,-76,295093,-62,200187,-54,319129,-72
5.42,-0.41,15.69,306824,-67,135749,-36,314566,-70,279189,-70,339091,-76,295118,-62,200187,-54,319130,-72
5.43,-0.41,15.69,306821,-67,135750,-36,314578,-70,279186,-70,339113,-76,295144,-62,200368,-54,319130,-72
5.44,-0.41,15.69,306817,-67,135751,-36,314590,-70,279182,-70,339134,-76,295169,-62,201608,-54,319131,-72
5.46,-0.41,15.69,306811,-67,135752,-36,314614,-70,279176,-70,339176,-76,295220,-62,204964,-54,319132,-72
5.47,-0.41,15.69,306808,-67,135753,-36,314626,-70,279172,-70,339198,-76,295246,-62,210647,-54,319132,-72
5.48,-0.41,15.69,306805,-67,135754,-36,314638,-70,279170,-70,339219,-76,295272,-62,201486,-54,319133,-72
5.49,-0.41,15.69,306801,-67,135755,-36,314650,-70,279166,-70,339240,-76,295297,-62,197273,-54,319133,-72
5.5,-0.41,15.69,306798,-67,135756,-36,314662,-70,279163,-70,339261,-76,295322,-62,195754,-54,319134,-72
5.51,-0.41,15.69,306795,-67,135757,-36,314674,-70,279160,-70,339283,-76,295348,-62,196650,-54,319134,-72
5.52,-0.41,15.69,306792,-67,135758,-36,314686,-70,279157,-70,339304,-76,295374,-62,206016,-54,319135,-72
5.53,-0.41,15.69,306789,-67,135759,-36,314698,-70,279154,-70,339326,-76,295399,-62,201773,-54,319135,-72
5.55,-0.41,15.69,306782,-67,135760,-36,314722,-70,279147,-70,339368,-76,295450,-62,210182,-54,319136,-72
5.56,-0.41,15.69,306779,-67,135761,-36,314735,-70,279144,-70,339389,-76,295476,-62,206196,-54,319136,-72
5.57,-0.41,15.69,306775,-67,135762,-36,314746,-70,279140,-70,339411,-76,295501,-62,196680,-54,319137,-72
5.58,-0.41,15.69,306773,-67,135763,-36,314759,-70,279137,-70,339432,-76,295527,-62,196541,-54,319137,-72
5.59,-0.41,15.69,306769,-67,135764,-36,314770,-70,279133,-70,339453,-76,295553,-62,203615,-54,319138,-72
5.61,-0.41,15.69,306763,-67,135766,-36,314794,-70,279127,-70,339496,-76,295603,-62,199503,-54,319138,-72
5.62,-0.41,15.69,306759,-67,135767,-36,314807,-70,279124,-70,339517,-76,295629,-62,205760,-54,319139,-72
5.63,-0.41,15.69,306757,-67,135768,-36,314819,-70,279121,-70,339538,-76,295654,-62,197063,-54,319140,-72
5.64,-0.41,15.69,306753,-67,135769,-36,314830,-70,279117,-70,339560,-76,295680,-62,197063,-54,319140,-72
5.65,-0.41,15.69,306750,-67,135770,-36,314843,-70,279114,-70,339581,-76,295706,-62,207584,-54,319141,-72
9.24,-0.41,15.69,305585,-67,136103,-36,319167,-71,277950,-70,347222,-76,307606,-63,208896,-54,319307,-72
9.25,-0.41,15.69,305582,-67,136104,-36,319179,-71,277948,-70,347243,-76,320454,-64,208894,-54,319307,-72
9.26,-0.41,15.69,305579,-67,136105,-36,319191,-71,277944,-70,347265,-76,317423,-64,208892,-54,319308,-72
9.27,-0.41,15.69,305576,-67,136106,-36,319203,-71,277941,-70,347285,-76,308051,-64,208890,-54,319308,-72
9.28,-0.41,15.69,305573,-67,136107,-36,319215,-71,277938,-70,347306,-76,316676,-64,208889,-54,319309,-72
9.3,-0.41,15.69,305566,-67,136108,-36,319239,-71,277931,-70,347349,-76,307997,-64,208885,-54,319310,-72
9.76,-0.41,15.69,305417,-67,136151,-37,319793,-71,277783,-69,348329,-77,306444,-64,208799,-54,319331,-72
9.8,-0.41,15.69,305404,-67,136155,-37,319841,-71,277770,-69,348414,-77,317563,-64,208792,-54,319333,-72
9.82,-0.41,15.69,305397,-67,136156,-37,319865,-71,277763,-69,348456,-77,305477,-64,208788,-54,319334,-72
9.83,-0.41,15.69,305394,-67,136157,-37,319878,-71,277760,-69,348477,-77,306437,-64,208786,-54,319334,-72
9.84,-0.41,15.69,305391,-67,136158,-37,319890,-71,277756,-69,348498,-77,306437,-64,208784,-54,319335,-72
9.85,-0.41,15.69,305388,-67,136159,-37,319901,-71,277753,-69,348520,-77,306350,-64,208782,-54,319335,-72
9.86,-0.41,15.69,305384,-67,136160,-37,319914,-71,277749,-69,348541,-77,303568,-63,208780,-54,319336,-72
9.89,-0.41,15.69,305375,-67,136163,-37,319950,-71,277740,-69,348605,-77,308247,-63,208774,-54,319337,-72
9.9,-0.41,15.69,305372,-67,136164,-37,319961,-71,277737,-69,348626,-77,317302,-64,208773,-54,319337,-72
9.92,-0.41,15.69,305365,-67,136166,-37,319986,-71,277731,-69,348669,-77,315965,-64,208769,-54,319339,-72
13.57,-0.41,15.69,304182,-67,136504,-37,324382,-71,276547,-69,356537,-77,312940,-64,208090,-54,319508,-72
13.58,-0.41,15.69,304178,-67,136505,-37,324394,-71,276544,-69,360550,-77,312932,-64,208088,-54,319508,-72
13.59,-0.41,15.69,304175,-67,136506,-37,324406,-72,276541,-69,354424,-77,312924,-64,208087,-54,319509,-72
13.6,-0.41,15.69,304172,-67,136507,-37,324418,-72,276538,-69,355502,-78,312916,-64,208085,-54,319509,-72
13.62,-0.41,15.69,304165,-67,136509,-37,324443,-72,276531,-69,368846,-77,312900,-64,208081,-54,319510,-72
13.63,-0.41,15.69,304162,-67,136510,-37,324454,-72,276527,-69,363450,-78,312892,-64,208079,-54,319511,-72
13.64,-0.41,15.69,304159,-67,136511,-37,324467,-72,276525,-69,361562,-78,312885,-64,208078,-54,319511,-72
13.66,-0.41,15.69,304153,-67,136513,-37,324491,-72,276519,-69,367159,-77,312869,-64,208074,-54,319512,-72
13.68,-0.41,15.69,304146,-67,136514,-37,324515,-72,276512,-69,372665,-78,312853,-64,208070,-54,319513,-72
13.69,-0.41,15.69,304142,-67,136515,-37,324527,-72,276508,-69,369462,-78,312845,-64,208068,-54,319513,-72
13.71,-0.41,15.69,304136,-67,136517,-37,324551,-72,276502,-69,357116,-78,312830,-64,208065,-54,319514,-72
13.72,-0.41,15.69,304133,-67,136518,-37,324563,-72,276498,-69,369358,-78,312822,-64,208062,-54,319515,-72
13.73,-0.41,15.69,304130,-67,136519,-37,324575,-72,276496,-69,361926,-77,312814,-64,208060,-54,319515,-72
13.74,-0.41,15.69,304126,-67,136520,-37,324587,-72,276492,-69,368198,-78,312806,-64,208059,-54,319516,-72
13.75,-0.41,15.69,304123,-67,136521,-37,324599,-72,276489,-69,372063,-78,312798,-64,208057,-54,319516,-72
13.77,-0.41,15.69,304116,-67,136523,-37,324623,-72,276482,-69,361628,-78,312783,-64,208053,-54,319517,-72
13.79,-0.41,15.69,304110,-67,136525,-37,324647,-72,276476,-69,371886,-78,312767,-64,208050,-54,319518,-72
13.8,-0.41,15.69,304107,-67,136526,-37,324659,-72,276473,-69,371697,-79,312758,-64,208048,-54,319519,-72
13.82,-0.41,15.69,304101,-67,136527,-37,324683,-72,276467,-69,376750,-78,312743,-64,208044,-54,319519,-72
13.83,-0.41,15.69,304097,-67,136528,-37,324695,-72,276463,-69,377972,-78,312735,-64,208042,-54,319520,-72
13.84,-0.41,15.69,304094,-67,136529,-37,324708,-72,276460,-69,373975,-77,312727,-64,208040,-54,319520,-72
13.85,-0.41,15.69,304091,-68,136530,-37,324720,-72,276456,-69,359638,-77,312719,-64,208039,-54,319521,-72
13.86,-0.41,15.69,304088,-68,136531,-37,324731,-72,276453,-69,370561,-78,312712,-64,208037,-54,319521,-72
13.88,-0.41,15.69,304081,-68,136533,-37,324756,-72,276447,-69,376279,-77,312695,-64,208032,-54,319522,-72
13.89,-0.41,15.69,304078,-68,136534,-37,324768,-72,276444,-69,382350,-77,312688,-64,208031,-54,319523,-72
13.9,-0.41,15.69,304075,-68,136535,-37,324780,-72,276441,-69,378061,-78,312680,-64,208029,-54,319523,-72
13.92,-0.41,15.69,304068,-68,136537,-37,324803,-72,276434,-69,366018,-78,312664,-64,208025,-54,319524,-72
13.93,-0.41,15.69,304065,-68,136538,-37,324816,-72,276431,-69,372570,-78,312656,-64,208023,-54,319524,-72
13.94,-0.41,15.69,304062,-68,136539,-37,324828,-72,276428,-69,374808,-78,312648,-64,208021,-54,319525,-72
13.95,-0.41,15.69,304058,-68,136540,-37,324840,-72,276424,-69,364388,-78,312640,-64,208020,-54,319525,-72
13.98,-0.41,15.69,304049,-68,136542,-37,324876,-72,276415,-69,379391,-77,312617,-64,208014,-54,319527,-72
13.99,-0.41,15.69,304045,-68,136543,-37,324888,-72,276411,-69,375848,-77,312609,-64,208013,-54,319527,-72
14,-0.41,15.69,304042,-68,136544,-37,324900,-72,276408,-69,365962,-78,312601,-64,208011,-54,319528,-72
14.01,-0.41,15.69,304039,-68,136545,-37,324913,-72,276405,-69,367204,-78,312594,-64,208009,-54,319528,-72
14.03,-0.41,15.69,304033,-68,136547,-37,324936,-72,276399,-69,360153,-77,312577,-64,208005,-54,319529,-72
14.04,-0.41,15.69,304029,-68,136548,-37,324948,-72,276395,-69,372916,-77,312570,-64,208003,-54,319530,-72
14.05,-0.41,15.69,304026,-68,136549,-37,324961,-72,276392,-69,369070,-77,312562,-64,208001,-54,319530,-72
14.07,-0.41,15.69,304019,-68,136551,-37,324984,-72,276385,-69,362757,-77,312546,-64,207997,-54,319531,-72
14.08,-0.41,15.69,304016,-68,136552,-37,324996,-72,276382,-69,367686,-77,312538,-64,207995,-54,319531,-72
14.09,-0.41,15.69,304013,-68,136553,-37,325008,-72,276379,-69,368938,-77,312530,-64,207994,-54,319532,-72
14.1,-0.41,15.69,304009,-68,136554,-37,325020,-72,276375,-69,367935,-77,312522,-64,207992,-54,319532,-72
14.12,-0.41,15.69,304003,-68,136555,-37,325045,-72,276369,-69,375185,-78,312506,-64,207988,-54,319533,-72
17.77,-0.41,15.69,302819,-68,136893,-37,329441,-72,277369,-68,372657,-78,309633,-64,207310,-54,319702,-72
17.78,-0.41,15.69,302817,-68,136895,-37,329453,-72,283351,-69,372650,-78,309625,-64,207308,-54,319703,-72
17.79,-0.41,15.69,302813,-68,136896,-37,329465,-72,272063,-68,372644,-78,309617,-64,207306,-54,319703,-72
17.8,-0.41,15.69,302810,-68,136897,-37,329477,-72,272062,-68,372637,-78,309609,-64,207303,-54,319704,-72
17.81,-0.41,15.69,302807,-68,136898,-37,329489,-72,272062,-68,372630,-78,309601,-64,207302,-54,319704,-72
17.83,-0.41,15.69,302801,-68,136899,-37,329514,-72,274846,-68,372616,-78,309585,-64,207298,-54,319705,-72
17.84,-0.41,15.69,302797,-68,136900,-37,329525,-72,272288,-68,372610,-78,309578,-64,207296,-54,319706,-72
17.85,-0.41,15.69,302794,-68,136901,-37,329537,-72,289303,-69,372602,-78,309569,-64,207294,-54,319706,-72
17.86,-0.41,15.69,302791,-68,136902,-37,329550,-72,280936,-68,372595,-78,309561,-64,207292,-54,319707,-72
17.87,-0.41,15.69,302787,-68,136903,-37,329561,-72,278312,-69,372589,-78,309554,-64,207291,-54,319707,-72
17.89,-0.41,15.69,302781,-68,136904,-37,329586,-72,288354,-69,372575,-78,309538,-64,207287,-54,319708,-72
17.9,-0.41,15.69,302777,-68,136905,-37,329598,-72,285838,-69,372568,-78,309530,-64,207285,-54,319708,-72
17.91,-0.41,15.69,302774,-68,136906,-37,329610,-72,282120,-68,372561,-78,309523,-64,207283,-54,319709,-72
17.92,-0.41,15.69,302770,-68,136907,-37,329622,-72,290219,-68,372554,-78,309515,-64,207282,-54,319709,-72
17.93,-0.41,15.69,302768,-68,136908,-37,329634,-72,282464,-68,372547,-78,309507,-64,207280,-54,319710,-72
17.94,-0.41,15.69,302765,-68,136909,-37,329646,-72,296942,-69,372540,-78,309499,-64,207278,-54,319710,-72
17.95,-0.41,15.69,302761,-68,136911,-37,329658,-72,294307,-68,372533,-78,309491,-64,207276,-54,319711,-72
17.98,-0.41,15.69,302751,-68,136913,-37,329694,-72,280312,-68,372512,-78,309468,-64,207271,-54,319712,-72
17.99,-0.41,15.69,302748,-68,136914,-37,329706,-72,282961,-68,372505,-78,309459,-64,207268,-54,319713,-72
18,-0.41,15.69,302745,-68,136915,-37,329718,-72,295304,-68,372498,-78,309451,-64,207266,-54,319713,-72
18.01,-0.41,15.69,302742,-68,136916,-37,329730,-72,285253,-68,372491,-78,309443,-64,207264,-54,319714,-72
18.02,-0.41,15.69,302739,-68,136917,-37,329742,-72,288890,-68,372485,-78,309436,-64,207262,-54,319714,-72
18.03,-0.41,15.69,302736,-68,136918,-37,329754,-72,282025,-68,372478,-78,309428,-64,207261,-54,319715,-72
18.05,-0.41,15.69,302729,-68,136919,-37,329778,-72,290812,-68,372463,-78,309412,-64,207257,-54,319715,-72
18.06,-0.41,15.69,302726,-68,136920,-37,329790,-72,285407,-68,372457,-78,309404,-64,207255,-54,319716,-72
18.07,-0.41,15.69,302722,-68,136921,-37,329802,-72,275555,-68,372450,-78,309397,-64,207254,-54,319716,-72
18.08,-0.41,15.69,302719,-68,136922,-37,329814,-72,276898,-68,372443,-78,309388,-64,207252,-54,319717,-72
18.09,-0.41,15.69,302716,-68,136923,-37,329826,-72,278244,-68,372436,-78,309380,-64,207250,-54,319717,-72
18.1,-0.41,15.69,302712,-68,136924,-37,329838,-72,289851,-68,372430,-78,309373,-64,207248,-54,319718,-72
18.13,-0.41,15.69,302703,-68,136927,-37,329874,-72,279601,-68,372409,-78,309350,-64,207243,-54,319719,-72
18.14,-0.41,15.69,302700,-68,136928,-37,329887,-72,285321,-68,372401,-78,309341,-64,207241,-54,319719,-72
18.15,-0.41,15.69,302696,-68,136929,-37,329899,-72,274927,-68,372395,-78,309333,-64,207238,-54,319720,-72
18.16,-0.41,15.69,302693,-68,136930,-37,329911,-72,276051,-68,372388,-78,309326,-64,207236,-54,319721,-72
18.17,-0.41,15.69,302690,-68,136931,-37,329923,-72,276750,-68,372380,-78,309318,-64,207235,-54,319721,-72
18.18,-0.41,15.69,302686,-68,136932,-37,329935,-72,284878,-68,372373,-78,309310,-64,207233,-54,319722,-72
18.2,-0.41,15.69,302680,-68,136933,-37,329959,-72,285317,-68,372360,-78,309294,-64,207229,-54,319722,-72
18.21,-0.41,15.69,302677,-68,136934,-37,329971,-72,277895,-68,372353,-78,309286,-64,207227,-54,319723,-72
18.23,-0.41,15.69,302670,-68,136936,-37,329995,-72,275444,-68,372339,-78,309271,-64,207224,-54,319724,-72
18.24,-0.41,15.69,302667,-68,136937,-37,330008,-72,277170,-68,372333,-78,309263,-64,207222,-54,319724,-72
18.25,-0.41,15.69,302664,-68,136938,-37,330019,-72,284861,-68,372325,-78,309254,-64,207220,-54,319725,-72
18.28,-0.41,15.69,302654,-68,136941,-37,330055,-72,290186,-68,372305,-78,309231,-64,207215,-54,319726,-72
18.29,-0.41,15.69,302651,-68,136942,-37,330067,-72,274755,-68,372298,-78,309224,-64,207213,-54,319727,-72
18.31,-0.41,15.69,302645,-68,136944,-37,330091,-72,273625,-68,372284,-78,309208,-64,207209,-54,319728,-72
18.32,-0.41,15.69,302641,-68,136945,-37,330103,-72,283503,-68,372277,-78,309200,-64,207207,-54,319728,-72
18.33,-0.41,15.69,302638,-68,136946,-37,330115,-72,286742,-68,372270,-78,309192,-64,207205,-54,319729,-72
18.35,-0.41,15.69,302631,-68,136947,-37,330140,-72,276750,-68,372256,-78,309176,-64,207201,-54,319729,-72
18.36,-0.41,15.69,302628,-68,136948,-37,330152,-72,276750,-68,372249,-78,309168,-64,207199,-54,319730,-72
18.37,-0.41,15.69,302625,-68,136949,-37,330164,-72,276750,-68,372242,-78,309160,-64,207198,-54,319730,-72
18.38,-0.41,15.69,302621,-68,136950,-37,330176,-72,276750,-68,372235,-78,309152,-64,207196,-54,319731,-72
18.39,-0.41,15.69,302619,-68,136951,-37,330188,-72,277442,-68,372228,-78,309144,-64,207194,-54,319731,-72
18.4,-0.41,15.69,302615,-68,136952,-37,330200,-72,285258,-68,372222,-78,309137,-64,207192,-54,319732,-72
22.02,-0.41,15.69,301441,-68,137288,-38,334560,-73,284451,-68,369715,-78,306286,-64,206519,-54,319899,-72
22.03,-0.41,15.69,301438,-68,137289,-38,325263,-73,284446,-68,369708,-78,306278,-64,206518,-54,319900,-72
22.04,-0.41,15.69,301435,-68,137290,-38,328689,-73,284441,-68,369701,-78,306271,-64,206515,-54,319901,-72
22.06,-0.41,15.69,301429,-68,137291,-38,324889,-73,284432,-68,369687,-78,306254,-64,206511,-54,319901,-72
22.07,-0.41,15.69,301426,-68,137292,-38,333921,-73,284428,-68,369680,-78,306247,-64,206509,-54,319902,-72
22.1,-0.41,15.69,301416,-68,137295,-38,325878,-73,284414,-68,369659,-78,306223,-64,206504,-54,319903,-72
22.11,-0.41,15.69,301412,-68,137296,-38,320047,-73,284409,-68,369653,-78,306215,-64,206502,-54,319903,-72
22.12,-0.41,15.69,301409,-68,137297,-38,322829,-73,284404,-68,369645,-78,306207,-64,206500,-54,319904,-72
22.16,-0.41,15.69,301396,-68,137301,-38,331247,-73,284386,-68,369618,-78,306176,-64,206493,-54,319906,-72
22.18,-0.41,15.69,301390,-68,137303,-38,331437,-73,284376,-68,369604,-78,306160,-64,206490,-54,319907,-72
22.19,-0.41,15.69,301387,-68,137304,-38,332384,-72,284372,-68,369597,-78,306153,-64,206488,-54,319907,-72
22.21,-0.41,15.69,301380,-68,137305,-38,328648,-73,284363,-68,369583,-78,306137,-64,206484,-54,319908,-72
22.22,-0.41,15.69,301376,-68,137306,-38,320108,-72,284358,-68,369576,-78,306129,-64,206482,-54,319908,-72
22.23,-0.41,15.69,301373,-68,137307,-38,319186,-72,284353,-68,369570,-78,306121,-64,206480,-54,319909,-72
22.24,-0.41,15.69,301370,-68,137308,-38,323954,-73,284349,-68,369563,-78,306113,-64,206478,-54,319910,-72
22.26,-0.41,15.69,301364,-68,137310,-38,313344,-73,284340,-68,369549,-78,306097,-64,206474,-54,319910,-72
22.27,-0.41,15.69,301361,-68,137311,-38,315907,-73,284335,-68,369542,-78,306089,-64,206472,-54,319911,-72
22.28,-0.41,15.69,301357,-68,137312,-38,318598,-73,284331,-68,369535,-78,306081,-64,206471,-54,319911,-72
