relative time,X Position (meters),Y Position (meters),AP1 FTM,AP1 RSSI,AP2 FTM,AP2 RSSI,AP3 FTM,AP3 RSSI,AP4 FTM,AP4 RSSI,AP5 FTM,AP5 RSSI,AP6 FTM,AP6 RSSI,AP7 FTM,AP7 RSSI,AP8 FTM,AP8 RSSI
61.46,-1.63,0.4,204850,-52,341484,-76,246408,-62,244648,-70,128313,-40,294108,-61,217967,-70,137687,-40
61.48,-1.63,0.4,204847,-52,341493,-76,246417,-62,244645,-70,128313,-40,294108,-61,218199,-70,137687,-40
61.49,-1.63,0.4,204845,-52,341497,-76,246421,-62,244643,-70,128313,-40,294107,-61,217598,-70,137687,-40
61.5,-1.63,0.4,204843,-52,341501,-76,246425,-62,244641,-70,128313,-40,294107,-61,230857,-70,137687,-40
61.51,-1.63,0.4,204841,-52,341505,-76,246429,-62,244639,-70,128313,-40,294106,-61,217846,-70,137687,-40
65.19,-1.63,0.4,204163,-52,343025,-76,247950,-62,243962,-70,128313,-40,293937,-61,218392,-70,137687,-40
65.2,-1.63,0.4,204161,-52,343029,-76,247954,-62,243961,-70,128313,-40,302293,-61,218395,-70,137687,-40
65.21,-1.63,0.4,204159,-52,343033,-76,247958,-62,243959,-70,128313,-40,299474,-61,218398,-70,137687,-40
65.23,-1.63,0.4,204155,-52,343041,-76,247966,-62,243955,-70,128313,-40,293937,-61,218403,-70,137687,-40
65.24,-1.63,0.4,204153,-52,343045,-76,247970,-62,243953,-70,128313,-40,293660,-61,218406,-70,137687,-40
65.25,-1.63,0.4,204152,-52,343049,-76,247974,-62,243952,-70,128313,-40,292732,-61,218409,-70,137687,-40
65.27,-1.63,0.4,204148,-52,343058,-76,247983,-62,243948,-70,128313,-40,292374,-61,218414,-70,137687,-40
65.28,-1.63,0.4,204146,-52,343062,-76,247987,-62,243946,-70,128313,-40,292374,-61,218417,-70,137687,-40
65.29,-1.63,0.4,204145,-52,343066,-76,247991,-62,243945,-70,128313,-40,292618,-61,218419,-70,137687,-40
65.3,-1.63,0.4,204143,-52,343070,-76,247995,-62,243943,-70,128313,-40,293883,-61,218422,-70,137687,-40
65.31,-1.63,0.4,204141,-52,343075,-76,248000,-62,243941,-70,128313,-40,292412,-61,218425,-70,137687,-40
65.32,-1.63,0.4,204139,-52,343079,-76,248004,-62,243939,-70,128313,-40,292375,-61,218428,-70,137687,-40
65.33,-1.63,0.4,204137,-52,343083,-76,248008,-62,243937,-70,128313,-40,293647,-61,218430,-70,137687,-40
65.34,-1.63,0.4,204136,-52,343087,-76,248012,-62,243936,-70,128313,-40,292823,-61,218433,-70,137687,-40
65.35,-1.63,0.4,204134,-52,343091,-76,248016,-62,243934,-70,128313,-40,292375,-61,218436,-70,137687,-40
65.36,-1.63,0.4,204132,-52,343095,-76,248020,-62,243932,-70,128313,-40,293313,-61,218439,-70,137687,-40
65.38,-1.63,0.4,204128,-52,343103,-76,248028,-62,243928,-70,128313,-40,302456,-61,218445,-70,137687,-40
65.39,-1.63,0.4,204127,-52,343108,-76,248033,-62,243927,-70,128313,-40,292164,-61,218448,-70,137687,-40
65.4,-1.63,0.4,204125,-52,343112,-76,248037,-62,243925,-70,128313,-40,291187,-61,218450,-70,137687,-40
65.42,-1.63,0.4,204121,-52,343120,-76,248045,-62,243921,-70,128313,-40,298218,-61,218456,-70,137687,-40
65.43,-1.63,0.4,204119,-52,343124,-76,248049,-62,243919,-70,128313,-40,303019,-61,218459,-70,137687,-40
65.44,-1.63,0.4,204117,-52,343128,-76,248053,-62,243917,-70,128313,-40,295064,-61,218461,-70,137687,-40
65.45,-1.63,0.4,204115,-52,343133,-76,248058,-62,243915,-70,128313,-40,295535,-61,218464,-70,137687,-40
65.46,-1.63,0.4,204113,-52,343136,-76,248061,-62,243913,-70,128313,-40,304398,-60,218467,-70,137687,-40
65.47,-1.63,0.4,204111,-52,343140,-76,248065,-62,243911,-70,128313,-40,295503,-61,218470,-70,137687,-40
65.48,-1.63,0.4,204109,-52,343144,-76,248069,-62,243909,-70,128313,-40,293937,-61,218473,-70,137687,-40
65.49,-1.63,0.4,204108,-52,343148,-76,248073,-62,243908,-70,128313,-40,302570,-61,218475,-70,137687,-40
65.5,-1.63,0.4,204106,-52,343153,-76,248078,-62,243906,-70,128313,-40,298296,-61,218478,-70,137687,-40
65.51,-1.63,0.4,204104,-52,343157,-75,248082,-62,243904,-70,128313,-40,293245,-61,218481,-70,137687,-40
65.53,-1.63,0.4,204100,-52,343166,-75,248091,-62,243900,-70,128313,-40,304875,-61,218486,-70,137687,-40
65.55,-1.63,0.4,204097,-52,343174,-75,248099,-62,243897,-70,128313,-40,304874,-61,218491,-70,137687,-40
65.56,-1.63,0.4,204095,-52,343177,-75,248103,-62,243895,-70,128313,-40,298258,-61,218494,-70,137687,-40
65.58,-1.63,0.4,204091,-52,343186,-75,248111,-62,243891,-70,128313,-40,292883,-61,218500,-70,137687,-40
65.59,-1.63,0.4,204090,-52,343190,-75,248115,-62,243890,-70,128313,-40,293937,-61,218503,-70,137687,-40
65.6,-1.63,0.4,204088,-52,343195,-75,248120,-62,243888,-70,128313,-40,294157,-61,218505,-70,137687,-40
65.61,-1.63,0.4,204086,-52,343199,-75,248124,-62,243886,-70,128313,-40,295499,-61,218508,-70,137687,-40
65.62,-1.63,0.4,204084,-52,343203,-75,248128,-62,243884,-70,128313,-40,295500,-61,218511,-70,137687,-40
65.63,-1.63,0.4,204082,-52,343206,-75,248132,-62,243882,-70,128313,-40,294234,-61,218513,-70,137687,-40
65.64,-1.63,0.4,204081,-52,343211,-75,248136,-62,243881,-70,128313,-40,292822,-61,218516,-70,137687,-40
65.65,-1.63,0.4,204079,-52,343215,-75,248140,-62,243879,-70,128313,-40,301814,-61,218519,-70,137687,-40
65.66,-1.63,0.4,204077,-52,343219,-75,248144,-62,243877,-70,128313,-40,298078,-61,218522,-70,137687,-40
65.68,-1.63,0.4,204072,-52,343227,-75,248152,-62,243872,-70,128313,-40,293474,-61,218528,-70,137687,-40
65.69,-1.63,0.4,204071,-52,343231,-75,248157,-62,243871,-70,128313,-40,294237,-61,218531,-70,137687,-40
65.7,-1.63,0.4,204069,-52,343235,-75,248160,-62,243869,-70,128313,-40,302888,-61,218533,-70,137687,-40
65.71,-1.63,0.4,204067,-52,343240,-75,248165,-62,243867,-70,128313,-40,298781,-61,218536,-70,137687,-40
65.73,-1.63,0.4,204064,-52,343248,-75,248173,-62,243864,-70,128313,-40,292375,-61,218541,-70,137687,-40
65.74,-1.63,0.4,204062,-52,343252,-75,248177,-62,243862,-70,128313,-40,292375,-61,218544,-70,137687,-40
65.75,-1.63,0.4,204060,-52,343256,-75,248181,-62,243860,-70,128313,-40,294647,-61,218547,-70,137687,-40
65.76,-1.63,0.4,204058,-52,343260,-75,248185,-62,243858,-70,128313,-40,304925,-61,218549,-70,137687,-40
65.78,-1.63,0.4,204055,-52,343269,-75,248194,-62,243855,-70,128313,-40,306223,-61,218555,-70,137687,-40
65.79,-1.63,0.4,204053,-52,343273,-75,248198,-62,243853,-70,128313,-40,298244,-61,218558,-70,137687,-40
65.8,-1.63,0.4,204051,-52,343277,-75,248202,-62,243851,-70,128313,-40,293004,-61,218561,-70,137687,-40
65.82,-1.63,0.4,204047,-52,343285,-75,248210,-62,243847,-70,128313,-40,293937,-61,218566,-70,137687,-40
65.83,-1.63,0.4,204045,-52,343289,-75,248214,-62,243845,-70,128313,-40,293562,-61,218569,-70,137687,-40
65.84,-1.63,0.4,204043,-52,343294,-75,248219,-62,243843,-70,128313,-40,292493,-61,218572,-70,137687,-40
65.85,-1.63,0.4,204042,-52,343297,-75,248222,-62,243842,-70,128313,-40,293459,-61,218575,-70,137687,-40
65.87,-1.63,0.4,204038,-52,343305,-75,248231,-62,243838,-70,128313,-40,300813,-61,218580,-70,137687,-40
65.88,-1.63,0.4,204036,-52,343309,-75,248235,-62,243836,-70,128313,-40,293474,-61,218583,-70,137687,-40
65.89,-1.63,0.4,204034,-52,343314,-75,248239,-62,243835,-70,128313,-40,292375,-61,218586,-70,137687,-40
69.52,-1.63,0.4,203365,-52,344813,-75,249739,-62,243167,-70,127026,-40,292375,-61,219589,-70,137687,-40
69.53,-1.63,0.4,203363,-52,344817,-75,249743,-62,243165,-70,123934,-40,292375,-61,219592,-70,137687,-40
69.54,-1.63,0.4,203361,-52,344821,-75,249747,-62,243164,-70,123639,-39,292375,-61,219595,-70,137687,-40
69.55,-1.63,0.4,203359,-52,344826,-75,249752,-62,243162,-70,126750,-39,292375,-61,219597,-70,137687,-40
69.56,-1.63,0.4,203358,-52,344830,-75,249756,-62,243161,-70,128293,-40,292375,-61,219600,-70,137687,-40
69.58,-1.63,0.4,203354,-52,344838,-75,249764,-62,243156,-70,134136,-40,292375,-61,219605,-70,137687,-40
69.59,-1.63,0.4,203352,-52,344842,-75,249768,-62,243154,-70,127322,-40,292375,-61,219608,-70,137687,-40
69.6,-1.63,0.4,203350,-52,344846,-75,249772,-62,243152,-70,127878,-40,292375,-61,219611,-70,137687,-40
69.61,-1.63,0.4,203349,-52,344850,-75,249777,-62,243151,-70,127285,-40,292375,-61,219614,-70,137687,-40
69.62,-1.63,0.4,203347,-52,344854,-75,249780,-62,243149,-70,129603,-40,292375,-61,219616,-70,137687,-40
69.63,-1.63,0.4,203345,-52,344858,-75,249784,-62,243147,-70,125729,-39,292375,-61,219620,-70,137687,-40
69.64,-1.63,0.4,203343,-52,344862,-75,249788,-62,243145,-70,125187,-39,292375,-61,219622,-70,137687,-40
69.65,-1.63,0.4,203342,-52,344867,-75,249793,-62,243144,-70,134038,-39,292375,-61,219625,-70,137687,-40
69.66,-1.63,0.4,203340,-52,344871,-75,249797,-62,243142,-70,132874,-40,292375,-61,219628,-70,137687,-40
69.67,-1.63,0.4,203338,-52,344875,-75,249801,-62,243140,-70,129875,-40,292375,-61,219631,-70,137687,-40
69.69,-1.63,0.4,203334,-52,344884,-75,249810,-62,243136,-70,139759,-40,292375,-61,219636,-70,137687,-40
69.7,-1.63,0.4,203332,-52,344888,-75,249814,-62,243135,-70,137757,-40,292375,-61,219639,-70,137687,-40
69.71,-1.63,0.4,203331,-52,344892,-75,249818,-62,243133,-70,126529,-40,292375,-61,219642,-70,137687,-40
69.72,-1.63,0.4,203329,-52,344896,-75,249822,-62,243131,-70,125601,-39,292375,-61,219644,-70,137687,-40
69.74,-1.63,0.4,203324,-52,344904,-75,249830,-62,243127,-70,127714,-40,292375,-61,219650,-70,137687,-40
69.75,-1.63,0.4,203323,-52,344908,-75,249834,-62,243126,-70,129875,-40,292375,-61,219653,-70,137687,-40
69.76,-1.63,0.4,203321,-52,344912,-75,249839,-62,243124,-70,129875,-40,292375,-61,219656,-70,137687,-40
69.77,-1.63,0.4,203319,-52,344916,-75,249842,-62,243122,-70,129707,-40,292375,-61,219658,-70,137687,-40
69.78,-1.63,0.4,203317,-52,344920,-75,249846,-62,243119,-70,127102,-39,292375,-61,219661,-70,137687,-40
69.79,-1.63,0.4,203315,-52,344924,-75,249850,-62,243118,-70,128049,-40,292375,-61,219663,-70,137687,-40
69.8,-1.63,0.4,203313,-52,344929,-75,249855,-62,243116,-70,127123,-40,292375,-61,219666,-70,137687,-40
69.81,-1.63,0.4,203312,-52,344933,-75,249859,-62,243114,-70,126750,-40,292375,-61,219669,-70,137687,-40
69.83,-1.63,0.4,203308,-52,344941,-75,249867,-62,243111,-70,127475,-40,292375,-61,219674,-70,137687,-40
69.84,-1.63,0.4,203306,-52,344945,-75,249872,-62,243109,-70,130125,-40,292375,-61,219677,-70,137687,-40
69.85,-1.63,0.4,203304,-52,344949,-75,249875,-62,243106,-70,133000,-40,292375,-61,219680,-70,137687,-40
69.86,-1.63,0.4,203303,-52,344954,-75,249880,-62,243105,-70,133459,-41,292375,-61,219682,-70,137687,-40
69.88,-1.63,0.4,203299,-52,344962,-75,249888,-62,243101,-70,133571,-39,292375,-61,219688,-70,137687,-40
69.89,-1.63,0.4,203297,-52,344966,-75,249892,-62,243099,-70,130628,-40,292375,-61,219691,-70,137687,-40
69.9,-1.63,0.4,203295,-52,344970,-75,249896,-62,243098,-70,140556,-40,292375,-61,219694,-70,137687,-40
69.91,-1.63,0.4,203294,-52,344975,-75,249901,-62,243096,-70,136668,-40,292375,-61,219696,-70,137687,-40
69.92,-1.63,0.4,203292,-52,344978,-75,249904,-62,243094,-70,129875,-40,292375,-61,219699,-70,137687,-40
69.93,-1.63,0.4,203290,-52,344983,-75,249909,-62,243092,-70,129875,-40,292375,-61,219702,-70,137687,-40
69.94,-1.63,0.4,203288,-52,344986,-75,249912,-62,243090,-70,132523,-41,292375,-61,219705,-70,137687,-40
69.95,-1.63,0.4,203286,-52,344990,-75,249917,-62,243088,-70,130439,-41,292375,-61,219707,-70,137687,-40
69.96,-1.63,0.4,203285,-52,344995,-75,249921,-62,243087,-70,126466,-40,292375,-61,219710,-70,137687,-40
69.98,-1.63,0.4,203280,-52,345003,-75,249929,-62,243083,-70,131438,-41,292375,-61,219716,-70,137687,-40
69.99,-1.63,0.4,203278,-52,345007,-75,249933,-62,243081,-70,131437,-40,292375,-61,219719,-70,137687,-40
70,-1.63,0.4,203277,-52,345011,-75,249937,-62,243080,-70,131731,-40,292375,-61,219722,-70,137687,-40
70.03,-1.63,0.4,203271,-52,345024,-75,249950,-62,243074,-70,134563,-41,292375,-61,219730,-70,137687,-40
70.04,-1.63,0.4,203269,-52,345028,-75,249954,-62,243072,-70,132559,-42,292375,-61,219732,-70,137687,-40
70.05,-1.63,0.4,203267,-52,345032,-75,249958,-62,243070,-70,128492,-41,292375,-61,219735,-70,137687,-40
70.06,-1.63,0.4,203266,-52,345036,-75,249963,-62,243069,-70,125614,-40,292375,-61,219738,-70,137687,-40
70.07,-1.63,0.4,203264,-52,345040,-75,249967,-62,243066,-70,128264,-40,292375,-61,219741,-70,137687,-40
70.08,-1.63,0.4,203262,-52,345044,-75,249971,-62,243064,-70,131060,-40,292375,-61,219744,-70,137687,-40
70.09,-1.63,0.4,203260,-52,345048,-75,249975,-62,243062,-70,130200,-40,292375,-61,219746,-70,137687,-40
70.1,-1.63,0.4,203259,-52,345053,-75,249979,-62,243061,-70,129875,-41,292375,-61,219749,-70,137687,-40
70.13,-1.63,0.4,203253,-52,345065,-75,249991,-62,243055,-70,131981,-41,292375,-61,219757,-70,137687,-40
70.15,-1.63,0.4,203249,-52,345073,-75,250000,-62,243052,-70,128576,-40,292375,-61,219763,-70,137687,-40
70.16,-1.63,0.4,203247,-52,345077,-75,250004,-62,243050,-70,129720,-40,292375,-61,219766,-70,137687,-40
70.17,-1.63,0.4,203246,-52,345082,-75,250008,-62,243048,-70,133861,-41,292375,-61,219769,-70,137687,-40
70.19,-1.63,0.4,203241,-52,345089,-75,250016,-62,243044,-70,130643,-41,292375,-61,219774,-70,137687,-40
70.22,-1.63,0.4,203236,-52,345102,-75,250028,-62,243039,-70,137687,-41,292375,-61,219782,-70,137687,-40
73.83,-1.63,0.4,202571,-52,346593,-75,251520,-62,242376,-70,137854,-41,292375,-61,220780,-70,137687,-40
73.84,-1.63,0.4,202569,-52,346597,-75,251524,-62,244309,-70,137854,-41,292375,-61,220783,-70,137687,-40
73.86,-1.63,0.4,202565,-52,346606,-75,251533,-62,241761,-70,137855,-41,292375,-61,220788,-70,137687,-40
73.87,-1.63,0.4,202563,-52,346609,-75,251536,-62,241670,-70,137855,-41,292375,-61,220791,-70,137687,-40
73.88,-1.63,0.4,202562,-52,346614,-75,251541,-62,244185,-70,137856,-41,292375,-61,220794,-70,137687,-40
73.9,-1.63,0.4,202558,-52,346622,-75,251549,-62,252406,-70,137856,-41,292375,-61,220799,-70,137687,-40
73.91,-1.63,0.4,202556,-52,346627,-75,251554,-62,253028,-70,137857,-41,292375,-61,220802,-70,137687,-40
73.92,-1.63,0.4,202554,-52,346630,-75,251558,-62,245012,-69,137857,-41,292375,-61,220805,-70,137687,-40
73.93,-1.63,0.4,202553,-52,346634,-75,251562,-62,252467,-70,137858,-41,292375,-61,220808,-70,137687,-40
73.94,-1.63,0.4,202551,-52,346638,-75,251565,-62,262378,-70,137858,-41,292375,-61,220810,-70,137687,-40
73.95,-1.63,0.4,202549,-52,346643,-75,251570,-62,258100,-70,137859,-41,292375,-61,220813,-70,137687,-40
73.96,-1.63,0.4,202547,-52,346647,-75,251574,-62,244399,-70,137859,-41,292375,-61,220816,-70,137687,-40
73.97,-1.63,0.4,202545,-52,346651,-75,251578,-62,255112,-69,137860,-41,292375,-61,220819,-70,137687,-40
73.98,-1.63,0.4,202544,-52,346655,-75,251582,-62,249717,-69,137861,-41,292375,-61,220822,-70,137687,-40
73.99,-1.63,0.4,202542,-52,346659,-75,251586,-62,247433,-69,137861,-41,292375,-61,220824,-70,137687,-40
74.01,-1.63,0.4,202538,-52,346668,-75,251595,-62,248304,-69,137862,-41,292375,-61,220830,-70,137687,-40
74.02,-1.63,0.4,202536,-52,346671,-75,251598,-62,250619,-70,137862,-41,292375,-61,220833,-70,137687,-40
74.03,-1.63,0.4,202535,-52,346676,-75,251603,-62,251435,-69,137863,-41,292375,-61,220835,-70,137687,-40
74.06,-1.63,0.4,202529,-52,346688,-75,251615,-62,248399,-69,137864,-41,292375,-61,220844,-70,137687,-40
74.07,-1.63,0.4,202527,-52,346692,-75,251619,-62,250188,-69,137864,-41,292375,-61,220847,-70,137687,-40
74.08,-1.63,0.4,202525,-52,346697,-75,251624,-62,249296,-69,137865,-41,292375,-61,220849,-70,137687,-40
74.09,-1.63,0.4,202523,-52,346701,-75,251628,-62,244144,-70,137865,-41,292375,-61,220852,-70,137687,-40
74.1,-1.63,0.4,202521,-52,346705,-75,251632,-62,246914,-70,137866,-41,292375,-61,220855,-70,137687,-40
74.11,-1.63,0.4,202519,-52,346708,-75,251636,-62,247062,-70,137866,-41,292375,-61,220858,-70,137687,-40
74.12,-1.63,0.4,202517,-52,346713,-75,251640,-62,244664,-70,137867,-41,292375,-61,220860,-70,137687,-40
74.13,-1.63,0.4,202516,-52,346717,-75,251644,-62,243937,-70,137867,-41,292375,-61,220863,-70,137687,-40
74.14,-1.63,0.4,202514,-52,346721,-75,251648,-62,245814,-70,137868,-41,292375,-61,220866,-70,137687,-40
74.16,-1.63,0.4,202510,-52,346729,-75,251657,-62,250549,-70,137868,-41,292375,-61,220871,-70,137687,-41
74.19,-1.63,0.4,202505,-52,346742,-75,251669,-62,252963,-70,137870,-41,292375,-61,220880,-70,137687,-41
74.22,-1.63,0.4,202499,-52,346754,-75,251681,-62,246096,-70,137871,-41,292375,-61,220888,-70,137687,-41
74.24,-1.63,0.4,202496,-52,346762,-75,251689,-62,249915,-71,137872,-41,292375,-61,220893,-70,137687,-41
74.25,-1.63,0.4,202494,-52,346767,-75,251694,-62,247180,-70,137873,-41,292375,-61,220896,-70,137687,-41
74.26,-1.63,0.4,202492,-52,346771,-75,251698,-62,248558,-70,137873,-41,292375,-61,220899,-70,137687,-41
74.27,-1.63,0.4,202490,-52,346775,-75,251702,-62,252437,-70,137874,-41,292375,-61,220901,-70,137687,-41
74.28,-1.63,0.4,202489,-52,346779,-75,251706,-62,248955,-70,137874,-41,292375,-61,220905,-70,137687,-41
74.31,-1.63,0.4,202483,-52,346791,-75,251719,-62,250826,-70,137875,-41,292375,-61,220913,-70,137687,-41
74.32,-1.63,0.4,202481,-52,346795,-75,251722,-62,250879,-70,137876,-41,292375,-61,220916,-70,137687,-41
74.33,-1.63,0.4,202479,-52,346799,-75,251727,-62,248753,-70,137876,-41,292375,-61,220918,-70,137687,-41
74.34,-1.63,0.4,202477,-52,346803,-75,251731,-62,249760,-70,137877,-41,292375,-61,220921,-70,137687,-41
74.36,-1.63,0.4,202473,-52,346812,-75,251739,-62,251366,-70,137878,-41,292375,-61,220927,-70,137687,-41
74.37,-1.63,0.4,202471,-52,346816,-75,251743,-62,249067,-70,137878,-41,292375,-61,220930,-70,137687,-41
74.38,-1.63,0.4,202470,-52,346820,-75,251748,-62,250711,-70,137879,-41,292375,-61,220933,-70,137687,-41
74.39,-1.63,0.4,202468,-52,346825,-75,251752,-62,253720,-70,137879,-41,292375,-61,220935,-70,137687,-41
74.41,-1.63,0.4,202464,-52,346832,-75,251760,-62,259134,-71,137880,-41,292375,-61,220941,-70,137687,-41
74.42,-1.63,0.4,202463,-52,346837,-75,251764,-62,250444,-71,137881,-41,292375,-61,220943,-70,137687,-41
74.43,-1.63,0.4,202461,-52,346841,-75,251768,-62,249165,-70,137881,-41,292375,-61,220946,-70,137687,-41
74.44,-1.63,0.4,202459,-52,346845,-75,251772,-62,250187,-70,137882,-41,292375,-61,220949,-70,137687,-41
74.46,-1.63,0.4,202455,-52,346853,-75,251781,-62,253521,-70,137882,-41,292375,-61,220954,-70,137687,-41
74.47,-1.63,0.4,202453,-52,346857,-75,251784,-62,259427,-70,137883,-41,292375,-61,220957,-70,137687,-41
74.48,-1.63,0.4,202451,-52,346861,-75,251788,-62,254053,-70,137883,-41,292375,-61,220960,-70,137687,-41
74.5,-1.63,0.4,202448,-52,346870,-75,251797,-62,256435,-69,137884,-41,292375,-61,220965,-70,137687,-41
78.17,-1.63,0.4,201771,-52,348386,-75,248868,-62,255083,-69,138053,-41,292375,-61,221980,-70,137687,-41
78.18,-1.63,0.4,201770,-52,348390,-75,241059,-62,255080,-69,138054,-41,292375,-61,221982,-70,137687,-41
78.19,-1.63,0.4,201768,-52,348393,-75,253312,-62,255077,-69,138054,-41,292375,-61,221985,-70,137687,-41
78.2,-1.63,0.4,201766,-52,348397,-75,252490,-62,255073,-69,138055,-41,292375,-61,221988,-70,137687,-41
78.21,-1.63,0.4,201764,-52,348402,-75,240203,-62,255069,-69,138055,-41,292375,-61,221991,-70,137687,-41
78.23,-1.63,0.4,201760,-52,348410,-75,248529,-62,255062,-69,138056,-41,292375,-61,221997,-70,137687,-41
78.24,-1.63,0.4,201759,-52,348415,-75,238742,-62,255058,-69,138057,-41,292375,-61,221999,-70,137687,-41
78.25,-1.63,0.4,201757,-52,348418,-75,237047,-62,255054,-69,138057,-41,292375,-61,222002,-70,137687,-41
78.26,-1.63,0.4,201755,-52,348423,-75,252232,-62,255050,-69,138058,-41,292375,-61,222005,-70,137687,-41
78.27,-1.63,0.4,201753,-52,348427,-75,243385,-62,255046,-69,138058,-41,292375,-61,222008,-70,137687,-41
78.28,-1.63,0.4,201751,-52,348431,-75,241162,-62,255043,-69,138059,-41,292375,-61,222010,-70,137687,-41
78.29,-1.63,0.4,201750,-52,348435,-75,240812,-62,255039,-69,138059,-41,292375,-61,222013,-70,137687,-41
78.3,-1.63,0.4,201748,-52,348439,-75,239951,-62,255036,-69,138060,-41,292375,-61,222016,-70,137687,-41
78.32,-1.63,0.4,201744,-52,348447,-75,237687,-62,255029,-69,138060,-41,292375,-61,222021,-70,137687,-41
78.33,-1.63,0.4,201743,-52,348451,-75,241106,-62,255025,-69,138061,-41,292375,-61,222024,-70,137687,-41
78.34,-1.63,0.4,201741,-52,348456,-75,251329,-63,255021,-69,138061,-41,292375,-61,222026,-70,137687,-41
78.35,-1.63,0.4,201739,-52,348460,-75,240790,-62,255018,-69,138062,-41,292375,-61,222029,-70,137687,-41
78.36,-1.63,0.4,201737,-52,348464,-75,251750,-62,255014,-69,138062,-41,292375,-61,222032,-70,137687,-41
78.38,-1.63,0.4,201733,-52,348472,-75,248799,-62,255006,-69,138063,-41,292375,-61,222038,-70,137687,-41
78.39,-1.63,0.4,201731,-52,348476,-75,238980,-62,255002,-69,138064,-41,292375,-61,222041,-70,137687,-41
78.4,-1.63,0.4,201729,-52,348480,-75,239046,-62,254999,-69,138064,-41,292375,-61,222043,-70,137687,-41
78.41,-1.63,0.4,201727,-52,348485,-75,251428,-62,254995,-69,138065,-41,292375,-61,222046,-70,137687,-41
78.42,-1.63,0.4,201725,-52,348488,-75,242750,-62,254992,-69,138065,-41,292375,-61,222048,-70,137687,-41
78.43,-1.63,0.4,201724,-52,348493,-75,248530,-62,254988,-69,138066,-41,292375,-61,222052,-70,137687,-41
78.44,-1.63,0.4,201722,-52,348497,-75,243588,-62,254984,-69,138066,-41,292375,-61,222054,-70,137687,-41
78.45,-1.63,0.4,201720,-52,348501,-75,238349,-62,254981,-69,138067,-41,292375,-61,222057,-70,137687,-41
78.47,-1.63,0.4,201716,-52,348509,-75,238729,-62,254973,-69,138067,-41,292375,-61,222063,-70,137687,-41
78.48,-1.63,0.4,201715,-52,348513,-75,240179,-62,254969,-69,138068,-41,292375,-61,222066,-69,137687,-41
78.49,-1.63,0.4,201713,-52,348518,-75,248625,-62,254965,-69,138068,-41,292375,-61,222068,-69,137687,-41
78.5,-1.63,0.4,201711,-52,348521,-75,248145,-62,254962,-69,138069,-41,292375,-61,222071,-69,137687,-41
78.51,-1.63,0.4,201709,-52,348526,-75,236991,-62,254958,-69,138069,-41,292375,-61,222074,-69,137687,-41
78.53,-1.63,0.4,201706,-52,348534,-75,238417,-62,254951,-69,138070,-41,292375,-61,222080,-69,137687,-41
78.54,-1.63,0.4,201704,-52,348539,-75,240605,-61,254947,-69,138070,-41,292375,-61,222082,-69,137687,-41
78.55,-1.63,0.4,201702,-52,348542,-75,239337,-62,254944,-69,138071,-41,292375,-61,222085,-69,137687,-41
78.56,-1.63,0.4,201700,-52,348546,-75,240812,-62,254940,-69,138071,-41,292375,-61,222087,-69,137687,-41
78.57,-1.63,0.4,201698,-52,348551,-75,240812,-62,254936,-69,138072,-41,292375,-61,222091,-69,137687,-41
78.58,-1.63,0.4,201696,-52,348555,-75,240812,-62,254932,-69,138072,-41,292375,-61,222093,-69,137687,-41
78.59,-1.63,0.4,201694,-52,348559,-75,240812,-62,254929,-69,138073,-41,292375,-61,222096,-69,137687,-41
78.6,-1.63,0.4,201693,-52,348563,-75,236620,-62,254925,-69,138073,-41,292375,-61,222099,-69,137687,-41
78.61,-1.63,0.4,201691,-52,348567,-75,237286,-62,254922,-69,138074,-41,292375,-61,222102,-69,137687,-41
78.63,-1.63,0.4,201687,-52,348576,-75,238648,-62,254914,-69,138074,-41,292375,-61,222107,-69,137687,-41
78.64,-1.63,0.4,201685,-52,348579,-75,238549,-62,254911,-69,138075,-41,292375,-61,222110,-69,137687,-41
78.68,-1.63,0.4,201678,-52,348596,-75,249921,-62,254895,-69,138077,-41,292375,-61,222121,-69,137687,-41
78.69,-1.63,0.4,201676,-52,348600,-75,247291,-62,254893,-69,138077,-41,292375,-61,222123,-69,137687,-41
78.7,-1.63,0.4,201674,-52,348604,-75,236456,-62,254889,-69,138078,-41,292375,-61,222126,-69,137687,-41
78.71,-1.63,0.4,201672,-52,348608,-75,249877,-62,254885,-69,138078,-41,292375,-61,222129,-69,137687,-41
78.72,-1.63,0.4,201670,-52,348613,-75,240250,-62,254881,-69,138079,-41,292375,-61,222131,-69,137687,-41
78.73,-1.63,0.4,201668,-52,348617,-75,238860,-62,254877,-69,138079,-41,292375,-61,222134,-69,137687,-41
78.74,-1.63,0.4,201667,-52,348621,-75,240335,-62,254873,-69,138080,-41,292375,-61,222137,-69,137687,-41
78.75,-1.63,0.4,201665,-52,348625,-75,240812,-62,254870,-69,138080,-41,292375,-61,222140,-69,137687,-41
78.78,-1.63,0.4,201659,-52,348637,-75,239250,-62,254859,-69,138082,-41,292375,-61,222149,-69,137687,-41
78.84,-1.63,0.4,201648,-52,348662,-75,237687,-62,254837,-69,138084,-41,292375,-61,222165,-69,137687,-41
78.85,-1.63,0.4,201646,-52,348666,-75,238652,-62,254834,-69,138085,-41,292375,-61,222167,-69,137687,-41
78.86,-1.63,0.4,201645,-52,348670,-75,250187,-62,254830,-69,138085,-41,292375,-61,222170,-69,137687,-41
82.53,-1.63,0.4,200968,-52,350186,-75,249173,-62,253478,-69,138255,-41,292375,-61,223185,-69,137687,-41
