Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn
6-8,2025-01-03 16:13:24.316,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,6499,1099,6660394708,true
6-8,2025-01-03 16:13:24.316,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,6499,1099,6660394708,true
6-8,2025-01-03 16:13:24.316,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,9297,86,6660394708,true
6-8,2025-01-03 16:13:24.316,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,6499,1099,6660394708,true
6-8,2025-01-03 16:13:24.316,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,9297,86,6660394708,true
6-8,2025-01-03 16:13:24.316,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,952,202,6660394708,true
6-8,2025-01-03 16:13:24.316,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,6499,1099,6660394708,true
6-8,2025-01-03 16:13:24.316,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-61,9297,86,6660394708,true
6-8,2025-01-03 16:13:24.316,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,952,202,6660394708,true
6-8,2025-01-03 16:13:24.316,MCSLab RTT AP3,b0:e4:d5:88:16:86,-64,1922,567,6660394708,true
6-8,2025-01-03 16:13:24.440,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6460,1207,6660394833,true
6-8,2025-01-03 16:13:24.440,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6460,1207,6660394833,true
6-8,2025-01-03 16:13:24.440,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,7432,1937,6660394833,true
6-8,2025-01-03 16:13:24.440,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6460,1207,6660394833,true
6-8,2025-01-03 16:13:24.440,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-62,7432,1937,6660394833,true
6-8,2025-01-03 16:13:24.440,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,405,555,6660394833,true
6-8,2025-01-03 16:13:24.440,MCSLab RTT AP2,24:29:34:e1:ef:d4,-73,6460,1207,6660394833,true
