Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
27,2024-12-14 17:28:30.738,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8628,452,4936891377,True,8198.500440528634
27,2024-12-14 17:28:30.738,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8628,452,4936891377,True,8198.500440528634
27,2024-12-14 17:28:30.738,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,6748,242,4936891377,True,6514.378254649499
27,2024-12-14 17:28:30.738,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8628,452,4936891377,True,8198.500440528634
27,2024-12-14 17:28:30.738,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,6748,242,4936891377,True,6514.378254649499
27,2024-12-14 17:28:30.738,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,-688,1659,4936891377,True,-201.68044311887516
27,2024-12-14 17:28:30.738,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8628,452,4936891377,True,8198.500440528634
27,2024-12-14 17:28:30.738,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,6748,242,4936891377,True,6514.378254649499
27,2024-12-14 17:28:30.738,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,-688,1659,4936891377,True,-201.68044311887516
27,2024-12-14 17:28:30.738,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,5406,1023,4936891377,True,4545.782547830145
27,2024-12-14 17:28:30.861,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8686,349,4936891500,True,8350.481018262313
27,2024-12-14 17:28:30.861,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8686,349,4936891500,True,8350.481018262313
27,2024-12-14 17:28:30.861,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-56,5908,162,4936891500,True,5750.323558484349
27,2024-12-14 17:28:30.861,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8686,349,4936891500,True,8350.481018262313
27,2024-12-14 17:28:30.861,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-56,5908,162,4936891500,True,5750.323558484349
27,2024-12-14 17:28:30.861,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,-649,1447,4936891500,True,-200.95467557251908
27,2024-12-14 17:28:30.861,MCSLab RTT AP2,24:29:34:e1:ef:d4,-72,8686,349,4936891500,True,8350.481018262313
27,2024-12-14 17:28:30.861,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-56,5908,162,4936891500,True,5750.323558484349
27,2024-12-14 17:28:30.861,MCSLab RTT AP1,24:29:34:e2:4c:36,-54,-649,1447,4936891500,True,-200.95467557251908
