Starting Wi-Fi RTT Ranging...
Label: 37, Timestamp: 2024-12-21 16:52:52.271, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 3731 mm, StdDev: 81 mm, timeStemp: 5539552891, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.271, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 3731 mm, StdDev: 81 mm, timeStemp: 5539552891, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.271, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -47, Distance: 3086 mm, StdDev: 97 mm, timeStemp: 5539552891, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.271, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 3731 mm, StdDev: 81 mm, timeStemp: 5539552891, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.271, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -47, Distance: 3086 mm, StdDev: 97 mm, timeStemp: 5539552891, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.271, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -62, Distance: 3145 mm, StdDev: 123 mm, timeStemp: 5539552891, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.271, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 3731 mm, StdDev: 81 mm, timeStemp: 5539552891, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.271, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -47, Distance: 3086 mm, StdDev: 97 mm, timeStemp: 5539552891, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.271, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -62, Distance: 3145 mm, StdDev: 123 mm, timeStemp: 5539552891, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.271, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -64, Distance: 4200 mm, StdDev: 139 mm, timeStemp: 5539552891, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.384, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 3865 mm, StdDev: 98 mm, timeStemp: 5539553020, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.384, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 3865 mm, StdDev: 98 mm, timeStemp: 5539553020, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.384, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -47, Distance: 2939 mm, StdDev: 145 mm, timeStemp: 5539553020, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.384, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 3865 mm, StdDev: 98 mm, timeStemp: 5539553020, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.384, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -47, Distance: 2939 mm, StdDev: 145 mm, timeStemp: 5539553020, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.384, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -62, Distance: 3212 mm, StdDev: 84 mm, timeStemp: 5539553020, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.384, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -66, Distance: 3865 mm, StdDev: 98 mm, timeStemp: 5539553020, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.384, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -47, Distance: 2939 mm, StdDev: 145 mm, timeStemp: 5539553020, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.384, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -62, Distance: 3212 mm, StdDev: 84 mm, timeStemp: 5539553020, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.384, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -66, Distance: 3835 mm, StdDev: 1342 mm, timeStemp: 5539553020, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.508, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -71, Distance: 3208 mm, StdDev: 378 mm, timeStemp: 5539553147, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.508, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -71, Distance: 3208 mm, StdDev: 378 mm, timeStemp: 5539553147, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.508, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -50, Distance: 2822 mm, StdDev: 320 mm, timeStemp: 5539553147, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.508, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -71, Distance: 3208 mm, StdDev: 378 mm, timeStemp: 5539553147, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.508, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -50, Distance: 2822 mm, StdDev: 320 mm, timeStemp: 5539553147, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.508, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -57, Distance: 3139 mm, StdDev: 261 mm, timeStemp: 5539553147, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.508, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -71, Distance: 3208 mm, StdDev: 378 mm, timeStemp: 5539553147, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.508, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -50, Distance: 2822 mm, StdDev: 320 mm, timeStemp: 5539553147, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.508, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -57, Distance: 3139 mm, StdDev: 261 mm, timeStemp: 5539553147, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.508, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -66, Distance: 4071 mm, StdDev: 486 mm, timeStemp: 5539553147, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.778, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 2651 mm, StdDev: 844 mm, timeStemp: 5539553416, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.778, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 2651 mm, StdDev: 844 mm, timeStemp: 5539553416, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.778, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -51, Distance: 2978 mm, StdDev: 337 mm, timeStemp: 5539553416, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.778, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 2651 mm, StdDev: 844 mm, timeStemp: 5539553416, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.778, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -51, Distance: 2978 mm, StdDev: 337 mm, timeStemp: 5539553416, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.778, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3139 mm, StdDev: 344 mm, timeStemp: 5539553416, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.778, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 2651 mm, StdDev: 844 mm, timeStemp: 5539553416, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.778, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -51, Distance: 2978 mm, StdDev: 337 mm, timeStemp: 5539553416, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.778, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3139 mm, StdDev: 344 mm, timeStemp: 5539553416, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:52.778, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -66, Distance: 3680 mm, StdDev: 759 mm, timeStemp: 5539553416, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.051, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 2944 mm, StdDev: 776 mm, timeStemp: 5539553688, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.051, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 2944 mm, StdDev: 776 mm, timeStemp: 5539553688, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.051, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -45, Distance: 2822 mm, StdDev: 456 mm, timeStemp: 5539553688, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.051, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 2944 mm, StdDev: 776 mm, timeStemp: 5539553688, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.051, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -45, Distance: 2822 mm, StdDev: 456 mm, timeStemp: 5539553688, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.051, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3100 mm, StdDev: 258 mm, timeStemp: 5539553688, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.051, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 2944 mm, StdDev: 776 mm, timeStemp: 5539553688, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.051, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -45, Distance: 2822 mm, StdDev: 456 mm, timeStemp: 5539553688, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.051, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3100 mm, StdDev: 258 mm, timeStemp: 5539553688, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.051, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -65, Distance: 3719 mm, StdDev: 743 mm, timeStemp: 5539553688, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.336, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 3003 mm, StdDev: 806 mm, timeStemp: 5539553969, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.336, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 3003 mm, StdDev: 806 mm, timeStemp: 5539553969, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.336, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -44, Distance: 2008 mm, StdDev: 965 mm, timeStemp: 5539553968, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.336, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 3003 mm, StdDev: 806 mm, timeStemp: 5539553969, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.336, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -44, Distance: 2008 mm, StdDev: 965 mm, timeStemp: 5539553968, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.336, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3178 mm, StdDev: 279 mm, timeStemp: 5539553968, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.336, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 3003 mm, StdDev: 806 mm, timeStemp: 5539553969, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.336, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -44, Distance: 2008 mm, StdDev: 965 mm, timeStemp: 5539553968, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.336, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3178 mm, StdDev: 279 mm, timeStemp: 5539553968, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.336, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -68, Distance: 3250 mm, StdDev: 888 mm, timeStemp: 5539553968, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.601, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 2886 mm, StdDev: 653 mm, timeStemp: 5539554238, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.601, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 2886 mm, StdDev: 653 mm, timeStemp: 5539554238, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.601, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -47, Distance: 2939 mm, StdDev: 384 mm, timeStemp: 5539554238, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.601, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 2886 mm, StdDev: 653 mm, timeStemp: 5539554238, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.601, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -47, Distance: 2939 mm, StdDev: 384 mm, timeStemp: 5539554238, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.601, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -60, Distance: 3061 mm, StdDev: 316 mm, timeStemp: 5539554238, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.601, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 2886 mm, StdDev: 653 mm, timeStemp: 5539554238, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.601, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -47, Distance: 2939 mm, StdDev: 384 mm, timeStemp: 5539554238, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.601, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -60, Distance: 3061 mm, StdDev: 316 mm, timeStemp: 5539554238, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.601, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -58, Distance: 5174 mm, StdDev: 2987 mm, timeStemp: 5539554238, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.743, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 3003 mm, StdDev: 732 mm, timeStemp: 5539554377, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.743, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 3003 mm, StdDev: 732 mm, timeStemp: 5539554377, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.743, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -49, Distance: 2978 mm, StdDev: 342 mm, timeStemp: 5539554377, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.743, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 3003 mm, StdDev: 732 mm, timeStemp: 5539554377, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.743, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -49, Distance: 2978 mm, StdDev: 342 mm, timeStemp: 5539554377, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.743, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3217 mm, StdDev: 347 mm, timeStemp: 5539554377, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.743, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 3003 mm, StdDev: 732 mm, timeStemp: 5539554377, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.743, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -49, Distance: 2978 mm, StdDev: 342 mm, timeStemp: 5539554377, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.743, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3217 mm, StdDev: 347 mm, timeStemp: 5539554377, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.743, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -66, Distance: 3485 mm, StdDev: 849 mm, timeStemp: 5539554376, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.902, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 3061 mm, StdDev: 318 mm, timeStemp: 5539554525, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.902, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 3061 mm, StdDev: 318 mm, timeStemp: 5539554525, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.902, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -49, Distance: 2822 mm, StdDev: 403 mm, timeStemp: 5539554524, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.902, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 3061 mm, StdDev: 318 mm, timeStemp: 5539554525, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.902, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -49, Distance: 2822 mm, StdDev: 403 mm, timeStemp: 5539554524, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.902, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3257 mm, StdDev: 377 mm, timeStemp: 5539554524, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.902, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 3061 mm, StdDev: 318 mm, timeStemp: 5539554525, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.902, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -49, Distance: 2822 mm, StdDev: 403 mm, timeStemp: 5539554524, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.902, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3257 mm, StdDev: 377 mm, timeStemp: 5539554524, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:53.902, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -62, Distance: 5028 mm, StdDev: 2918 mm, timeStemp: 5539554524, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.031, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 2768 mm, StdDev: 871 mm, timeStemp: 5539554663, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.031, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 2768 mm, StdDev: 871 mm, timeStemp: 5539554663, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.031, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -44, Distance: 2678 mm, StdDev: 504 mm, timeStemp: 5539554663, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.031, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 2768 mm, StdDev: 871 mm, timeStemp: 5539554663, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.031, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -44, Distance: 2678 mm, StdDev: 504 mm, timeStemp: 5539554663, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.031, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3178 mm, StdDev: 309 mm, timeStemp: 5539554663, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.031, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 2768 mm, StdDev: 871 mm, timeStemp: 5539554663, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.031, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -44, Distance: 2678 mm, StdDev: 504 mm, timeStemp: 5539554663, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.031, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 3178 mm, StdDev: 309 mm, timeStemp: 5539554663, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.031, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -67, Distance: 3524 mm, StdDev: 830 mm, timeStemp: 5539554663, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.171, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 3178 mm, StdDev: 526 mm, timeStemp: 5539554806, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.171, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 3178 mm, StdDev: 526 mm, timeStemp: 5539554806, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.171, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -48, Distance: 2861 mm, StdDev: 396 mm, timeStemp: 5539554805, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.171, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 3178 mm, StdDev: 526 mm, timeStemp: 5539554806, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.171, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -48, Distance: 2861 mm, StdDev: 396 mm, timeStemp: 5539554805, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.171, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -62, Distance: 3257 mm, StdDev: 312 mm, timeStemp: 5539554805, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.171, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 3178 mm, StdDev: 526 mm, timeStemp: 5539554806, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.171, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -48, Distance: 2861 mm, StdDev: 396 mm, timeStemp: 5539554805, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.171, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -62, Distance: 3257 mm, StdDev: 312 mm, timeStemp: 5539554805, mcOn: true
Label: 37, Timestamp: 2024-12-21 16:52:54.171, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -64, Distance: 3680 mm, StdDev: 650 mm, timeStemp: 5539554805, mcOn: true
