Starting Wi-Fi RTT Ranging...
Label: 21, Timestamp: 2024-12-21 15:57:01.738, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 4038 mm, StdDev: 229 mm, timeStemp: 5536202377, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.738, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 4038 mm, StdDev: 229 mm, timeStemp: 5536202377, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.738, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -66, Distance: 6982 mm, StdDev: 564 mm, timeStemp: 5536202377, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.738, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 4038 mm, StdDev: 229 mm, timeStemp: 5536202377, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.738, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -66, Distance: 6982 mm, StdDev: 564 mm, timeStemp: 5536202377, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.738, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -64, Distance: 2475 mm, StdDev: 698 mm, timeStemp: 5536202377, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.738, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 4038 mm, StdDev: 229 mm, timeStemp: 5536202377, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.738, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -66, Distance: 6982 mm, StdDev: 564 mm, timeStemp: 5536202377, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.738, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -64, Distance: 2475 mm, StdDev: 698 mm, timeStemp: 5536202377, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.738, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -55, Distance: 1024 mm, StdDev: 997 mm, timeStemp: 5536202377, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.867, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -73, Distance: 3589 mm, StdDev: 264 mm, timeStemp: 5536202506, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.867, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -73, Distance: 3589 mm, StdDev: 264 mm, timeStemp: 5536202506, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.867, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -64, Distance: 6689 mm, StdDev: 776 mm, timeStemp: 5536202506, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.867, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -73, Distance: 3589 mm, StdDev: 264 mm, timeStemp: 5536202506, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.867, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -64, Distance: 6689 mm, StdDev: 776 mm, timeStemp: 5536202506, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.867, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -64, Distance: 2827 mm, StdDev: 945 mm, timeStemp: 5536202506, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.867, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -73, Distance: 3589 mm, StdDev: 264 mm, timeStemp: 5536202506, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.867, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -64, Distance: 6689 mm, StdDev: 776 mm, timeStemp: 5536202506, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.867, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -64, Distance: 2827 mm, StdDev: 945 mm, timeStemp: 5536202506, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.867, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -57, Distance: 985 mm, StdDev: 949 mm, timeStemp: 5536202506, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.998, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 4038 mm, StdDev: 319 mm, timeStemp: 5536202637, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.998, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 4038 mm, StdDev: 319 mm, timeStemp: 5536202637, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.998, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -65, Distance: 6367 mm, StdDev: 1621 mm, timeStemp: 5536202637, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.998, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 4038 mm, StdDev: 319 mm, timeStemp: 5536202637, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.998, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -65, Distance: 6367 mm, StdDev: 1621 mm, timeStemp: 5536202637, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.998, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -56, Distance: 2827 mm, StdDev: 1035 mm, timeStemp: 5536202637, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.998, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 4038 mm, StdDev: 319 mm, timeStemp: 5536202637, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.998, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -65, Distance: 6367 mm, StdDev: 1621 mm, timeStemp: 5536202637, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.998, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -56, Distance: 2827 mm, StdDev: 1035 mm, timeStemp: 5536202637, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:01.998, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -56, Distance: 1144 mm, StdDev: 967 mm, timeStemp: 5536202637, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.094, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 3803 mm, StdDev: 88 mm, timeStemp: 5536202733, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.094, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 3803 mm, StdDev: 88 mm, timeStemp: 5536202733, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.094, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -65, Distance: 6221 mm, StdDev: 867 mm, timeStemp: 5536202733, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.094, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 3803 mm, StdDev: 88 mm, timeStemp: 5536202733, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.094, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -65, Distance: 6221 mm, StdDev: 867 mm, timeStemp: 5536202733, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.094, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -60, Distance: 2358 mm, StdDev: 781 mm, timeStemp: 5536202733, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.094, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 3803 mm, StdDev: 88 mm, timeStemp: 5536202733, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.094, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -65, Distance: 6221 mm, StdDev: 867 mm, timeStemp: 5536202733, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.094, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -60, Distance: 2358 mm, StdDev: 781 mm, timeStemp: 5536202733, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.094, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -57, Distance: 1141 mm, StdDev: 1254 mm, timeStemp: 5536202733, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.215, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 3804 mm, StdDev: 321 mm, timeStemp: 5536202854, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.215, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 3804 mm, StdDev: 321 mm, timeStemp: 5536202854, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.215, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -64, Distance: 6807 mm, StdDev: 1406 mm, timeStemp: 5536202854, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.215, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 3804 mm, StdDev: 321 mm, timeStemp: 5536202854, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.215, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -64, Distance: 6807 mm, StdDev: 1406 mm, timeStemp: 5536202854, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.215, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -62, Distance: 2241 mm, StdDev: 385 mm, timeStemp: 5536202854, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.215, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 3804 mm, StdDev: 321 mm, timeStemp: 5536202854, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.215, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -64, Distance: 6807 mm, StdDev: 1406 mm, timeStemp: 5536202854, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.215, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -62, Distance: 2241 mm, StdDev: 385 mm, timeStemp: 5536202854, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.215, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -56, Distance: 1532 mm, StdDev: 876 mm, timeStemp: 5536202854, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.338, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -73, Distance: 4038 mm, StdDev: 107 mm, timeStemp: 5536202977, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.338, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -73, Distance: 4038 mm, StdDev: 107 mm, timeStemp: 5536202977, mcOn: true
Label: 21, Timestamp: 2024-12-21 15:57:02.338, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -65, Distance: 7305 mm, StdDev: 704 mm, timeStemp: 5536202977, mcOn: true
