Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn
11-9,2025-02-28 13:39:59.817,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,4145,207,340159053,true
11-9,2025-02-28 13:39:59.817,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,4145,207,340159053,true
11-9,2025-02-28 13:39:59.817,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,3886,1143,340159053,true
11-9,2025-02-28 13:39:59.817,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,4145,207,340159053,true
11-9,2025-02-28 13:39:59.817,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,3886,1143,340159053,true
11-9,2025-02-28 13:39:59.817,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,2632,673,340159053,true
11-9,2025-02-28 13:39:59.817,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,4145,207,340159053,true
11-9,2025-02-28 13:39:59.817,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,3886,1143,340159053,true
11-9,2025-02-28 13:39:59.817,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,2632,673,340159053,true
11-9,2025-02-28 13:39:59.817,MCSLab RTT AP3,b0:e4:d5:88:16:86,-63,6258,226,340159053,true
11-9,2025-02-28 13:39:59.942,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,4321,231,340159179,true
11-9,2025-02-28 13:39:59.942,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,4321,231,340159179,true
11-9,2025-02-28 13:39:59.942,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,4961,849,340159179,true
11-9,2025-02-28 13:39:59.942,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,4321,231,340159179,true
11-9,2025-02-28 13:39:59.942,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,4961,849,340159179,true
11-9,2025-02-28 13:39:59.942,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,2632,632,340159179,true
11-9,2025-02-28 13:39:59.942,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,4321,231,340159179,true
11-9,2025-02-28 13:39:59.942,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,4961,849,340159179,true
11-9,2025-02-28 13:39:59.942,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,2632,632,340159179,true
11-9,2025-02-28 13:39:59.942,MCSLab RTT AP3,b0:e4:d5:88:16:86,-64,6170,357,340159179,true
11-9,2025-02-28 13:40:00.068,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,3823,542,340159305,true
11-9,2025-02-28 13:40:00.068,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,3823,542,340159305,true
11-9,2025-02-28 13:40:00.068,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,2617,916,340159305,true
11-9,2025-02-28 13:40:00.068,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,3823,542,340159305,true
11-9,2025-02-28 13:40:00.068,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,2617,916,340159305,true
11-9,2025-02-28 13:40:00.068,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,2671,588,340159305,true
11-9,2025-02-28 13:40:00.068,MCSLab RTT AP2,24:29:34:e1:ef:d4,-62,3823,542,340159305,true
11-9,2025-02-28 13:40:00.068,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,2617,916,340159305,true
11-9,2025-02-28 13:40:00.068,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,2671,588,340159305,true
11-9,2025-02-28 13:40:00.068,MCSLab RTT AP3,b0:e4:d5:88:16:86,-64,6170,269,340159305,true
11-9,2025-02-28 13:40:00.193,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,3764,493,340159430,true
11-9,2025-02-28 13:40:00.193,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,3764,493,340159430,true
11-9,2025-02-28 13:40:00.193,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,2559,926,340159430,true
11-9,2025-02-28 13:40:00.193,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,3764,493,340159430,true
11-9,2025-02-28 13:40:00.193,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,2559,926,340159430,true
11-9,2025-02-28 13:40:00.193,MCSLab RTT AP1,24:29:34:e2:4c:36,-69,2553,742,340159430,true
11-9,2025-02-28 13:40:00.193,MCSLab RTT AP2,24:29:34:e1:ef:d4,-63,3764,493,340159430,true
11-9,2025-02-28 13:40:00.193,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,2559,926,340159430,true
11-9,2025-02-28 13:40:00.193,MCSLab RTT AP1,24:29:34:e2:4c:36,-69,2553,742,340159430,true
11-9,2025-02-28 13:40:00.193,MCSLab RTT AP3,b0:e4:d5:88:16:86,-62,6170,219,340159430,true
11-9,2025-02-28 13:40:00.319,MCSLab RTT AP2,24:29:34:e1:ef:d4,-61,3706,351,340159555,true
11-9,2025-02-28 13:40:00.319,MCSLab RTT AP2,24:29:34:e1:ef:d4,-61,3706,351,340159555,true
11-9,2025-02-28 13:40:00.319,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,2881,826,340159555,true
11-9,2025-02-28 13:40:00.319,MCSLab RTT AP2,24:29:34:e1:ef:d4,-61,3706,351,340159555,true
11-9,2025-02-28 13:40:00.319,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,2881,826,340159555,true
11-9,2025-02-28 13:40:00.319,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,2710,515,340159555,true
11-9,2025-02-28 13:40:00.319,MCSLab RTT AP2,24:29:34:e1:ef:d4,-61,3706,351,340159555,true
11-9,2025-02-28 13:40:00.319,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,2881,826,340159555,true
11-9,2025-02-28 13:40:00.319,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,2710,515,340159555,true
11-9,2025-02-28 13:40:00.319,MCSLab RTT AP3,b0:e4:d5:88:16:86,-68,5877,255,340159555,true
11-9,2025-02-28 13:40:00.442,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,3911,235,340159678,true
11-9,2025-02-28 13:40:00.442,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,3911,235,340159678,true
11-9,2025-02-28 13:40:00.442,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-56,2646,920,340159678,true
11-9,2025-02-28 13:40:00.442,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,3911,235,340159678,true
11-9,2025-02-28 13:40:00.442,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-56,2646,920,340159678,true
11-9,2025-02-28 13:40:00.442,MCSLab RTT AP1,24:29:34:e2:4c:36,-69,2553,562,340159678,true
11-9,2025-02-28 13:40:00.442,MCSLab RTT AP2,24:29:34:e1:ef:d4,-64,3911,235,340159678,true
11-9,2025-02-28 13:40:00.442,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-56,2646,920,340159678,true
11-9,2025-02-28 13:40:00.442,MCSLab RTT AP1,24:29:34:e2:4c:36,-69,2553,562,340159678,true
11-9,2025-02-28 13:40:00.442,MCSLab RTT AP3,b0:e4:d5:88:16:86,-66,5516,325,340159678,true
11-9,2025-02-28 13:40:00.555,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4087,102,340159790,true
11-9,2025-02-28 13:40:00.555,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4087,102,340159790,true
11-9,2025-02-28 13:40:00.555,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,2559,1122,340159790,true
11-9,2025-02-28 13:40:00.555,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4087,102,340159790,true
11-9,2025-02-28 13:40:00.555,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,2559,1122,340159790,true
11-9,2025-02-28 13:40:00.555,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,2905,466,340159790,true
11-9,2025-02-28 13:40:00.555,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4087,102,340159790,true
11-9,2025-02-28 13:40:00.555,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,2559,1122,340159790,true
11-9,2025-02-28 13:40:00.555,MCSLab RTT AP1,24:29:34:e2:4c:36,-70,2905,466,340159790,true
11-9,2025-02-28 13:40:00.555,MCSLab RTT AP3,b0:e4:d5:88:16:86,-65,6141,465,340159790,true
11-9,2025-02-28 13:40:00.682,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,4028,293,340159918,true
11-9,2025-02-28 13:40:00.682,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,4028,293,340159918,true
11-9,2025-02-28 13:40:00.682,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,3115,982,340159918,true
11-9,2025-02-28 13:40:00.682,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,4028,293,340159918,true
