Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn
1-8,2025-02-28 13:05:08.630,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,8921,1682,338067866,true
1-8,2025-02-28 13:05:08.630,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,8921,1682,338067866,true
1-8,2025-02-28 13:05:08.630,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10586,1078,338067866,true
1-8,2025-02-28 13:05:08.630,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,8921,1682,338067866,true
1-8,2025-02-28 13:05:08.630,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10586,1078,338067866,true
1-8,2025-02-28 13:05:08.630,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,688,150,338067866,true
1-8,2025-02-28 13:05:08.630,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,8921,1682,338067866,true
1-8,2025-02-28 13:05:08.630,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-64,10586,1078,338067866,true
1-8,2025-02-28 13:05:08.630,MCSLab RTT AP1,24:29:34:e2:4c:36,-59,688,150,338067866,true
1-8,2025-02-28 13:05:08.630,MCSLab RTT AP3,b0:e4:d5:88:16:86,-61,2196,283,338067866,true
1-8,2025-02-28 13:05:08.751,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,8882,1585,338067987,true
1-8,2025-02-28 13:05:08.751,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,8882,1585,338067987,true
1-8,2025-02-28 13:05:08.751,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,10644,64,338067987,true
1-8,2025-02-28 13:05:08.751,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,8882,1585,338067987,true
1-8,2025-02-28 13:05:08.751,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,10644,64,338067987,true
1-8,2025-02-28 13:05:08.751,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,522,177,338067987,true
1-8,2025-02-28 13:05:08.751,MCSLab RTT AP2,24:29:34:e1:ef:d4,-70,8882,1585,338067987,true
1-8,2025-02-28 13:05:08.751,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,10644,64,338067987,true
1-8,2025-02-28 13:05:08.751,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,522,177,338067987,true
1-8,2025-02-28 13:05:08.751,MCSLab RTT AP3,b0:e4:d5:88:16:86,-63,2274,378,338067987,true
1-8,2025-02-28 13:05:08.873,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,9077,1535,338068110,true
1-8,2025-02-28 13:05:08.873,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,9077,1535,338068110,true
1-8,2025-02-28 13:05:08.873,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66,11025,2488,338068110,true
1-8,2025-02-28 13:05:08.873,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,9077,1535,338068110,true
1-8,2025-02-28 13:05:08.873,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66,11025,2488,338068110,true
1-8,2025-02-28 13:05:08.873,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,327,1357,338068110,true
1-8,2025-02-28 13:05:08.873,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,9077,1535,338068110,true
1-8,2025-02-28 13:05:08.873,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-66,11025,2488,338068110,true
1-8,2025-02-28 13:05:08.873,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,327,1357,338068110,true
1-8,2025-02-28 13:05:08.873,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,2664,214,338068110,true
1-8,2025-02-28 13:05:08.997,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,9155,1539,338068233,true
1-8,2025-02-28 13:05:08.997,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,9155,1539,338068233,true
1-8,2025-02-28 13:05:08.997,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,10146,1529,338068233,true
1-8,2025-02-28 13:05:08.997,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,9155,1539,338068233,true
1-8,2025-02-28 13:05:08.997,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,10146,1529,338068233,true
1-8,2025-02-28 13:05:08.997,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,522,1383,338068233,true
1-8,2025-02-28 13:05:08.997,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,9155,1539,338068233,true
1-8,2025-02-28 13:05:08.997,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-63,10146,1529,338068233,true
1-8,2025-02-28 13:05:08.997,MCSLab RTT AP1,24:29:34:e2:4c:36,-55,522,1383,338068233,true
1-8,2025-02-28 13:05:08.997,MCSLab RTT AP3,b0:e4:d5:88:16:86,-60,2703,223,338068233,true
1-8,2025-02-28 13:05:09.123,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,8257,351,338068360,true
1-8,2025-02-28 13:05:09.123,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,8257,351,338068360,true
1-8,2025-02-28 13:05:09.123,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9883,1978,338068360,true
1-8,2025-02-28 13:05:09.123,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,8257,351,338068360,true
1-8,2025-02-28 13:05:09.123,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9883,1978,338068360,true
1-8,2025-02-28 13:05:09.123,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,639,1200,338068360,true
1-8,2025-02-28 13:05:09.123,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,8257,351,338068360,true
1-8,2025-02-28 13:05:09.123,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9883,1978,338068360,true
1-8,2025-02-28 13:05:09.123,MCSLab RTT AP1,24:29:34:e2:4c:36,-56,639,1200,338068360,true
1-8,2025-02-28 13:05:09.123,MCSLab RTT AP3,b0:e4:d5:88:16:86,-59,2313,277,338068360,true
1-8,2025-02-28 13:05:09.254,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,8022,2215,338068482,true
1-8,2025-02-28 13:05:09.254,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,8022,2215,338068482,true
1-8,2025-02-28 13:05:09.254,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9892,1257,338068482,true
1-8,2025-02-28 13:05:09.254,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,8022,2215,338068482,true
1-8,2025-02-28 13:05:09.254,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9892,1257,338068482,true
1-8,2025-02-28 13:05:09.254,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,522,1231,338068482,true
1-8,2025-02-28 13:05:09.254,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,8022,2215,338068482,true
1-8,2025-02-28 13:05:09.254,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-65,9892,1257,338068482,true
1-8,2025-02-28 13:05:09.254,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,522,1231,338068482,true
1-8,2025-02-28 13:05:09.254,MCSLab RTT AP3,b0:e4:d5:88:16:86,-60,2352,160,338068482,true
1-8,2025-02-28 13:05:09.369,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7866,2088,338068605,true
1-8,2025-02-28 13:05:09.369,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7866,2088,338068605,true
1-8,2025-02-28 13:05:09.369,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,10088,1514,338068605,true
1-8,2025-02-28 13:05:09.369,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,7866,2088,338068605,true
1-8,2025-02-28 13:05:09.369,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-68,10088,1514,338068605,true
1-8,2025-02-28 13:05:09.369,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,835,883,338068605,true
