Starting Wi-Fi RTT Ranging...
Label: 10-11, Timestamp: 2024-12-27 15:37:59.333, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 4741 mm, StdDev: 1116 mm, timeStemp: 6053459972, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.333, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 4741 mm, StdDev: 1116 mm, timeStemp: 6053459972, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.333, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -60, Distance: 2553 mm, StdDev: 285 mm, timeStemp: 6053459972, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.333, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 4741 mm, StdDev: 1116 mm, timeStemp: 6053459972, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.333, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -60, Distance: 2553 mm, StdDev: 285 mm, timeStemp: 6053459972, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.333, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -69, Distance: 5994 mm, StdDev: 58 mm, timeStemp: 6053459972, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.446, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -73, Distance: 4497 mm, StdDev: 386 mm, timeStemp: 6053460085, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.446, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -73, Distance: 4497 mm, StdDev: 386 mm, timeStemp: 6053460085, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.446, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 2593 mm, StdDev: 321 mm, timeStemp: 6053460085, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.446, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -73, Distance: 4497 mm, StdDev: 386 mm, timeStemp: 6053460085, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.446, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -61, Distance: 2593 mm, StdDev: 321 mm, timeStemp: 6053460085, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.446, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -68, Distance: 6229 mm, StdDev: 2491 mm, timeStemp: 6053460085, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.559, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 4555 mm, StdDev: 119 mm, timeStemp: 6053460198, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.559, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 4555 mm, StdDev: 119 mm, timeStemp: 6053460198, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.559, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -51, Distance: 2041 mm, StdDev: 887 mm, timeStemp: 6053460198, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.559, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 4555 mm, StdDev: 119 mm, timeStemp: 6053460198, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.559, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -51, Distance: 2041 mm, StdDev: 887 mm, timeStemp: 6053460198, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.559, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -65, Distance: 6346 mm, StdDev: 1505 mm, timeStemp: 6053460198, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.673, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 4468 mm, StdDev: 1543 mm, timeStemp: 6053460313, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.673, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 4468 mm, StdDev: 1543 mm, timeStemp: 6053460313, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.673, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -60, Distance: 2593 mm, StdDev: 254 mm, timeStemp: 6053460313, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.673, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 4468 mm, StdDev: 1543 mm, timeStemp: 6053460313, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.673, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -60, Distance: 2593 mm, StdDev: 254 mm, timeStemp: 6053460313, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.673, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -65, Distance: 6024 mm, StdDev: 1620 mm, timeStemp: 6053460313, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.787, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 4741 mm, StdDev: 1198 mm, timeStemp: 6053460427, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.787, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 4741 mm, StdDev: 1198 mm, timeStemp: 6053460427, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.787, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -60, Distance: 2553 mm, StdDev: 256 mm, timeStemp: 6053460427, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.787, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -67, Distance: 4741 mm, StdDev: 1198 mm, timeStemp: 6053460427, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.787, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -60, Distance: 2553 mm, StdDev: 256 mm, timeStemp: 6053460427, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.787, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -64, Distance: 6237 mm, StdDev: 1473 mm, timeStemp: 6053460427, mcOn: true
Label: 10-11, Timestamp: 2024-12-27 15:37:59.905, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -70, Distance: 4546 mm, StdDev: 1187 mm, timeStemp: 6053460544, mcOn: true
