Starting Wi-Fi RTT Ranging...
Label: 1-7, Timestamp: 2025-02-28 13:03:48.328, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -71, Distance: 9825 mm, StdDev: 135 mm, timeStemp: 337987564, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.328, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -71, Distance: 9825 mm, StdDev: 135 mm, timeStemp: 337987564, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.328, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -66, Distance: 12461 mm, StdDev: 127 mm, timeStemp: 337987564, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.328, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -71, Distance: 9825 mm, StdDev: 135 mm, timeStemp: 337987564, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.328, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -66, Distance: 12461 mm, StdDev: 127 mm, timeStemp: 337987564, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.328, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -58, Distance: 3589 mm, StdDev: 270 mm, timeStemp: 337987564, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.328, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -71, Distance: 9825 mm, StdDev: 135 mm, timeStemp: 337987564, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.328, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -66, Distance: 12461 mm, StdDev: 127 mm, timeStemp: 337987564, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.328, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -58, Distance: 3589 mm, StdDev: 270 mm, timeStemp: 337987564, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.328, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -58, Distance: 5187 mm, StdDev: 133 mm, timeStemp: 337987564, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.414, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 9565 mm, StdDev: 64 mm, timeStemp: 337987651, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.414, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 9565 mm, StdDev: 64 mm, timeStemp: 337987651, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.414, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -68, Distance: 10624 mm, StdDev: 1232 mm, timeStemp: 337987651, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.414, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 9565 mm, StdDev: 64 mm, timeStemp: 337987651, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.414, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -68, Distance: 10624 mm, StdDev: 1232 mm, timeStemp: 337987651, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.414, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -57, Distance: 3852 mm, StdDev: 53 mm, timeStemp: 337987651, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.414, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 9565 mm, StdDev: 64 mm, timeStemp: 337987651, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.414, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -68, Distance: 10624 mm, StdDev: 1232 mm, timeStemp: 337987651, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.414, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -57, Distance: 3852 mm, StdDev: 53 mm, timeStemp: 337987651, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.414, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -58, Distance: 3847 mm, StdDev: 1015 mm, timeStemp: 337987651, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.549, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 9272 mm, StdDev: 281 mm, timeStemp: 337987785, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.549, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 9272 mm, StdDev: 281 mm, timeStemp: 337987785, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.549, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -67, Distance: 12379 mm, StdDev: 191 mm, timeStemp: 337987785, mcOn: true
Label: 1-7, Timestamp: 2025-02-28 13:03:48.549, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -72, Distance: 9272 mm, StdDev: 281 mm, timeStemp: 337987785, mcOn: true
