Starting Wi-Fi RTT Ranging...
Label: 6-5, Timestamp: 2024-12-27 16:16:58.469, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -77, Distance: 5288 mm, StdDev: 89 mm, timeStemp: 6055799108, mcOn: true
Label: 6-5, Timestamp: 2024-12-27 16:16:58.469, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -77, Distance: 5288 mm, StdDev: 89 mm, timeStemp: 6055799108, mcOn: true
Label: 6-5, Timestamp: 2024-12-27 16:16:58.469, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -62, Distance: 10105 mm, StdDev: 88 mm, timeStemp: 6055799107, mcOn: true
Label: 6-5, Timestamp: 2024-12-27 16:16:58.469, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -77, Distance: 5288 mm, StdDev: 89 mm, timeStemp: 6055799108, mcOn: true
Label: 6-5, Timestamp: 2024-12-27 16:16:58.469, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -62, Distance: 10105 mm, StdDev: 88 mm, timeStemp: 6055799107, mcOn: true
Label: 6-5, Timestamp: 2024-12-27 16:16:58.469, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -54, Distance: 2189 mm, StdDev: 219 mm, timeStemp: 6055799107, mcOn: true
Label: 6-5, Timestamp: 2024-12-27 16:16:58.469, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -77, Distance: 5288 mm, StdDev: 89 mm, timeStemp: 6055799108, mcOn: true
Label: 6-5, Timestamp: 2024-12-27 16:16:58.469, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -62, Distance: 10105 mm, StdDev: 88 mm, timeStemp: 6055799107, mcOn: true
Label: 6-5, Timestamp: 2024-12-27 16:16:58.469, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -54, Distance: 2189 mm, StdDev: 219 mm, timeStemp: 6055799107, mcOn: true
Label: 6-5, Timestamp: 2024-12-27 16:16:58.469, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -57, Distance: 223 mm, StdDev: 112 mm, timeStemp: 6055799107, mcOn: true
Label: 6-5, Timestamp: 2024-12-27 16:16:58.556, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -78, Distance: 5305 mm, StdDev: 102 mm, timeStemp: 6055799196, mcOn: true
Label: 6-5, Timestamp: 2024-12-27 16:16:58.556, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -78, Distance: 5305 mm, StdDev: 102 mm, timeStemp: 6055799196, mcOn: true
Label: 6-5, Timestamp: 2024-12-27 16:16:58.556, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -61, Distance: 10289 mm, StdDev: 82 mm, timeStemp: 6055799196, mcOn: true
