Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn
11-7,2025-01-03 15:40:12.981,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4250,74,6658403373,true
11-7,2025-01-03 15:40:12.981,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4250,74,6658403373,true
11-7,2025-01-03 15:40:12.981,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-47,3776,102,6658403373,true
11-7,2025-01-03 15:40:12.981,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4250,74,6658403373,true
11-7,2025-01-03 15:40:12.981,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-47,3776,102,6658403373,true
11-7,2025-01-03 15:40:12.981,MCSLab RTT AP1,24:29:34:e2:4c:36,-66,3354,63,6658403373,true
11-7,2025-01-03 15:40:12.981,MCSLab RTT AP2,24:29:34:e1:ef:d4,-67,4250,74,6658403373,true
11-7,2025-01-03 15:40:12.981,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-47,3776,102,6658403373,true
11-7,2025-01-03 15:40:12.981,MCSLab RTT AP1,24:29:34:e2:4c:36,-66,3354,63,6658403373,true
11-7,2025-01-03 15:40:12.981,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,4299,85,6658403373,true
11-7,2025-01-03 15:40:13.072,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,4467,88,6658403465,true
11-7,2025-01-03 15:40:13.072,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,4467,88,6658403465,true
11-7,2025-01-03 15:40:13.072,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-48,3730,129,6658403465,true
11-7,2025-01-03 15:40:13.072,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,4467,88,6658403465,true
11-7,2025-01-03 15:40:13.072,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-48,3730,129,6658403465,true
11-7,2025-01-03 15:40:13.072,MCSLab RTT AP1,24:29:34:e2:4c:36,-66,3413,82,6658403465,true
11-7,2025-01-03 15:40:13.072,MCSLab RTT AP2,24:29:34:e1:ef:d4,-66,4467,88,6658403465,true
11-7,2025-01-03 15:40:13.072,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-48,3730,129,6658403465,true
11-7,2025-01-03 15:40:13.072,MCSLab RTT AP1,24:29:34:e2:4c:36,-66,3413,82,6658403465,true
11-7,2025-01-03 15:40:13.072,MCSLab RTT AP3,b0:e4:d5:88:16:86,-60,4174,186,6658403465,true
