Starting Wi-Fi RTT Ranging...
Label: 6-10, Timestamp: 2025-01-10 13:51:07.305, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 5171 mm, StdDev: 247 mm, timeStemp: 7256657694, mcOn: true
Label: 6-10, Timestamp: 2025-01-10 13:51:07.305, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 5171 mm, StdDev: 247 mm, timeStemp: 7256657694, mcOn: true
Label: 6-10, Timestamp: 2025-01-10 13:51:07.305, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -59, Distance: 4814 mm, StdDev: 380 mm, timeStemp: 7256657694, mcOn: true
Label: 6-10, Timestamp: 2025-01-10 13:51:07.305, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 5171 mm, StdDev: 247 mm, timeStemp: 7256657694, mcOn: true
Label: 6-10, Timestamp: 2025-01-10 13:51:07.305, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -59, Distance: 4814 mm, StdDev: 380 mm, timeStemp: 7256657694, mcOn: true
Label: 6-10, Timestamp: 2025-01-10 13:51:07.305, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -46, Distance: -692 mm, StdDev: 516 mm, timeStemp: 7256657694, mcOn: true
Label: 6-10, Timestamp: 2025-01-10 13:51:07.305, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -69, Distance: 5171 mm, StdDev: 247 mm, timeStemp: 7256657694, mcOn: true
Label: 6-10, Timestamp: 2025-01-10 13:51:07.305, AP SSID: MCSLab RTT AP3, BSSID: e4:5e:1b:a0:5e:85, Rssi: -59, Distance: 4814 mm, StdDev: 380 mm, timeStemp: 7256657694, mcOn: true
Label: 6-10, Timestamp: 2025-01-10 13:51:07.305, AP SSID: MCSLab RTT AP1, BSSID: 24:29:34:e2:4c:36, Rssi: -46, Distance: -692 mm, StdDev: 516 mm, timeStemp: 7256657694, mcOn: true
Label: 6-10, Timestamp: 2025-01-10 13:51:07.305, AP SSID: MCSLab RTT AP3, BSSID: b0:e4:d5:88:16:86, Rssi: -68, Distance: 3524 mm, StdDev: 526 mm, timeStemp: 7256657694, mcOn: true
Label: 6-10, Timestamp: 2025-01-10 13:51:07.426, AP SSID: MCSLab RTT AP2, BSSID: 24:29:34:e1:ef:d4, Rssi: -68, Distance: 5288 mm, StdDev: 776 mm, timeStemp: 7256657819, mcOn: true
