timeStemp,Label,AP1_Corrected Distance (mm),AP2_Corrected Distance (mm),AP3_Corrected Distance (mm),AP4_Corrected Distance (mm),AP1_Rssi,AP2_Rssi,AP3_Rssi,AP4_Rssi
725260941,1-10,270.6618788819876,7703.44022843868,7726.205875212431,1247.419028340081,-57.0,-73.0,-55.0,-58.0
725260953,1-10,-750.8562978427279,8120.6326672631485,7728.721152667076,2022.842175957018,-59.0,-75.0,-55.0,-61.0
725260965,1-10,-944.3787375415284,8280.368200408999,7995.007299270073,4621.11474521142,-60.0,-76.0,-54.0,-58.0
725260978,1-10,-769.9601518026566,9482.12285012285,7805.789686792902,4999.299907663897,-59.0,-78.0,-55.0,-61.0
725260990,1-10,-802.1894693200663,8373.79962476548,7894.160664819944,4639.447823082239,-59.0,-77.0,-54.0,-61.0
725261002,1-10,-286.6718027734977,10793.326898676818,8023.693339500463,4850.748390989541,-58.0,-72.0,-54.0,-64.0
725261014,1-10,-415.89633333333336,7516.405056812367,6617.333615375316,5038.804235629116,-58.0,-72.0,-49.0,-56.0
725261027,1-10,186.25017088174985,9777.970224056604,7737.600755518829,5842.274360960496,-58.0,-72.0,-53.0,-58.0
725261040,1-10,-309.9609086106709,9050.88518480174,7897.668557919623,5217.671473046043,-58.0,-71.0,-53.0,-59.0
725261053,1-10,-260.3220024721879,7604.36630074565,7940.84573330164,5408.803390935768,-56.0,-73.0,-53.0,-59.0
725261068,1-10,212.43103448275863,8772.564842419079,7889.631020505483,3803.6656140934015,-56.0,-74.0,-51.0,-55.0
725261083,1-10,-366.945073612684,7754.542295912979,7834.713841740378,4937.756290322581,-57.0,-72.0,-53.0,-54.0
725261097,1-10,-416.7231427044361,7618.839797104513,7877.42233067492,5559.285294625885,-60.0,-73.0,-53.0,-62.0
725261112,1-10,-350.51135005973714,8407.312062577194,7762.353743961353,5421.8124892482365,-53.0,-73.0,-53.0,-62.0
725261125,1-10,-342.9316189362946,7899.694558901216,7844.08999521302,5400.698072449319,-59.0,-72.0,-53.0,-61.0
725261138,1-10,-543.0052824055263,8109.049441100601,7732.531395210295,5119.943446754884,-59.0,-72.0,-53.0,-54.0
725261152,1-10,-390.4301452178268,8391.272597001764,7731.610197760306,5553.655682819383,-58.0,-73.0,-53.0,-61.0
725261167,1-10,-511.4806338028168,8195.44344857021,7925.774139976274,5022.459155417099,-58.0,-72.0,-53.0,-61.0
725261180,1-10,-332.81678956324447,8862.264690199425,7093.025525708035,4760.314183706589,-59.0,-73.0,-49.0,-54.0
725261195,1-10,-521.3476895468821,8085.931545366065,7802.073086537316,5500.321712641734,-58.0,-72.0,-53.0,-60.0
725261214,1-10,-322.0395170142701,8539.99796115463,7186.205985278147,5662.356567905464,-58.0,-72.0,-51.0,-58.0
725261234,1-10,-237.15328467153284,8561.544203903168,7556.680688336521,5480.6787052810905,-58.0,-72.0,-50.0,-59.0
725261250,1-10,-403.9839378238341,8376.03352613539,6740.478538702676,5538.231020829747,-57.0,-72.0,-48.0,-60.0
725261265,1-10,-379.1037786056413,8574.354463698179,7778.001186661921,5410.95140186916,-57.0,-72.0,-53.0,-60.0
725261280,1-10,-590.58105872622,8678.761286804798,7900.934216809935,5577.239089828494,-57.0,-72.0,-53.0,-60.0
725261295,1-10,-562.5288548241659,8528.910057925224,7682.37585998793,5500.646625355887,-57.0,-72.0,-53.0,-59.0
725261309,1-10,-483.3252779120349,8188.453731343284,7775.145082065411,5497.884332105792,-58.0,-72.0,-53.0,-61.0
725261324,1-10,-434.3936970837253,8499.237664296486,7870.8640580399615,5527.763573883161,-57.0,-72.0,-51.0,-58.0
725261338,1-10,-425.6805207811718,8270.492330477098,7694.515623129414,5501.252708192282,-52.0,-73.0,-53.0,-60.0
725261349,1-10,-419.3803650715343,8146.764531183708,7999.301946089689,5493.637092557085,-57.0,-72.0,-53.0,-61.0
725261362,1-10,-393.1865859808371,8576.80008399832,7203.715564155279,5611.542969417392,-57.0,-72.0,-51.0,-60.0
725261376,1-10,-513.7418213969938,8256.212337523972,7895.801938076104,5701.583113456464,-57.0,-73.0,-51.0,-58.0
725261390,1-10,-433.37447207883616,8387.191579842654,7793.723662306777,5639.939582632111,-57.0,-72.0,-53.0,-61.0
725261405,1-10,-531.6101406050277,8164.951206548315,7897.668557919623,5549.908921933085,-58.0,-73.0,-53.0,-60.0
