Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn
4-1,2025-01-03 16:24:54.860,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,4585,1204,6661085253,true
4-1,2025-01-03 16:24:54.860,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,4585,1204,6661085253,true
4-1,2025-01-03 16:24:54.860,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-58,8916,128,6661085253,true
4-1,2025-01-03 16:24:54.860,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,4585,1204,6661085253,true
4-1,2025-01-03 16:24:54.860,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-58,8916,128,6661085253,true
4-1,2025-01-03 16:24:54.860,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,2002,3247,6661085253,true
4-1,2025-01-03 16:24:54.860,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,4585,1204,6661085253,true
4-1,2025-01-03 16:24:54.860,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-58,8916,128,6661085253,true
4-1,2025-01-03 16:24:54.860,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,2002,3247,6661085253,true
4-1,2025-01-03 16:24:54.860,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,-850,693,6661085253,true
4-1,2025-01-03 16:24:54.983,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,4790,1119,6661085375,true
4-1,2025-01-03 16:24:54.983,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,4790,1119,6661085375,true
4-1,2025-01-03 16:24:54.983,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-58,8877,211,6661085375,true
4-1,2025-01-03 16:24:54.983,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,4790,1119,6661085375,true
4-1,2025-01-03 16:24:54.983,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-58,8877,211,6661085375,true
4-1,2025-01-03 16:24:54.983,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,4272,1867,6661085375,true
4-1,2025-01-03 16:24:54.983,MCSLab RTT AP2,24:29:34:e1:ef:d4,-71,4790,1119,6661085375,true
4-1,2025-01-03 16:24:54.983,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-58,8877,211,6661085375,true
4-1,2025-01-03 16:24:54.983,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,4272,1867,6661085375,true
4-1,2025-01-03 16:24:54.983,MCSLab RTT AP3,b0:e4:d5:88:16:86,-56,-1045,691,6661085375,true
4-1,2025-01-03 16:24:55.105,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4878,1039,6661085497,true
4-1,2025-01-03 16:24:55.105,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4878,1039,6661085497,true
4-1,2025-01-03 16:24:55.105,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,8877,277,6661085497,true
4-1,2025-01-03 16:24:55.105,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4878,1039,6661085497,true
4-1,2025-01-03 16:24:55.105,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,8877,277,6661085497,true
4-1,2025-01-03 16:24:55.105,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,4311,1818,6661085497,true
4-1,2025-01-03 16:24:55.105,MCSLab RTT AP2,24:29:34:e1:ef:d4,-68,4878,1039,6661085497,true
4-1,2025-01-03 16:24:55.105,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-57,8877,277,6661085497,true
4-1,2025-01-03 16:24:55.105,MCSLab RTT AP1,24:29:34:e2:4c:36,-67,4311,1818,6661085497,true
4-1,2025-01-03 16:24:55.105,MCSLab RTT AP3,b0:e4:d5:88:16:86,-54,-967,795,6661085497,true
4-1,2025-01-03 16:24:55.230,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,4702,1200,6661085622,true
4-1,2025-01-03 16:24:55.230,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,4702,1200,6661085622,true
4-1,2025-01-03 16:24:55.230,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,8994,183,6661085622,true
4-1,2025-01-03 16:24:55.230,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,4702,1200,6661085622,true
4-1,2025-01-03 16:24:55.230,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,8994,183,6661085622,true
4-1,2025-01-03 16:24:55.230,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,3960,916,6661085622,true
4-1,2025-01-03 16:24:55.230,MCSLab RTT AP2,24:29:34:e1:ef:d4,-69,4702,1200,6661085622,true
4-1,2025-01-03 16:24:55.230,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-60,8994,183,6661085622,true
4-1,2025-01-03 16:24:55.230,MCSLab RTT AP1,24:29:34:e2:4c:36,-63,3960,916,6661085622,true
4-1,2025-01-03 16:24:55.230,MCSLab RTT AP3,b0:e4:d5:88:16:86,-51,-850,619,6661085622,true
