Label,Timestamp,AP SSID,BSSID,Rssi,Distance (mm),StdDev (mm),timeStemp,mcOn,Corrected Distance (mm)
1-10,2025-01-03 16:27:58.578,MCSLab RTT AP2,24:29:34:e1:ef:d4,-78,10356,1997,6661268970,True,8681.837286489112
1-10,2025-01-03 16:27:58.578,MCSLab RTT AP2,24:29:34:e1:ef:d4,-78,10356,1997,6661268970,True,8681.837286489112
1-10,2025-01-03 16:27:58.578,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,7392,552,6661268970,True,6878.356495468278
1-10,2025-01-03 16:27:58.578,MCSLab RTT AP2,24:29:34:e1:ef:d4,-78,10356,1997,6661268970,True,8681.837286489112
1-10,2025-01-03 16:27:58.578,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,7392,552,6661268970,True,6878.356495468278
1-10,2025-01-03 16:27:58.578,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,-414,211,6661268970,True,-274.23359999999997
1-10,2025-01-03 16:27:58.578,MCSLab RTT AP2,24:29:34:e1:ef:d4,-78,10356,1997,6661268970,True,8681.837286489112
1-10,2025-01-03 16:27:58.578,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,7392,552,6661268970,True,6878.356495468278
1-10,2025-01-03 16:27:58.578,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,-414,211,6661268970,True,-274.23359999999997
1-10,2025-01-03 16:27:58.578,MCSLab RTT AP3,b0:e4:d5:88:16:86,-57,3953,659,6661268970,True,3388.163269731136
1-10,2025-01-03 16:27:58.701,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,10708,1727,6661269095,True,9220.849537595497
1-10,2025-01-03 16:27:58.701,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,10708,1727,6661269095,True,9220.849537595497
1-10,2025-01-03 16:27:58.701,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,7549,464,6661269094,True,7111.868338949208
1-10,2025-01-03 16:27:58.701,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,10708,1727,6661269095,True,9220.849537595497
1-10,2025-01-03 16:27:58.701,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,7549,464,6661269094,True,7111.868338949208
1-10,2025-01-03 16:27:58.701,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,-805,291,6661269094,True,-591.2636861313869
1-10,2025-01-03 16:27:58.701,MCSLab RTT AP2,24:29:34:e1:ef:d4,-74,10708,1727,6661269095,True,9220.849537595497
1-10,2025-01-03 16:27:58.701,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,7549,464,6661269094,True,7111.868338949208
1-10,2025-01-03 16:27:58.701,MCSLab RTT AP1,24:29:34:e2:4c:36,-61,-805,291,6661269094,True,-591.2636861313869
1-10,2025-01-03 16:27:58.701,MCSLab RTT AP3,b0:e4:d5:88:16:86,-55,4998,724,6661269094,True,4365.607130373995
1-10,2025-01-03 16:27:58.833,MCSLab RTT AP2,24:29:34:e1:ef:d4,-79,8921,2303,6661269226,True,7090.541785459729
1-10,2025-01-03 16:27:58.833,MCSLab RTT AP2,24:29:34:e1:ef:d4,-79,8921,2303,6661269226,True,7090.541785459729
1-10,2025-01-03 16:27:58.833,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,7510,513,6661269226,True,7029.801819768167
1-10,2025-01-03 16:27:58.833,MCSLab RTT AP2,24:29:34:e1:ef:d4,-79,8921,2303,6661269226,True,7090.541785459729
1-10,2025-01-03 16:27:58.833,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,7510,513,6661269226,True,7029.801819768167
1-10,2025-01-03 16:27:58.833,MCSLab RTT AP1,24:29:34:e2:4c:36,-64,-414,120,6661269226,True,-320.96629213483146
1-10,2025-01-03 16:27:58.833,MCSLab RTT AP2,24:29:34:e1:ef:d4,-79,8921,2303,6661269226,True,7090.541785459729
1-10,2025-01-03 16:27:58.833,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,7510,513,6661269226,True,7029.801819768167
1-10,2025-01-03 16:27:58.833,MCSLab RTT AP1,24:29:34:e2:4c:36,-64,-414,120,6661269226,True,-320.96629213483146
1-10,2025-01-03 16:27:58.833,MCSLab RTT AP3,b0:e4:d5:88:16:86,-60,4735,1730,6661269226,True,3467.9389017788085
1-10,2025-01-03 16:27:58.958,MCSLab RTT AP2,24:29:34:e1:ef:d4,-77,8276,1812,6661269350,True,6789.470261697065
1-10,2025-01-03 16:27:58.958,MCSLab RTT AP2,24:29:34:e1:ef:d4,-77,8276,1812,6661269350,True,6789.470261697065
1-10,2025-01-03 16:27:58.958,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,7432,508,6661269350,True,6956.501763224181
1-10,2025-01-03 16:27:58.958,MCSLab RTT AP2,24:29:34:e1:ef:d4,-77,8276,1812,6661269350,True,6789.470261697065
1-10,2025-01-03 16:27:58.958,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,7432,508,6661269350,True,6956.501763224181
1-10,2025-01-03 16:27:58.958,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,-844,146,6661269350,True,-719.5313131313131
1-10,2025-01-03 16:27:58.958,MCSLab RTT AP2,24:29:34:e1:ef:d4,-77,8276,1812,6661269350,True,6789.470261697065
1-10,2025-01-03 16:27:58.958,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,7432,508,6661269350,True,6956.501763224181
1-10,2025-01-03 16:27:58.958,MCSLab RTT AP1,24:29:34:e2:4c:36,-57,-844,146,6661269350,True,-719.5313131313131
1-10,2025-01-03 16:27:58.958,MCSLab RTT AP3,b0:e4:d5:88:16:86,-60,4998,1503,6661269350,True,3842.4863867097374
1-10,2025-01-03 16:27:59.083,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,7719,1762,6661269475,True,6284.459550680307
1-10,2025-01-03 16:27:59.083,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,7719,1762,6661269475,True,6284.459550680307
1-10,2025-01-03 16:27:59.083,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,7549,456,6661269475,True,7118.975765146783
1-10,2025-01-03 16:27:59.083,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,7719,1762,6661269475,True,6284.459550680307
1-10,2025-01-03 16:27:59.083,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,7549,456,6661269475,True,7118.975765146783
1-10,2025-01-03 16:27:59.083,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,-922,445,6661269475,True,-621.8610095098757
1-10,2025-01-03 16:27:59.083,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,7719,1762,6661269475,True,6284.459550680307
1-10,2025-01-03 16:27:59.083,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-54,7549,456,6661269475,True,7118.975765146783
1-10,2025-01-03 16:27:59.083,MCSLab RTT AP1,24:29:34:e2:4c:36,-58,-922,445,6661269475,True,-621.8610095098757
1-10,2025-01-03 16:27:59.083,MCSLab RTT AP3,b0:e4:d5:88:16:86,-53,5094,1801,6661269475,True,3763.4279912980423
1-10,2025-01-03 16:27:59.220,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,11069,828,6661269612,True,10298.626628561822
1-10,2025-01-03 16:27:59.220,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,11069,828,6661269612,True,10298.626628561822
1-10,2025-01-03 16:27:59.220,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,7471,521,6661269612,True,6983.96408908909
1-10,2025-01-03 16:27:59.220,MCSLab RTT AP2,24:29:34:e1:ef:d4,-75,11069,828,6661269612,True,10298.626628561822
1-10,2025-01-03 16:27:59.220,MCSLab RTT AP3,e4:5e:1b:a0:5e:85,-55,7471,521,6661269612,True,6983.96408908909
